StateCode,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
70087,48217,50445,48125,46389,,47586,45595,49167,49816,47675,55220,61216,69107
70128,43681,42075,40168,38492,37259,36865,38895,36294,36414,36081,39400,47937,53538
70373,43883,48577,44901,44574,,53942,52879,53821,52028,57019,63105,67841,75095
70374,51334,51122,53410,56845,,59481,61682,61198,60227,52827,58315,58514,69896
70375,96683,99032,-666666666,-666666666,,-666666666,-666666666,40875,44167,57031,62321,74091,98906
70638,60208,61667,50769,44375,46000,38000,41750,46667,46667,40901,43036,49662,63125
70644,42303,40069,47768,48583,,-666666666,-666666666,-666666666,-666666666,-666666666,19375,19177,18883
70645,43750,57083,62895,61974,,62269,45789,45893,42128,47969,77986,98056,115054
70650,83221,70781,83529,89150,70972,70833,55385,51591,-666666666,-666666666,62938,-666666666,-666666666
70656,39000,35959,34637,32716,32480,32500,38977,38056,38224,50023,45625,57551,60202
70665,59100,56013,59524,58472,61347,63707,64684,68390,73150,72337,79068,82776,88328
70711,57417,50813,47759,50625,,50816,64688,73672,67063,79013,82921,86008,89274
70719,59878,56979,54514,52617,,57018,60313,64545,66082,67712,70479,89375,92231
70740,56140,47434,49250,43095,42660,44643,44864,43049,44063,46536,48396,63875,65179
70744,49461,51069,38856,41866,,35595,35272,47750,34573,60982,79451,76979,43056
70651,74625,76458,64688,63452,,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,40144
70657,47951,47809,54138,54677,,63072,60735,66084,63889,54629,65159,75500,56741
70753,39375,35000,41250,40814,31607,30365,24238,26094,26400,24542,32500,30772,32004
70783,45521,47381,51198,51741,,53304,54833,58438,71016,73631,104500,112083,87083
70809,60856,59606,59230,58488,60813,66089,71685,74117,76604,67371,73782,79148,81310
70812,40973,42762,43948,42025,41631,36521,39690,38593,38327,38235,40324,38832,41402
70397,32684,24453,30893,38833,,52143,44688,42344,42870,-666666666,82212,121667,112411
70427,29725,29165,29319,30360,,29428,30836,32917,36072,36331,37611,41890,43838
70443,31754,34572,35408,36521,,37528,31591,34350,33795,27483,40665,55651,59333
70446,53373,55667,58224,51505,,60127,60726,59542,63835,66479,58933,72547,75216
71406,63750,65821,66036,68125,,68109,-666666666,68417,-666666666,-666666666,-666666666,2499,-666666666
71423,49986,49129,50259,49063,,47224,49375,51705,52606,54375,60252,61591,62819
71432,45104,40673,40357,40563,,40641,42600,46563,42500,60114,52174,53050,45000
71435,39595,39015,38720,38859,,33661,36900,40994,50432,45500,44148,66848,69792
71438,43378,48472,45781,52599,50509,52008,49922,62917,48603,55455,58319,62644,56516
71439,39135,38073,38468,29107,,31816,44250,41713,55442,42357,47275,46910,47284
71466,39779,39196,39063,40179,,40625,36891,60122,39672,51100,41092,46379,-666666666
71480,41579,50500,38182,40583,36667,37115,37292,47361,46250,12358,28333,54375,67500
71104,40223,41427,41970,42216,,40681,39255,40661,44335,46519,47094,50554,53481
71067,41375,43816,45420,46938,,43227,44541,46745,45994,50441,28397,-666666666,40050
71071,45227,48720,49737,50486,41161,41417,42308,39265,38203,34680,36875,31121,35705
71101,20329,18715,20410,20911,,20597,18869,17654,17772,18957,17702,17999,17924
71105,54863,56768,57798,58518,56658,56420,54581,55315,55459,53085,58664,62865,66758
71219,29500,29898,29516,29731,,47955,52782,54837,57717,61157,59643,60913,64943
71253,29375,26094,23750,21591,,25000,25625,29167,32917,28333,31689,38125,-666666666
71263,29747,33005,33203,31220,33448,37478,39563,35977,38083,42538,39063,41576,44965
71291,49578,50426,48191,47626,46952,47562,46272,50762,52113,58561,60575,67448,69012
71303,47802,52757,48356,51381,51269,53356,47053,52878,57763,59460,58750,67717,66761
71322,33393,33125,30662,33935,,33000,35754,33977,35929,24607,23712,24588,25655
71334,20885,22429,21291,22020,,23025,24184,26207,26446,35358,30324,32500,33592
71340,27023,30699,30560,35875,42500,36750,28125,35769,30938,23194,31583,34375,49632
71346,43974,35489,38125,39063,43221,39152,43145,41587,41964,47730,41714,43984,46056
71369,33220,32353,30298,26942,,25378,24907,25427,26403,21827,30352,33796,36462
71377,8350,8380,15833,4441,,-666666666,-666666666,-666666666,49550,52284,N/A,N/A,N/A
71409,42378,46037,46067,46574,,46646,41647,43947,45746,46500,46250,56375,59764
71411,26385,31641,39464,39038,,28654,27555,27855,28899,30844,29038,29500,41595
71457,30593,30417,31515,30517,,26648,26314,25780,26654,30018,36258,43057,47410
71468,45221,44632,37500,32215,,33618,34875,33333,33929,24800,71528,77260,105417
71473,37083,42586,39375,40625,37857,43583,46042,44531,-666666666,-666666666,29929,31483,40167
71479,43643,32500,41389,41000,39167,40521,44338,48688,51719,53866,55331,54861,66250
71630,31250,29821,36146,38125,,36058,35724,35326,27297,29167,38194,39038,40729
71292,38263,35619,35491,34019,,35358,36401,39013,41801,41956,44199,48800,51317
71316,66250,66205,-666666666,-666666666,,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666
71326,26125,24107,30538,31216,,29559,33151,33606,40000,43542,44323,47014,-666666666
71331,37457,40515,37109,37353,,48594,37321,41815,42150,126771,-666666666,-666666666,-666666666
71749,40331,37500,36250,35457,43676,45483,47308,47393,46625,31673,42321,63654,63750
71720,34286,33500,42011,36182,,28717,35230,43000,38125,30694,50464,45256,52500
71725,23750,25625,26563,32917,41688,41000,40833,43452,27143,-666666666,35000,43125,31250
71730,37259,39869,37795,39004,39095,40423,41444,45634,45324,46724,46781,50745,50845
71751,50341,52877,53657,56389,,60792,51750,47361,45956,38622,49942,67813,-666666666
71762,45133,39914,37500,41591,34310,33241,37218,36008,42577,47917,48235,48828,52621
71820,88636,44250,-666666666,46359,,-666666666,-666666666,-666666666,-666666666,-666666666,250001,250001,64286
71825,39886,30938,35625,51923,,53727,56356,56667,51875,58281,65083,71471,70588
71826,28403,25729,26506,30139,,26705,34342,31705,32120,30893,29694,44844,33750
71841,40766,40430,45048,39219,,41667,52535,51544,44107,50060,50625,-666666666,36250
71842,39080,39623,39410,38875,33939,31932,36344,36563,41023,46076,48093,53288,56543
71851,36131,32847,32500,32750,,37857,43770,41500,44196,44531,40417,47098,61250
71852,40597,39375,40631,40701,,37038,34665,36691,37518,41128,45475,51176,49971
71854,40946,40779,41329,40578,39846,39431,40631,41392,42375,44473,44849,46207,48211
71857,37361,30768,29196,26250,,26878,36858,37034,37344,38151,40552,41773,40423
71862,32625,36875,39306,27188,,52981,36223,36515,32177,34455,33922,35272,38504
71037,59181,61375,64447,61167,58635,55211,52406,49924,50612,58229,55297,68113,71175
71061,31699,34450,32773,32772,,34866,36411,37269,42760,42431,40833,34259,31250
71103,20410,22901,22695,21207,,20523,19600,21285,22424,36814,24990,27135,27958
71106,48031,49116,49644,51877,,51771,53089,52755,54252,58970,59469,68085,77724
71107,35798,37120,38920,40184,39696,39362,38700,36854,39285,40994,41948,47024,48114
71112,51194,51508,51790,52467,51179,51403,51529,52982,51623,52072,52516,57053,59814
71129,45476,46891,44738,44407,42337,37591,36086,40616,38583,40012,47306,50996,50551
71222,26771,27349,25020,25132,30077,31018,27269,31845,31631,28512,30392,33603,33399
58476,41250,48750,50882,57500,61250,52300,58750,90313,94167,-666666666,-666666666,-666666666,-666666666
58357,40893,40268,36250,37500,38542,41786,58906,60500,68750,61000,62500,75195,80441
58365,46908,51250,62917,61563,49375,59167,61250,60114,49191,52083,50341,54464,51250
58368,38171,44138,41765,41357,42325,41250,44063,43919,49402,55256,58088,57055,56209
58379,34028,33500,31696,32143,,40865,36750,42969,37031,47292,26667,40156,41500
58385,45417,45000,38750,46250,,46667,72917,54375,71250,77500,90417,101875,123438
58415,63750,76875,78750,85417,85417,75417,83750,97708,100938,80625,58438,-666666666,63750
58420,81625,100893,114688,102917,91406,93500,93500,90417,84750,86458,81250,105000,107500
58422,47794,52574,52697,44712,75156,80000,83250,77188,76000,83750,88750,137500,127132
58444,48000,33750,48409,51071,,50536,50962,48438,51389,50781,54464,68214,71875
58448,31417,37639,40417,46500,34250,40000,35341,52500,47083,53750,55500,61458,56458
58464,34545,32813,46250,48750,50625,39500,63125,63125,79821,55313,66250,54464,64167
58478,47500,54167,46250,60000,58438,46250,44000,41250,45417,37083,44167,-666666666,56000
58479,55208,48542,49750,48125,,-666666666,93125,101250,105781,106750,107750,70875,72083
58480,58359,58523,64167,61719,,79583,82596,86250,85114,87250,78611,76023,80982
62323,55417,65417,57321,50703,47500,46667,50938,54531,58929,56667,58636,64609,67054
58251,53700,58047,56292,52411,49596,50542,53512,56331,65278,70139,75962,85938,93155
58741,50833,49861,48750,49712,,58393,60417,66250,69327,101250,110104,104643,109375
58750,45938,52727,64375,70250,,75179,86250,80833,90536,92500,85000,85000,70000
58763,44461,51000,51649,56406,,60185,68650,72644,71827,67361,73750,73077,64743
58769,33393,36250,40714,45893,45417,46667,47917,49464,-666666666,63542,66500,73125,78594
58781,67024,67875,73625,69531,71250,74500,83250,86875,92321,89688,96250,107917,103750
58784,60758,68152,75326,67736,,68145,67813,70078,78205,92159,99054,108000,107321
58787,44464,45341,41458,43750,,62500,61250,54904,80625,76250,88036,-666666666,76429
58830,50750,53750,69000,96250,,81250,-666666666,-666666666,64028,-666666666,68333,54063,53750
58833,43750,51750,27292,46250,,-666666666,19886,153088,-666666666,-666666666,92169,117500,104922
58835,29844,54545,100000,104028,106250,130625,113125,-666666666,-666666666,98500,118854,129545,134595
58575,41071,37639,37875,41875,55119,51875,49000,47065,51364,55917,65694,75521,78618
58580,64375,62917,51484,52000,,54453,83625,107083,120083,118750,89896,115278,107222
58639,39875,42333,47560,48487,51731,55074,56389,55446,56845,50372,53980,61042,54946
58640,61429,54408,72386,78839,70278,65885,67358,75714,96250,84215,89292,95664,99071
58646,42353,45298,46518,47692,,48468,50699,51298,55313,51964,53056,50268,54821
58652,34750,37250,47417,52857,72813,77344,82188,69375,76250,69625,68261,73393,79545
58712,52917,53125,27250,27250,,27063,29323,46250,49375,45000,53750,43750,42917
58722,60550,60972,71125,76481,85769,93824,95395,76875,73359,76029,76000,78750,80982
58727,53750,64167,53125,43438,,68750,49375,74167,89583,78125,76750,83571,103750
58760,45833,36111,38958,41250,,44286,59375,63750,63500,78750,73125,65469,67667
58783,47813,53125,55707,55380,,55337,48438,46250,52500,73214,77031,86964,125509
58801,64750,71773,77200,86354,91109,91681,91679,87934,87482,78885,79610,85913,90119
58838,61442,74375,66250,71250,,81250,76964,79018,81417,81875,86750,92969,63571
58366,43828,51000,56429,55577,51136,53750,48438,45625,56979,55278,58571,64500,89583
58367,31300,33214,37361,41417,,45000,40833,50208,48125,55625,50375,56667,55313
58369,26814,29250,29375,34211,34861,41761,43750,50795,67903,69375,62750,80750,85066
58418,53603,55417,57750,55000,40714,54750,33125,52500,52232,52083,50357,58068,58438
58458,47448,51118,51989,54038,54917,55809,57917,65707,65114,68625,72574,69813,68125
58463,34471,38365,40750,46736,,36786,34875,31550,35000,48333,57250,69063,70250
58482,34429,48333,53750,53150,,51346,48611,46458,52232,50357,50682,58304,61705
58486,24688,41875,44500,46964,,64583,80625,93125,96250,72500,91875,121250,120750
58544,35417,38125,38333,40000,,53906,47500,45139,48750,49625,55750,66250,91250
58565,62917,52917,51250,47500,43750,44750,44583,45536,65179,66932,83750,86250,96667
58577,63333,64506,65365,66008,68264,74359,72297,78526,80603,76599,72639,76063,77778
58579,56250,54821,57059,63929,69896,71827,77679,79405,78636,78879,80365,82986,90500
58656,57344,61250,48889,50972,49688,56786,64643,91058,94632,90972,86563,83750,91429
58710,40156,41838,56250,58571,59286,61250,61458,61696,64038,61406,76923,83482,86923
58713,113750,115625,53750,53125,,73500,73500,76500,79375,71397,76161,81207,83365
58718,75691,72500,72500,73333,67857,67500,64821,69318,75972,87321,88750,97833,86667
58721,46071,36375,58854,59821,,68929,73056,79583,80833,75313,88750,88750,90833
58737,41944,41875,37143,50000,,46250,58750,77656,90000,96250,103750,103750,108500
58740,54375,62321,63750,61875,,74091,73618,75938,83125,80972,86667,92917,92981
59833,64740,72031,75714,68571,63867,57352,61167,60852,63690,64621,73255,78003,82115
59834,82667,78600,76488,69067,,42617,63750,65163,68203,62024,82395,79631,87143
59842,36250,53194,54545,54773,,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666
59843,32250,27083,28333,31563,,35673,37115,39722,65068,54722,68030,76094,79342
59846,63686,56654,52891,53112,52428,59063,60078,57864,60288,60089,57917,58750,68707
59868,39444,39265,39625,39265,41250,43289,46167,49347,50547,44911,46875,44881,48409
59875,43813,41142,37181,36379,37009,35406,32074,42833,52926,55369,60038,65968,64806
59910,44811,65250,65221,46060,46354,41771,40714,50769,-666666666,126683,-666666666,-666666666,95227
59918,43750,40667,40625,37188,,43045,46085,46324,69438,70781,72667,65417,65500
59920,39700,43292,45795,44052,45489,52500,51250,47500,54950,58188,60250,71681,83300
59745,51683,53750,38125,32917,,31875,-666666666,71667,83000,86250,64375,65682,61250
59716,57564,58807,65794,65810,71250,74297,83837,68188,69395,82273,115347,98207,135396
59725,43523,42612,42944,44250,41974,36847,43323,44679,43053,43241,50266,55578,57967
59733,41875,30625,24306,42917,36429,36964,68750,77083,82143,80500,87870,72500,62917
59823,46771,46818,47237,45833,42348,45208,53667,57813,62159,67683,73333,76060,82548
59837,40893,36875,37813,38864,38750,52188,61250,61250,66500,51458,44946,47443,49375
59457,38861,40789,38100,42500,,41526,46646,49161,50432,46648,52452,57579,59682
59464,47885,48750,50714,47813,44583,50000,50313,50750,44444,44286,42500,48625,54861
59477,43750,40982,46591,43571,,44141,46458,47411,75486,83125,85819,94063,95938
59542,41000,31944,33214,33056,,32917,32143,48438,34844,33929,43125,63750,66875
59546,33750,41250,42917,23750,,23839,11771,-666666666,21750,40465,42601,45506,49049
59631,30000,31806,31250,35000,,44375,38438,42500,45455,-666666666,43929,49375,49375
59710,38750,40938,44659,55179,62083,50000,46250,36250,37917,39583,38833,42083,47589
59720,69250,68417,46250,41442,,-666666666,-666666666,90855,59375,41250,42685,45714,48718
59749,38107,40526,42256,37260,43438,47125,50341,53000,61932,65530,67422,75735,78534
60073,64892,65545,64086,64393,64306,66485,68991,72175,75590,81149,83566,88279,95457
60077,59197,60145,58216,55198,56531,57284,60381,63051,65456,67273,69086,77826,80765
60089,91680,93561,94351,96804,100121,101479,106630,111548,116050,118033,121246,127537,129932
60110,55814,55753,56654,57919,57978,59011,61287,63133,69572,74934,74402,85785,87714
60115,40083,39374,37922,38583,38122,39117,41539,44747,46127,45480,45226,47310,46808
60118,84286,76159,78091,77329,76557,80882,86307,88264,90401,95836,98380,99510,104572
60010,120860,120117,120632,122789,,130526,130748,137994,143340,146505,153125,170505,175050
60016,57325,57972,59533,62194,60965,61316,63829,64444,64195,67404,73428,80116,84044
60022,179674,190995,162460,172539,,185698,204118,209821,248243,192350,210000,227279,250001
60035,114680,115549,111549,115372,,130262,137413,147973,150226,147028,153199,159519,161811
60072,90438,81250,80625,82500,,92750,113929,116667,115313,127596,128000,134167,153542
60081,82424,82146,83482,83750,84799,86207,90917,88958,93125,101922,106865,113978,116278
60099,54022,53593,54152,55098,51332,51145,50652,54685,53178,57302,61042,65021,65647
60102,96158,96885,99655,96568,95271,98864,101946,102698,102372,109964,111796,127140,128070
60106,55345,58779,57624,60584,61414,63073,62604,63486,64700,65555,69132,76425,78027
60129,85000,95833,73750,85250,73125,58750,67500,-666666666,-666666666,-666666666,88750,98750,111818
60135,66453,66226,61798,57451,56221,57646,62695,65435,73032,76339,78995,84333,87935
60146,56453,55750,57717,56167,,54805,59240,61673,65313,67125,76488,77443,84615
60151,71238,68250,68265,63008,,72078,82269,89205,98372,97115,111750,123409,121667
60154,72966,69989,68422,67843,71039,72039,76408,80412,86623,88861,94151,101414,103561
60901,39833,39537,39915,40325,40273,42391,45542,47629,48319,49090,50202,52915,54557
60917,57857,73636,72791,64792,70000,73098,75388,77600,81445,80119,69141,77969,76875
60921,43036,37059,36111,31065,,33056,39500,38438,39500,55357,53828,62692,65885
60002,79143,81192,78250,75928,74958,77107,76694,82692,87219,94665,95984,106176,109047
60014,78468,81035,81031,81537,83688,83271,84478,87256,87413,90984,95576,102530,104657
60029,162857,169250,165000,166667,,168333,167813,200500,235000,201989,211100,228750,238098
60050,68584,68430,66723,62942,62379,63573,66771,70289,73132,74557,76147,84330,86315
60060,83905,79455,80069,79283,78197,80625,89214,93108,94372,93905,99419,104405,110463
60131,53333,55186,54102,57269,,57385,60163,63157,64128,67903,70267,74606,76404
60148,72023,72150,70448,72177,71724,74744,75250,81504,83008,87322,90290,94256,96606
60165,44635,44886,38214,37222,36097,40717,41512,59022,59778,63710,68268,74448,75165
60192,109542,110913,115285,118434,,120747,122892,119013,122785,127351,134481,150404,149992
60202,68550,69465,68321,70705,,71747,74532,77931,79414,87000,92433,96869,101087
60411,43346,43983,41537,41826,41188,40283,43378,46771,47769,49281,52769,56384,56627
54003,75357,69333,66339,70208,73409,75625,75208,85000,81750,82292,83929,104583,94167
54017,60914,60362,60123,61266,62179,65604,69575,73115,78131,80211,85315,93829,99804
54112,43287,47237,48491,50272,50136,50257,51620,52045,56007,59929,61834,67583,69237
54119,37188,38370,39524,40069,,40781,40721,43462,44464,50625,55625,61500,58958
54937,61167,59461,59556,60413,61564,60902,63900,65972,68268,70372,72003,77639,79212
54022,61414,61432,60016,62681,,64468,67107,71281,70445,74938,79830,83610,91292
54560,41250,50625,60313,56875,,61875,61198,59792,62738,65278,62250,73750,70208
54531,49271,49013,51250,51406,52857,60288,60000,60781,60769,51458,62692,75391,80000
54550,43750,44063,46136,46667,46797,44688,40962,41797,38750,38500,49688,56250,67500
54557,56438,56250,53403,49306,51563,51442,57279,65288,68269,72361,73603,93984,81750
54559,30000,32500,28750,31125,,41250,44318,49167,47266,58864,65732,66172,69415
54561,2499,145833,27222,27222,,30909,-666666666,-666666666,-666666666,-666666666,82500,99375,-666666666
54659,44318,43750,42614,45750,,52500,56023,58333,52188,52778,60536,68173,67727
54646,44755,43774,44000,40942,40035,40887,45966,48505,51900,51553,57240,57723,58250
54654,56912,51750,54063,29615,28854,27955,-666666666,51250,50625,51250,-666666666,-666666666,-666666666
54722,42163,41523,41348,41354,46875,51164,56042,59259,60375,60517,61989,65469,66500
54724,56276,56867,53423,58877,60841,52578,54018,57029,53818,54703,59531,65679,71121
54726,45804,44853,46771,49010,45583,49097,52436,52214,55652,58792,61413,61875,72321
54730,54396,53906,55221,57018,59073,59318,66250,67958,68086,68240,72963,78662,80347
54756,41058,42083,44167,44000,43684,45417,50114,56250,57417,63750,64097,69231,71250
54767,54267,54643,52212,57202,62232,65469,67188,67143,71645,77159,76875,78250,86417
54770,43942,45375,48676,50257,,60500,61974,62143,64420,64669,68289,74297,79545
54773,44906,47500,48603,48583,,48226,49726,53095,53711,59435,63651,69718,69965
54810,44167,44470,44476,43438,46250,49750,53828,54896,56927,57500,67963,65417,66842
54952,49583,50232,48964,49967,,52889,54537,57418,59143,56774,59172,65313,67280
54956,60268,60850,60210,61001,,62864,64553,64994,64329,66453,71601,77375,81386
54970,37120,38182,38919,41091,,42359,44196,48571,51324,51793,57500,63516,64653
54840,41885,38949,38898,40021,41458,46961,49015,54767,56263,55134,57873,63893,63988
54842,66458,66250,67750,65833,68000,62250,72625,75455,75625,87054,95455,94583,93333
54847,42500,45179,45648,44591,46705,50798,51724,55179,55972,57308,64333,68646,67946
54848,39324,40099,40528,40024,39347,38873,39930,40815,46656,48341,52036,56304,55328
54921,45625,40139,46250,43906,45677,42813,47738,49091,52188,60938,62955,61250,72708
54935,43858,45076,46468,46929,47700,49165,50075,51351,54543,55704,58556,59938,63060
54123,50313,61136,63224,63438,,66250,65313,50278,56563,69028,50833,59063,67500
54124,44931,44522,42969,42180,44429,46136,45962,47500,49710,49470,55335,62574,64688
54127,23333,50750,50357,52083,,-666666666,-666666666,-666666666,-666666666,-666666666,74063,93750,-666666666
54130,57118,59179,60443,59896,60057,61997,64663,66193,70533,72237,75326,81917,86364
54156,34696,34566,37872,39677,,39178,39441,38946,41337,35625,39167,46250,49722
54204,62841,59500,58056,62500,63646,65788,66548,68889,71219,71944,70724,79115,83158
54241,50434,47299,44970,43702,,44181,44315,46752,50836,52758,57679,61346,63415
54245,56319,57557,60353,57383,60026,58452,58750,64602,70357,75156,78359,85197,83375
54247,59167,59688,61356,63750,62933,64327,67037,66750,64808,69353,68036,73429,76992
54413,40500,38750,36875,40625,37500,44583,44167,58750,52500,58750,53036,58125,60313
54449,48458,48816,49534,50181,51572,52801,54167,57293,58716,57777,59727,64556,66611
54452,50030,50164,50827,51427,50461,54567,56498,57949,60070,60213,61772,63256,65522
54456,39968,42206,42351,43851,45260,45604,47177,49160,52175,53424,56135,62965,66867
54463,49688,55139,52857,54167,51750,50568,53438,53125,48281,47500,47639,51845,56765
54467,60140,59992,60646,58440,57225,56457,61388,61226,61070,62804,70754,76295,82255
54469,54130,50341,48977,50882,,48618,49602,55216,55865,53929,65000,72431,74688
54474,56646,55104,51942,53073,53505,52636,53883,57219,58220,65469,67027,78036,78125
54475,66477,66176,65208,62283,62000,61471,62614,64107,65625,71250,76000,81908,80208
54489,56652,55039,55282,58807,58208,57692,59886,61111,62292,58929,56310,59297,61845
54519,42619,44583,40938,42440,,46000,46719,46389,49125,46417,53068,57424,62778
54525,33162,28125,28906,26563,,31875,39821,40833,44583,48750,52083,56042,65417
54529,55602,59091,55625,52125,,52188,54554,55625,57589,57708,61250,65313,73068
54530,32344,37143,35139,35673,36688,37663,39034,41510,39519,40268,40000,45179,47500
54849,62727,59038,59833,61215,61625,64099,66467,65694,67024,68235,69821,75625,77353
54858,42946,42396,43047,43125,41944,42826,42200,43073,44435,43087,45856,49458,51466
54859,45444,41786,43021,44412,,45402,46349,47159,46000,47171,42941,48375,51641
54826,47632,43500,40750,40500,46000,53077,52841,52500,54107,55875,53125,68250,82188
54837,38781,39199,38893,38981,,43367,46847,48352,51167,52123,56694,63646,69583
54841,40938,43000,41250,42500,45625,43929,43125,45417,51875,49792,55536,61111,63958
54853,42442,43214,44118,44776,46786,50452,52462,54318,55946,54917,62069,65855,72750
54855,45000,43558,42917,45909,,48500,50000,55000,55521,49896,54063,57292,57250
54865,34531,33125,37500,38438,39167,38906,41369,41731,47679,53333,50625,56000,62500
54874,55758,55093,54828,58355,,61713,64798,69000,66719,75250,72825,76836,83350
54902,47465,46484,46080,45650,44895,45277,47158,49542,52076,54175,58226,64235,64548
55024,82686,85668,85662,88246,88516,87137,88789,94054,98172,100520,107338,116536,123582
55025,70493,70712,72222,74248,71356,75009,79587,84981,85721,88502,92675,96006,95993
55026,75268,64097,65417,65000,61607,61667,54167,64167,64464,84583,93750,103125,104688
55036,22500,25694,26250,26250,25625,28750,25833,26250,24375,27917,30208,26250,24643
55038,82848,83120,83624,84662,88125,91989,95671,98888,102154,103024,113509,122099,127194
55053,65769,71625,71023,78929,86023,87700,83214,86875,86375,78571,84792,94205,107188
55065,76607,75893,77778,77222,72500,78026,80050,83750,84375,97315,101563,111250,116500
55066,51062,53203,53113,52069,48984,53342,55519,57553,58656,60950,64603,68925,70529
55072,41090,41107,41206,41350,38784,40357,41303,40671,42983,45250,46616,51474,57500
55085,67500,66111,71667,75833,76111,75893,77500,80313,79464,81250,89167,95625,93333
55089,75625,77813,79583,82273,86250,85962,83523,90329,88542,84821,89813,94511,105938
55092,75341,77884,75095,80338,,80719,80323,83074,83766,82561,86648,95492,97241
55103,28354,29325,28899,26871,29043,31250,32922,33849,34727,39047,41101,45242,47872
55110,67793,68163,68618,70106,71547,74223,77834,81345,85062,87341,89965,96300,97211
55307,53224,53987,51100,51143,53125,54211,59000,63678,63830,66176,69464,70066,72059
55113,55083,58329,61113,61448,,61910,65323,66413,69720,72852,78262,84854,86830
55118,59011,56581,55862,58594,61349,64000,64306,67866,67129,69375,72938,82969,85229
55127,87253,85988,84888,88271,90238,91275,94780,104079,101573,101964,108664,110767,113355
55150,43333,42750,44000,51786,66250,68750,68125,67500,65625,49286,83750,104688,108750
55320,65714,64779,66250,70515,75530,75109,76134,78600,78803,90562,90550,98491,109242
55324,62778,58036,56375,58295,59659,67143,73000,74091,80192,73750,75859,79837,81488
55331,105526,106238,108911,105997,106523,111957,117422,120984,137701,140520,144697,156308,160029
55342,47378,55000,55982,55859,58571,60435,61801,61111,63203,59583,58352,61518,63257
55785,33125,37000,41406,35000,,36667,36429,35750,52500,48750,48875,55781,59306
55792,36121,38040,35323,37106,,37324,39080,42946,40676,44213,47102,52220,50616
55733,76369,75524,72531,73580,74650,74692,77012,81333,81458,103194,102346,111833,115051
55735,41607,43382,40592,42639,43681,40433,42904,46000,51827,52108,55577,61023,62125
55736,34327,33300,36055,37969,39875,41250,43317,43333,47188,48542,50852,56827,65000
55756,37639,40938,56750,52813,,62813,63750,62250,68056,61667,62969,60417,65625
55757,43355,42639,42250,42115,41667,49375,49063,54821,56667,57750,61250,66875,62159
55783,46738,47177,47411,52037,51100,51106,52829,58816,60417,68636,72222,76115,79052
55786,38500,55417,60341,57656,,58125,55192,46875,47125,47885,51938,56250,-666666666
55803,65952,66613,68704,70573,70307,69986,74215,76142,78726,83988,91066,99619,104250
55808,36712,37301,42167,38873,,39756,40963,42310,44933,45078,48066,53734,59808
55918,47717,50000,52578,57188,54643,58750,58839,62813,65972,62679,70682,76467,79125
55926,47500,55313,49583,49375,,65000,66406,67250,65250,83000,85500,92917,97500
55927,58618,59177,61518,61299,61267,60956,62431,65110,65606,78311,83920,91449,91536
55934,66188,67813,66512,72436,69250,73611,74766,79167,80833,73250,76008,86144,87645
55944,65216,68036,74257,70984,,70072,73380,73735,79207,80726,86250,92342,90673
55946,55655,51987,53258,57604,63043,64167,66300,68235,70927,71046,70234,79267,80461
55975,51964,51131,54519,53348,,54620,58077,56970,59451,64659,70625,79231,83232
55449,92264,91002,95621,94505,96716,102471,104161,105784,106101,107053,109228,121346,128750
55601,43333,44375,42750,41563,45750,60625,63250,63125,-666666666,-666666666,73750,71875,54375
55602,44375,43125,46607,46250,36875,32344,33250,35250,36667,44375,43125,61250,56667
55613,36776,46250,46786,41875,,50000,46875,41563,43542,58125,60625,70417,74688
55708,32375,33359,31010,32128,,33485,32784,39196,41354,47083,49531,63977,68859
55712,40781,43173,42955,44583,40625,47969,40938,41964,40000,39896,42371,49500,49091
55726,50938,42667,42847,44032,46750,44655,52143,54844,56063,70729,66250,71667,76667
55741,50763,51030,48906,48415,50938,52762,53373,57228,60658,62009,57917,61029,66528
55744,51196,50792,48562,46796,47212,49439,52351,53079,56698,56366,60330,64158,68213
55751,48152,50833,51719,55682,57056,61776,61645,70433,72625,74609,77917,75461,72969
55032,66326,67202,66146,71250,74342,75673,79250,84643,90329,96326,99438,105045,106522
55033,69781,67728,69230,70281,68589,67631,71893,75870,76852,84307,91376,98346,102026
55047,97536,94708,94028,97500,95875,88750,101597,103977,104464,94722,98864,105795,100357
55069,60987,55968,54203,56302,,54549,55085,57944,59406,57014,62583,69909,75139
55082,76995,77131,75425,78919,80872,84401,88393,94366,100290,99541,105207,111571,117538
55101,43717,41279,40300,34831,,43104,48696,51531,58583,63250,66292,75795,72703
55102,42652,43906,46255,47119,47760,51144,52981,56084,60018,61295,64270,72216,74143
55107,46025,45225,44913,42258,43320,44708,50870,51893,54315,57468,59819,70848,78125
55108,51758,55850,56994,61465,60805,65594,66076,69918,73144,76967,78708,85318,84583
55112,63215,62426,64763,64709,64355,66471,70311,70842,74903,78927,82197,91300,93823
55304,90491,90034,91222,92392,93220,97299,102400,103709,107760,109227,115111,120854,127145
55322,74324,73947,76848,74450,,81731,87878,90375,92237,99263,101607,107179,112455
55325,54688,57933,58039,57636,59320,61322,63061,65243,71855,75000,77500,86618,89122
