ZIP Code,CBSA Code,USPS Default State for ZIP
47030,17140,IN
47032,17140,IN
47035,17140,IN
47036,17140,IN
47040,17140,IN
47060,17140,IN
47104,31140,IN
47106,31140,IN
47107,31140,IN
47108,31140,IN
47110,31140,IN
47111,31140,IN
47112,31140,IN
47114,31140,IN
47115,31140,IN
47117,31140,IN
47119,31140,IN
47120,31140,IN
47122,31140,IN
47124,31140,IN
47125,31140,IN
47126,31140,IN
47129,31140,IN
47130,31140,IN
47131,31140,IN
47135,31140,IN
47136,31140,IN
47141,31140,IN
47142,31140,IN
47143,31140,IN
47146,31140,IN
47147,31140,IN
47150,31140,IN
47151,31140,IN
47160,31140,IN
47161,31140,IN
47162,31140,IN
47163,31140,IN
47164,31140,IN
47165,31140,IN
47166,31140,IN
47167,31140,IN
47172,31140,IN
47177,31140,IN
47190,31140,IN
47201,18020,IN
47202,18020,IN
47203,18020,IN
47220,42980,IN
47224,31500,IN
47225,24700,IN
47226,18020,IN
47228,42980,IN
47229,42980,IN
47230,31500,IN
47231,31500,IN
47232,18020,IN
47234,26900,IN
47235,42980,IN
47236,18020,IN
47240,24700,IN
47243,31500,IN
47244,18020,IN
47246,18020,IN
47247,18020,IN
47250,31500,IN
47260,42980,IN
47263,24700,IN
47264,42980,IN
47272,24700,IN
47274,42980,IN
47280,18020,IN
47281,42980,IN
47283,24700,IN
47302,34620,IN
47303,34620,IN
47304,34620,IN
47305,34620,IN
47306,34620,IN
47307,34620,IN
47308,34620,IN
47320,34620,IN
47322,18220,IN
47324,39980,IN
47327,39980,IN
47330,39980,IN
47331,18220,IN
47334,34620,IN
47335,39980,IN
47337,35220,IN
47338,34620,IN
47339,39980,IN
47341,39980,IN
47342,34620,IN
47344,35220,IN
47345,39980,IN
47346,39980,IN
47351,35220,IN
47352,35220,IN
47356,35220,IN
47357,39980,IN
47360,35220,IN
47361,35220,IN
47362,35220,IN
47366,35220,IN
47367,34620,IN
47370,39980,IN
47374,39980,IN
47375,39980,IN
47383,34620,IN
47384,35220,IN
47385,35220,IN
47386,35220,IN
47387,35220,IN
47388,35220,IN
47392,39980,IN
47393,39980,IN
47396,34620,IN
47401,14020,IN
47402,14020,IN
47403,14020,IN
47404,14020,IN
47405,14020,IN
47406,14020,IN
47407,14020,IN
47408,14020,IN
47420,13260,IN
47421,13260,IN
47426,14020,IN
47427,14020,IN
47429,14020,IN
47431,14020,IN
47433,14020,IN
47434,14020,IN
47435,26900,IN
47436,13260,IN
47437,13260,IN
47446,13260,IN
47448,26900,IN
47451,13260,IN
47455,14020,IN
47456,14020,IN
47458,14020,IN
47460,14020,IN
47462,13260,IN
47463,14020,IN
47464,14020,IN
47467,13260,IN
47468,14020,IN
47470,13260,IN
47501,47780,IN
47512,47180,IN
47513,27540,IN
47516,47180,IN
47519,47780,IN
47521,27540,IN
47524,47180,IN
47527,27540,IN
47528,47180,IN
47529,47780,IN
47532,27540,IN
47535,47180,IN
47541,27540,IN
47542,27540,IN
47545,27540,IN
47546,27540,IN
47547,27540,IN
47557,47180,IN
47558,47780,IN
47561,47180,IN
47562,47780,IN
47568,47780,IN
47573,47180,IN
47575,27540,IN
47578,47180,IN
47580,27540,IN
47591,47180,IN
47596,47180,IN
47597,47180,IN
47601,21780,IN
47610,21780,IN
47612,21780,IN
47613,21780,IN
47616,21780,IN
47618,21780,IN
47619,21780,IN
47620,21780,IN
47629,21780,IN
47630,21780,IN
47631,21780,IN
47633,21780,IN
47637,21780,IN
47638,21780,IN
47701,21780,IN
47702,21780,IN
47703,21780,IN
47704,21780,IN
47705,21780,IN
47706,21780,IN
47708,21780,IN
47710,21780,IN
47711,21780,IN
47712,21780,IN
47713,21780,IN
47714,21780,IN
47715,21780,IN
47716,21780,IN
47719,21780,IN
47720,21780,IN
47721,21780,IN
47722,21780,IN
47724,21780,IN
47725,21780,IN
47728,21780,IN
47730,21780,IN
47731,21780,IN
47732,21780,IN
47733,21780,IN
47734,21780,IN
47735,21780,IN
47736,21780,IN
47737,21780,IN
47747,21780,IN
47750,21780,IN
47801,45460,IN
47802,45460,IN
47803,45460,IN
47804,45460,IN
47805,45460,IN
47807,45460,IN
47809,45460,IN
47831,45460,IN
47833,14020,IN
47834,45460,IN
47838,45460,IN
47840,45460,IN
47841,45460,IN
47842,45460,IN
47845,45460,IN
47846,45460,IN
47847,45460,IN
47848,45460,IN
47849,45460,IN
47850,45460,IN
47851,45460,IN
47852,45460,IN
47853,45460,IN
47854,45460,IN
47855,45460,IN
47857,45460,IN
47858,45460,IN
47861,45460,IN
47863,45460,IN
47866,45460,IN
47868,14020,IN
47869,45460,IN
47870,45460,IN
47871,45460,IN
47875,45460,IN
47876,45460,IN
47878,45460,IN
47879,45460,IN
47880,45460,IN
47881,45460,IN
47882,45460,IN
47884,45460,IN
47885,45460,IN
47901,29200,IN
47902,29200,IN
47903,29200,IN
47904,29200,IN
47905,29200,IN
47906,29200,IN
47907,29200,IN
47909,29200,IN
47916,18820,IN
47917,29200,IN
47920,29200,IN
47921,29200,IN
47922,16980,IN
47924,29200,IN
47928,45460,IN
47930,29200,IN
47933,18820,IN
47940,18820,IN
47941,29200,IN
47942,29200,IN
47943,16980,IN
47944,29200,IN
47948,16980,IN
47951,16980,IN
47954,18820,IN
47955,18820,IN
47962,29200,IN
47963,16980,IN
47964,16980,IN
47965,18820,IN
47966,45460,IN
47967,18820,IN
47968,18820,IN
47970,29200,IN
47971,29200,IN
47974,45460,IN
47975,29200,IN
47977,16980,IN
47978,16980,IN
47981,29200,IN
47982,29200,IN
47983,29200,IN
47986,29200,IN
47989,18820,IN
47990,18820,IN
47991,29200,IN
47992,29200,IN
47993,29200,IN
47994,18820,IN
47996,29200,IN
47997,29200,IN
50001,19780,IA
50003,19780,IA
50005,32260,IA
50007,19780,IA
50009,19780,IA
50010,11180,IA
50011,11180,IA
50012,11180,IA
50013,11180,IA
50014,11180,IA
50021,19780,IA
50023,19780,IA
50026,19780,IA
50027,36820,IA
50028,19780,IA
50029,19780,IA
50031,11180,IA
50032,19780,IA
50033,19780,IA
50035,19780,IA
50036,11180,IA
50038,19780,IA
50039,19780,IA
50040,11180,IA
50044,37800,IA
50046,11180,IA
50047,19780,IA
50048,19780,IA
50051,32260,IA
50054,19780,IA
50055,11180,IA
50056,11180,IA
50057,37800,IA
50058,16140,IA
50061,19780,IA
50062,37800,IA
50063,19780,IA
50066,19780,IA
50069,19780,IA
50070,19780,IA
50072,19780,IA
50073,19780,IA
50078,32260,IA
50105,11180,IA
50106,32260,IA
50109,19780,IA
50111,19780,IA
50115,19780,IA
50116,37800,IA
50118,19780,IA
50119,37800,IA
50120,32260,IA
50124,11180,IA
50125,19780,IA
50127,19780,IA
50128,19780,IA
50131,19780,IA
50134,11180,IA
50135,19780,IA
50137,19780,IA
50138,37800,IA
50139,19780,IA
50141,32260,IA
50142,32260,IA
50143,36820,IA
50145,19780,IA
50146,19780,IA
50148,32260,IA
50152,11180,IA
50153,19780,IA
50154,11180,IA
50155,19780,IA
50156,11180,IA
50158,32260,IA
50160,19780,IA
50161,11180,IA
50162,32260,IA
50163,37800,IA
50164,19780,IA
50166,19780,IA
50167,19780,IA
50168,19780,IA
50169,19780,IA
50170,19780,IA
50201,11180,IA
50207,36820,IA
50208,19780,IA
50210,19780,IA
50211,19780,IA
50212,11180,IA
50214,37800,IA
50216,19780,IA
50218,19780,IA
50219,37800,IA
50220,19780,IA
50222,19780,IA
50223,11180,IA
50225,37800,IA
50226,19780,IA
50228,19780,IA
50229,19780,IA
50232,19780,IA
50233,19780,IA
50234,32260,IA
50236,11180,IA
50237,19780,IA
50239,32260,IA
50240,19780,IA
50241,19780,IA
50243,19780,IA
50244,11180,IA
50247,32260,IA
50248,11180,IA
50250,19780,IA
50251,19780,IA
50252,37800,IA
50256,37800,IA
50257,19780,IA
50261,19780,IA
50263,19780,IA
50265,19780,IA
50266,19780,IA
50273,19780,IA
50276,19780,IA
50277,19780,IA
50278,11180,IA
50301,19780,IA
50302,19780,IA
50303,19780,IA
50304,19780,IA
50305,19780,IA
50309,19780,IA
50310,19780,IA
50311,19780,IA
50312,19780,IA
50313,19780,IA
50314,19780,IA
50315,19780,IA
50316,19780,IA
50317,19780,IA
50318,19780,IA
50319,19780,IA
50320,19780,IA
50321,19780,IA
50322,19780,IA
50323,19780,IA
50324,19780,IA
50325,19780,IA
50327,19780,IA
50328,19780,IA
50359,19780,IA
50360,19780,IA
50361,19780,IA
50362,19780,IA
50363,19780,IA
50364,19780,IA
50368,19780,IA
50380,19780,IA
50391,19780,IA
50392,19780,IA
50395,19780,IA
50401,32380,IA
50402,32380,IA
50428,32380,IA
50433,32380,IA
50434,32380,IA
50440,32380,IA
50444,32380,IA
50446,32380,IA
50448,32380,IA
50456,32380,IA
50457,32380,IA
50459,32380,IA
50464,32380,IA
50467,32380,IA
50469,32380,IA
50477,32380,IA
50479,32380,IA
50482,32380,IA
50501,22700,IA
50510,44740,IA
50516,22700,IA
50518,22700,IA
50521,22700,IA
50523,22700,IA
50524,22700,IA
50530,22700,IA
50532,22700,IA
50543,22700,IA
50544,22700,IA
50557,22700,IA
50565,44740,IA
50566,22700,IA
50568,44740,IA
50569,22700,IA
50576,44740,IA
50585,44740,IA
50588,44740,IA
50592,44740,IA
50594,22700,IA
50609,47940,IA
50613,47940,IA
50614,47940,IA
50621,47940,IA
50622,47940,IA
50623,47940,IA
50624,47940,IA
50626,47940,IA
50631,47940,IA
50634,47940,IA
50638,47940,IA
50642,47940,IA
50643,47940,IA
50647,47940,IA
50651,47940,IA
50657,47940,IA
50666,47940,IA
50667,47940,IA
50668,47940,IA
50669,47940,IA
50673,47940,IA
50674,47940,IA
50676,47940,IA
50677,47940,IA
50680,47940,IA
50701,47940,IA
50702,47940,IA
50703,47940,IA
50704,47940,IA
50707,47940,IA
50947,19780,IA
51002,44740,IA
51004,43580,IA
51007,43580,IA
51015,43580,IA
51016,43580,IA
51018,43580,IA
51019,43580,IA
51026,43580,IA
51030,43580,IA
51033,44740,IA
51039,43580,IA
51044,43580,IA
51047,43980,IA
51048,43580,IA
51052,43580,IA
51054,43580,IA
51055,43580,IA
51056,43580,IA
51101,43580,IA
51102,43580,IA
51103,43580,IA
51104,43580,IA
51105,43580,IA
51106,43580,IA
51108,43580,IA
51109,43580,IA
51111,43580,IA
51301,43980,IA
51331,44020,IA
51333,43980,IA
51338,43980,IA
51340,43980,IA
51341,43980,IA
51343,43980,IA
51347,44020,IA
51351,44020,IA
51355,44020,IA
51357,43980,IA
51360,44020,IA
51363,44020,IA
51364,44020,IA
51366,43980,IA
51401,16140,IA
51430,16140,IA
51436,16140,IA
51440,16140,IA
51443,16140,IA
51444,16140,IA
51451,16140,IA
51452,16140,IA
51455,16140,IA
51459,16140,IA
51463,16140,IA
51501,36540,IA
51503,36540,IA
51510,36540,IA
51521,36540,IA
51525,36540,IA
51526,36540,IA
51529,36540,IA
51533,36540,IA
51534,36540,IA
51536,36540,IA
51540,36540,IA
51541,36540,IA
51542,36540,IA
51545,36540,IA
51546,36540,IA
51548,36540,IA
51549,36540,IA
51550,36540,IA
51551,36540,IA
51553,36540,IA
51554,36540,IA
51555,36540,IA
51556,36540,IA
51557,36540,IA
51559,36540,IA
51560,36540,IA
51561,36540,IA
51563,36540,IA
51564,36540,IA
51571,36540,IA
51575,36540,IA
51576,36540,IA
51577,36540,IA
51579,36540,IA
52001,20220,IA
52002,20220,IA
52003,20220,IA
52004,20220,IA
52033,20220,IA
52037,17540,IA
52039,20220,IA
52040,20220,IA
52045,20220,IA
52046,20220,IA
52053,20220,IA
52056,20220,IA
52065,20220,IA
52068,20220,IA
52073,20220,IA
52078,20220,IA
52099,20220,IA
52201,26980,IA
52202,16300,IA
52205,16300,IA
52206,16300,IA
52208,16300,IA
52209,16300,IA
52212,16300,IA
52213,16300,IA
52214,16300,IA
52218,16300,IA
52219,16300,IA
52227,16300,IA
52228,16300,IA
52229,16300,IA
52233,16300,IA
52235,26980,IA
52240,26980,IA
52241,26980,IA
52242,26980,IA
52243,26980,IA
52244,26980,IA
52245,26980,IA
52246,26980,IA
52247,26980,IA
52249,16300,IA
52252,16300,IA
52253,16300,IA
52254,17540,IA
52257,16300,IA
52302,16300,IA
52305,16300,IA
52310,16300,IA
52312,16300,IA
52313,16300,IA
52314,16300,IA
52315,16300,IA
52317,26980,IA
52318,16300,IA
52320,16300,IA
52321,16300,IA
52322,26980,IA
52323,16300,IA
52324,16300,IA
52327,26980,IA
52328,16300,IA
52332,16300,IA
52333,26980,IA
52336,16300,IA
52338,26980,IA
52340,26980,IA
52341,16300,IA
52344,16300,IA
52345,16300,IA
52346,16300,IA
52349,16300,IA
52351,16300,IA
52352,16300,IA
52353,26980,IA
52354,16300,IA
52356,26980,IA
52359,26980,IA
52362,16300,IA
52401,16300,IA
52402,16300,IA
52403,16300,IA
52404,16300,IA
52405,16300,IA
52406,16300,IA
52408,16300,IA
52409,16300,IA
52410,16300,IA
52411,16300,IA
52498,16300,IA
52499,16300,IA
52501,36900,IA
52530,36900,IA
52534,36820,IA
52536,36900,IA
52540,26980,IA
52543,36820,IA
52548,36900,IA
52553,36900,IA
52554,36900,IA
52561,36820,IA
52566,36900,IA
52577,36820,IA
52586,36820,IA
52595,36820,IA
52601,15460,IA
52619,22800,IA
52621,26980,IA
52623,15460,IA
52624,22800,IA
52625,22800,IA
52627,22800,IA
52631,22800,IA
52632,22800,IA
52637,15460,IA
52638,15460,IA
52639,22800,IA
52648,22800,IA
52650,15460,IA
52655,15460,IA
52656,22800,IA
52657,22800,IA
52658,22800,IA
52660,15460,IA
52701,17540,IA
52720,34700,IA
52722,19340,IA
52726,19340,IA
52727,17540,IA
52728,19340,IA
52729,17540,IA
52730,17540,IA
52731,17540,IA
52732,17540,IA
52739,34700,IA
52742,17540,IA
52745,19340,IA
52746,19340,IA
52748,19340,IA
52749,34700,IA
52750,17540,IA
52751,17540,IA
52753,19340,IA
52755,26980,IA
52756,19340,IA
52757,17540,IA
52758,19340,IA
52759,34700,IA
52760,34700,IA
52761,34700,IA
52765,19340,IA
52766,34700,IA
52767,19340,IA
52768,19340,IA
52769,34700,IA
52771,17540,IA
52773,19340,IA
52774,17540,IA
52776,34700,IA
52777,17540,IA
52778,34700,IA
52801,19340,IA
52802,19340,IA
52803,19340,IA
52804,19340,IA
52805,19340,IA
52806,19340,IA
52807,19340,IA
52808,19340,IA
52809,19340,IA
66002,11860,KS
66006,29940,KS
66007,28140,KS
66008,41140,KS
66010,28140,KS
66012,28140,KS
66013,28140,KS
66014,28140,KS
66016,11860,KS
66017,41140,KS
66018,28140,KS
66020,28140,KS
66021,28140,KS
66023,11860,KS
66024,41140,KS
66025,29940,KS
66026,28140,KS
66027,28140,KS
66030,28140,KS
66031,28140,KS
66035,41140,KS
66036,28140,KS
66040,28140,KS
66041,11860,KS
66042,36840,KS
66043,28140,KS
66044,29940,KS
66045,29940,KS
66046,29940,KS
66047,29940,KS
66048,28140,KS
66049,29940,KS
66050,29940,KS
66051,28140,KS
66052,28140,KS
66053,28140,KS
66054,45820,KS
66056,28140,KS
66058,11860,KS
66060,45820,KS
66061,28140,KS
66062,28140,KS
66063,28140,KS
66064,28140,KS
66066,45820,KS
66067,36840,KS
66070,45820,KS
66071,28140,KS
66072,28140,KS
66073,45820,KS
66075,28140,KS
66076,36840,KS
66078,36840,KS
66079,36840,KS
66080,36840,KS
66083,28140,KS
66085,28140,KS
66086,28140,KS
66087,41140,KS
66088,45820,KS
66090,41140,KS
66092,36840,KS
66094,41140,KS
66095,36840,KS
66097,45820,KS
66101,28140,KS
66102,28140,KS
66103,28140,KS
66104,28140,KS
66105,28140,KS
66106,28140,KS
66109,28140,KS
66110,28140,KS
66111,28140,KS
66112,28140,KS
66115,28140,KS
66117,28140,KS
66118,28140,KS
66119,28140,KS
66160,28140,KS
66201,28140,KS
66202,28140,KS
66203,28140,KS
66204,28140,KS
66205,28140,KS
66206,28140,KS
66207,28140,KS
66208,28140,KS
66209,28140,KS
66210,28140,KS
66211,28140,KS
66212,28140,KS
66213,28140,KS
66214,28140,KS
66215,28140,KS
66216,28140,KS
66217,28140,KS
66218,28140,KS
66219,28140,KS
66220,28140,KS
66221,28140,KS
66223,28140,KS
66224,28140,KS
66225,28140,KS
66226,28140,KS
66227,28140,KS
66250,28140,KS
66251,28140,KS
66276,28140,KS
66282,28140,KS
66283,28140,KS
66285,28140,KS
66286,28140,KS
66401,45820,KS
66402,45820,KS
66407,31740,KS
66409,45820,KS
66413,45820,KS
66414,45820,KS
66416,45820,KS
66418,45820,KS
66419,45820,KS
66420,45820,KS
66422,31740,KS
66423,45820,KS
66429,45820,KS
66431,45820,KS
66432,31740,KS
66436,45820,KS
66440,45820,KS
66441,31740,KS
66442,31740,KS
66449,31740,KS
66451,45820,KS
66501,45820,KS
66502,31740,KS
66503,31740,KS
66505,31740,KS
66506,31740,KS
66507,45820,KS
66509,45820,KS
66510,45820,KS
66512,45820,KS
66514,31740,KS
66516,45820,KS
66517,31740,KS
66520,31740,KS
66521,31740,KS
66523,45820,KS
66524,45820,KS
66526,45820,KS
66528,45820,KS
66531,31740,KS
66533,45820,KS
66535,31740,KS
66536,31740,KS
66537,45820,KS
66539,45820,KS
66540,45820,KS
66542,45820,KS
66543,45820,KS
66546,45820,KS
66547,31740,KS
66549,31740,KS
66552,45820,KS
66554,31740,KS
66601,45820,KS
66603,45820,KS
66604,45820,KS
66605,45820,KS
66606,45820,KS
66607,45820,KS
66608,45820,KS
66609,45820,KS
66610,45820,KS
66611,45820,KS
66612,45820,KS
66614,45820,KS
66615,45820,KS
66616,45820,KS
66617,45820,KS
66618,45820,KS
66619,45820,KS
66620,45820,KS
66621,45820,KS
66622,45820,KS
66624,45820,KS
66625,45820,KS
66626,45820,KS
66629,45820,KS
66630,45820,KS
66636,45820,KS
66647,45820,KS
66667,45820,KS
66675,45820,KS
66683,45820,KS
66699,45820,KS
66711,38260,KS
66712,38260,KS
66713,27900,KS
66724,38260,KS
66725,27900,KS
66728,27900,KS
66734,38260,KS
66735,38260,KS
66739,27900,KS
66743,38260,KS
66746,38260,KS
66753,38260,KS
66756,38260,KS
66760,38260,KS
66762,38260,KS
66763,38260,KS
66767,28140,KS
66770,27900,KS
66773,27900,KS
66778,27900,KS
66780,38260,KS
66781,27900,KS
66782,27900,KS
66801,21380,KS
66830,21380,KS
66833,21380,KS
66834,45820,KS
66835,21380,KS
66842,48620,KS
66843,21380,KS
66845,21380,KS
66850,21380,KS
66854,21380,KS
66862,21380,KS
66864,21380,KS
66865,21380,KS
66868,21380,KS
66869,21380,KS
67001,48620,KS
67002,48620,KS
67004,48620,KS
67005,11680,KS
67008,11680,KS
67010,48620,KS
67012,48620,KS
67013,48620,KS
67016,48620,KS
67017,48620,KS
67019,11680,KS
67020,48620,KS
67022,48620,KS
67023,11680,KS
67025,48620,KS
67026,48620,KS
67030,48620,KS
67031,48620,KS
67037,48620,KS
67038,11680,KS
67039,48620,KS
67041,48620,KS
67042,48620,KS
67050,48620,KS
67051,48620,KS
67052,48620,KS
67055,48620,KS
67056,48620,KS
67060,48620,KS
67062,48620,KS
67067,48620,KS
67072,48620,KS
67074,48620,KS
67101,48620,KS
67102,11680,KS
67103,48620,KS
67105,48620,KS
67106,48620,KS
67107,32700,KS
67108,48620,KS
67110,48620,KS
67114,48620,KS
67117,48620,KS
67119,48620,KS
67120,48620,KS
67123,48620,KS
67131,11680,KS
67132,48620,KS
67133,48620,KS
67135,48620,KS
67140,48620,KS
67144,48620,KS
67146,11680,KS
67147,48620,KS
67149,48620,KS
67151,48620,KS
67152,48620,KS
67154,48620,KS
67156,11680,KS
67201,48620,KS
67202,48620,KS
67203,48620,KS
67204,48620,KS
67205,48620,KS
67206,48620,KS
67207,48620,KS
67208,48620,KS
67209,48620,KS
67210,48620,KS
67211,48620,KS
67212,48620,KS
67213,48620,KS
67214,48620,KS
67215,48620,KS
67216,48620,KS
67217,48620,KS
67218,48620,KS
67219,48620,KS
67220,48620,KS
67221,48620,KS
67223,48620,KS
67226,48620,KS
67227,48620,KS
67228,48620,KS
67230,48620,KS
67232,48620,KS
67235,48620,KS
67260,48620,KS
67275,48620,KS
67276,48620,KS
67277,48620,KS
67278,48620,KS
67401,41460,KS
67402,41460,KS
67416,41460,KS
67422,41460,KS
67425,41460,KS
67428,32700,KS
67436,41460,KS
67442,41460,KS
67443,32700,KS
67448,41460,KS
67456,32700,KS
67460,32700,KS
67464,32700,KS
67467,41460,KS
67470,41460,KS
67476,32700,KS
67484,41460,KS
67491,32700,KS
67501,26740,KS
67502,26740,KS
67505,26740,KS
67510,26740,KS
67511,24460,KS
67514,26740,KS
67522,26740,KS
67525,24460,KS
67526,24460,KS
67530,24460,KS
67543,26740,KS
67544,24460,KS
67546,32700,KS
67561,26740,KS
67564,24460,KS
67566,26740,KS
67567,24460,KS
67568,26740,KS
67570,26740,KS
67581,26740,KS
67583,26740,KS
67585,26740,KS
67601,25700,KS
67627,25700,KS
67637,25700,KS
67660,25700,KS
67667,25700,KS
67671,25700,KS
67674,25700,KS
67801,19980,KS
67834,19980,KS
67842,19980,KS
67846,23780,KS
67851,23780,KS
67859,30580,KS
67868,23780,KS
67876,19980,KS
67882,19980,KS
67901,30580,KS
40003,31140,KY
40004,31140,KY
40007,31140,KY
40008,31140,KY
40010,31140,KY
40011,31140,KY
40012,31140,KY
40013,31140,KY
40014,31140,KY
40018,31140,KY
40019,31140,KY
40020,31140,KY
40022,31140,KY
40023,31140,KY
40025,31140,KY
40026,31140,KY
40027,31140,KY
40031,31140,KY
40032,31140,KY
40036,31140,KY
40041,31140,KY
40046,31140,KY
40047,31140,KY
40048,31140,KY
40050,31140,KY
40051,31140,KY
40052,31140,KY
40055,31140,KY
40056,31140,KY
40057,31140,KY
40058,31140,KY
40059,31140,KY
40065,31140,KY
40066,31140,KY
40067,31140,KY
40068,31140,KY
40070,31140,KY
40071,31140,KY
40075,31140,KY
40076,31140,KY
40077,31140,KY
40104,31140,KY
40107,31140,KY
40108,31140,KY
40109,31140,KY
40110,31140,KY
40117,31140,KY
40118,31140,KY
40121,21060,KY
40122,21060,KY
40129,31140,KY
40142,31140,KY
40150,31140,KY
40155,31140,KY
40157,31140,KY
40159,21060,KY
40160,21060,KY
40161,31140,KY
40162,21060,KY
40165,31140,KY
40166,31140,KY
40175,21060,KY
40177,21060,KY
40201,31140,KY
40202,31140,KY
40203,31140,KY
40204,31140,KY
40205,31140,KY
40206,31140,KY
40207,31140,KY
40208,31140,KY
40209,31140,KY
40210,31140,KY
40211,31140,KY
40212,31140,KY
40213,31140,KY
40214,31140,KY
40215,31140,KY
40216,31140,KY
40217,31140,KY
40218,31140,KY
40219,31140,KY
40220,31140,KY
40221,31140,KY
40222,31140,KY
40223,31140,KY
40225,31140,KY
40228,31140,KY
40229,31140,KY
40231,31140,KY
40232,31140,KY
40233,31140,KY
40241,31140,KY
40242,31140,KY
40243,31140,KY
40245,31140,KY
40250,31140,KY
40251,31140,KY
40252,31140,KY
40253,31140,KY
40255,31140,KY
40256,31140,KY
40257,31140,KY
40258,31140,KY
40259,31140,KY
40261,31140,KY
40266,31140,KY
40268,31140,KY
40269,31140,KY
40270,31140,KY
40272,31140,KY
40280,31140,KY
40281,31140,KY
40282,31140,KY
40283,31140,KY
40285,31140,KY
40289,31140,KY
40291,31140,KY
40292,31140,KY
40299,31140,KY
40316,34460,KY
40322,34460,KY
40324,30460,KY
40334,34460,KY
40336,40080,KY
40337,34460,KY
40339,30460,KY
40340,30460,KY
40342,23180,KY
40346,34460,KY
40347,30460,KY
40348,30460,KY
40353,34460,KY
40356,30460,KY
40357,30460,KY
40358,34460,KY
40360,34460,KY
40361,30460,KY
40370,30460,KY
40371,34460,KY
40374,34460,KY
40379,30460,KY
40383,30460,KY
40385,40080,KY
40387,34460,KY
40390,30460,KY
40391,30460,KY
40392,30460,KY
40403,40080,KY
40405,40080,KY
40409,40080,KY
40419,19220,KY
40422,19220,KY
40437,19220,KY
40440,19220,KY
40442,19220,KY
40445,40080,KY
40448,19220,KY
40452,19220,KY
40456,40080,KY
40460,40080,KY
40464,19220,KY
40468,19220,KY
40472,40080,KY
40473,40080,KY
40475,40080,KY
40476,40080,KY
40484,19220,KY
40489,19220,KY
40492,40080,KY
40502,30460,KY
40503,30460,KY
40504,30460,KY
40505,30460,KY
40506,30460,KY
40507,30460,KY
40508,30460,KY
40509,30460,KY
40510,30460,KY
40511,30460,KY
40512,30460,KY
40513,30460,KY
40514,30460,KY
40515,30460,KY
40516,30460,KY
40517,30460,KY
40522,30460,KY
40523,30460,KY
40524,30460,KY
40526,30460,KY
40533,30460,KY
40536,30460,KY
40544,30460,KY
40546,30460,KY
40555,30460,KY
40574,30460,KY
40575,30460,KY
40576,30460,KY
40577,30460,KY
40578,30460,KY
40579,30460,KY
40580,30460,KY
40581,30460,KY
40582,30460,KY
40583,30460,KY
40588,30460,KY
40591,30460,KY
40601,23180,KY
40602,23180,KY
40604,23180,KY
40618,23180,KY
40619,23180,KY
40620,23180,KY
40621,23180,KY
40813,33180,KY
40845,33180,KY
40856,33180,KY
40902,33180,KY
40913,33180,KY
40930,33180,KY
40939,33180,KY
40955,33180,KY
40958,33180,KY
40965,33180,KY
40977,33180,KY
40988,33180,KY
41001,17140,KY
41002,17140,KY
41004,17140,KY
41005,17140,KY
41006,17140,KY
41007,17140,KY
41010,17140,KY
41011,17140,KY
41012,17140,KY
41014,17140,KY
41015,17140,KY
41016,17140,KY
41017,17140,KY
41018,17140,KY
41022,17140,KY
41025,17140,KY
41030,17140,KY
41033,17140,KY
41035,17140,KY
41040,17140,KY
41042,17140,KY
41043,17140,KY
41046,17140,KY
41048,17140,KY
41051,17140,KY
41052,17140,KY
41053,17140,KY
41059,17140,KY
41061,17140,KY
41063,17140,KY
41071,17140,KY
41072,17140,KY
41073,17140,KY
41074,17140,KY
41075,17140,KY
41076,17140,KY
41080,17140,KY
41085,17140,KY
41086,17140,KY
41091,17140,KY
41092,17140,KY
41094,17140,KY
41095,17140,KY
41097,17140,KY
41099,17140,KY
41101,26580,KY
41102,26580,KY
41105,26580,KY
41121,26580,KY
41124,26580,KY
41129,26580,KY
41132,26580,KY
41139,26580,KY
41142,26580,KY
41143,26580,KY
41144,26580,KY
41146,26580,KY
41159,26580,KY
41160,26580,KY
41164,26580,KY
41168,26580,KY
41169,26580,KY
41173,26580,KY
41174,26580,KY
41175,26580,KY
41180,26580,KY
41181,26580,KY
41183,26580,KY
41201,26580,KY
41230,26580,KY
41232,26580,KY
41264,26580,KY
42001,37140,KY
42002,37140,KY
42003,37140,KY
42020,34660,KY
42021,37140,KY
42022,37140,KY
42023,37140,KY
42024,37140,KY
42027,32460,KY
42028,37140,KY
42035,37140,KY
42036,34660,KY
42039,32460,KY
42040,32460,KY
42045,37140,KY
42047,37140,KY
42049,34660,KY
42051,32460,KY
42053,37140,KY
42054,34660,KY
42056,37140,KY
42058,37140,KY
42060,37140,KY
42061,32460,KY
42063,32460,KY
42066,32460,KY
42069,32460,KY
42071,34660,KY
42076,34660,KY
42078,37140,KY
42079,32460,KY
42081,37140,KY
42082,32460,KY
42083,37140,KY
42085,32460,KY
42086,37140,KY
42087,37140,KY
42088,32460,KY
42101,14540,KY
42102,14540,KY
42103,14540,KY
42104,14540,KY
42120,14540,KY
42122,14540,KY
42123,23980,KY
42124,23980,KY
42127,23980,KY
42129,23980,KY
42130,23980,KY
42131,23980,KY
42141,23980,KY
42152,23980,KY
42153,14540,KY
42154,23980,KY
42156,23980,KY
42159,14540,KY
42160,23980,KY
42163,14540,KY
42164,14540,KY
42166,23980,KY
42170,14540,KY
42171,14540,KY
42201,14540,KY
42207,14540,KY
