ZIP Code,CBSA Code,USPS Default State for ZIP
18509,42540,PA
18510,42540,PA
18512,42540,PA
18515,42540,PA
18517,42540,PA
18518,42540,PA
18519,42540,PA
18540,42540,PA
18577,42540,PA
18601,42540,PA
18602,42540,PA
18603,14100,PA
18610,20700,PA
18611,42540,PA
18612,42540,PA
18615,42540,PA
18617,42540,PA
18618,42540,PA
18621,42540,PA
18622,42540,PA
18623,42540,PA
18624,10900,PA
18625,42540,PA
18627,42540,PA
18629,42540,PA
18631,14100,PA
18634,42540,PA
18635,42540,PA
18636,42540,PA
18640,42540,PA
18641,42540,PA
18642,42540,PA
18643,42540,PA
18644,42540,PA
18651,42540,PA
18653,42540,PA
18654,42540,PA
18655,42540,PA
18656,42540,PA
18657,42540,PA
18660,42540,PA
18661,42540,PA
18701,42540,PA
18702,42540,PA
18703,42540,PA
18704,42540,PA
18705,42540,PA
18706,42540,PA
18707,42540,PA
18708,42540,PA
18709,42540,PA
18710,42540,PA
18711,42540,PA
18762,42540,PA
18764,42540,PA
18765,42540,PA
18766,42540,PA
18768,42540,PA
18769,42540,PA
18810,42380,PA
18814,42380,PA
18817,42380,PA
18829,42380,PA
18831,42380,PA
18832,42380,PA
18833,42380,PA
18837,42380,PA
18840,42380,PA
18845,42380,PA
18846,42380,PA
18848,42380,PA
18850,42380,PA
18851,42380,PA
18853,42380,PA
18854,42380,PA
18901,37980,PA
18902,37980,PA
18910,37980,PA
18911,37980,PA
18912,37980,PA
18913,37980,PA
18914,37980,PA
18915,37980,PA
18916,37980,PA
18917,37980,PA
18918,37980,PA
18920,37980,PA
18921,37980,PA
18922,37980,PA
18923,37980,PA
18925,37980,PA
18927,37980,PA
18928,37980,PA
18929,37980,PA
18930,37980,PA
18931,37980,PA
18932,37980,PA
18933,37980,PA
18934,37980,PA
18935,37980,PA
18936,37980,PA
18938,37980,PA
18940,37980,PA
18942,37980,PA
18943,37980,PA
18944,37980,PA
18946,37980,PA
18947,37980,PA
18949,37980,PA
18950,37980,PA
18951,37980,PA
18953,37980,PA
18954,37980,PA
18955,37980,PA
18956,37980,PA
18957,37980,PA
18958,37980,PA
18960,37980,PA
18962,37980,PA
18963,37980,PA
18964,37980,PA
18966,37980,PA
18968,37980,PA
18969,37980,PA
18970,37980,PA
18971,37980,PA
18972,37980,PA
18974,37980,PA
18976,37980,PA
18977,37980,PA
18979,37980,PA
18980,37980,PA
18981,37980,PA
19001,37980,PA
19002,37980,PA
19003,37980,PA
19004,37980,PA
19006,37980,PA
19007,37980,PA
19008,37980,PA
19009,37980,PA
19010,37980,PA
19012,37980,PA
19013,37980,PA
19014,37980,PA
19015,37980,PA
19016,37980,PA
19017,37980,PA
19018,37980,PA
19020,37980,PA
19021,37980,PA
19022,37980,PA
19023,37980,PA
19025,37980,PA
19026,37980,PA
19027,37980,PA
19028,37980,PA
19029,37980,PA
19030,37980,PA
19031,37980,PA
19032,37980,PA
19033,37980,PA
19034,37980,PA
19035,37980,PA
19036,37980,PA
19038,37980,PA
19039,37980,PA
19040,37980,PA
19041,37980,PA
19043,37980,PA
19044,37980,PA
19046,37980,PA
19047,37980,PA
19050,37980,PA
19052,37980,PA
19053,37980,PA
19054,37980,PA
19055,37980,PA
19056,37980,PA
19057,37980,PA
19058,37980,PA
19060,37980,PA
19061,37980,PA
19063,37980,PA
19064,37980,PA
19066,37980,PA
19067,37980,PA
19070,37980,PA
19072,37980,PA
19073,37980,PA
19074,37980,PA
19075,37980,PA
19076,37980,PA
19078,37980,PA
19079,37980,PA
19081,37980,PA
19082,37980,PA
19083,37980,PA
19085,37980,PA
19086,37980,PA
19087,37980,PA
19090,37980,PA
19094,37980,PA
19095,37980,PA
19096,37980,PA
19101,37980,PA
19102,37980,PA
19103,37980,PA
19104,37980,PA
19105,37980,PA
19106,37980,PA
19107,37980,PA
19108,37980,PA
19109,37980,PA
19110,37980,PA
19111,37980,PA
19112,37980,PA
19113,37980,PA
19114,37980,PA
19115,37980,PA
19116,37980,PA
19118,37980,PA
19119,37980,PA
19120,37980,PA
19121,37980,PA
19122,37980,PA
19123,37980,PA
19124,37980,PA
19125,37980,PA
19126,37980,PA
19127,37980,PA
19128,37980,PA
19129,37980,PA
19130,37980,PA
19131,37980,PA
19132,37980,PA
19133,37980,PA
19134,37980,PA
19135,37980,PA
19136,37980,PA
19137,37980,PA
19138,37980,PA
19139,37980,PA
19140,37980,PA
19141,37980,PA
19142,37980,PA
19143,37980,PA
19144,37980,PA
19145,37980,PA
19146,37980,PA
19147,37980,PA
19148,37980,PA
19149,37980,PA
19150,37980,PA
19151,37980,PA
19152,37980,PA
19153,37980,PA
19154,37980,PA
19160,37980,PA
19172,37980,PA
19176,37980,PA
19181,37980,PA
19190,37980,PA
19192,37980,PA
19301,37980,PA
19310,37980,PA
19311,37980,PA
19312,37980,PA
19316,37980,PA
19317,37980,PA
19318,37980,PA
19319,37980,PA
19320,37980,PA
19330,37980,PA
19331,37980,PA
19333,37980,PA
19335,37980,PA
19339,37980,PA
19341,37980,PA
19342,37980,PA
19343,37980,PA
19344,37980,PA
19345,37980,PA
19346,37980,PA
19347,37980,PA
19348,37980,PA
19350,37980,PA
19351,37980,PA
19352,37980,PA
19354,37980,PA
19355,37980,PA
19357,37980,PA
19358,37980,PA
19360,37980,PA
19362,37980,PA
19363,37980,PA
19365,37980,PA
19366,37980,PA
19367,37980,PA
19369,37980,PA
19372,37980,PA
19373,37980,PA
19374,37980,PA
19375,37980,PA
19376,37980,PA
19380,37980,PA
19381,37980,PA
19382,37980,PA
19383,37980,PA
19390,37980,PA
19395,37980,PA
19399,37980,PA
19401,37980,PA
19403,37980,PA
19404,37980,PA
19405,37980,PA
19406,37980,PA
19407,37980,PA
19408,37980,PA
19409,37980,PA
19421,37980,PA
19422,37980,PA
19423,37980,PA
19425,37980,PA
19426,37980,PA
19428,37980,PA
19430,37980,PA
19432,37980,PA
19435,37980,PA
19436,37980,PA
19437,37980,PA
19438,37980,PA
19440,37980,PA
19442,37980,PA
19443,37980,PA
19444,37980,PA
19446,37980,PA
19450,37980,PA
19451,37980,PA
19453,37980,PA
19454,37980,PA
19456,37980,PA
19457,37980,PA
19460,37980,PA
19462,37980,PA
19464,37980,PA
19465,37980,PA
19468,37980,PA
19470,37980,PA
19472,37980,PA
19473,37980,PA
19474,37980,PA
19475,37980,PA
19477,37980,PA
19478,37980,PA
19480,37980,PA
19481,37980,PA
19482,37980,PA
19484,37980,PA
19486,37980,PA
19490,37980,PA
19492,37980,PA
19501,29540,PA
19503,39740,PA
19504,39740,PA
19505,39740,PA
19506,39740,PA
19507,39740,PA
19508,39740,PA
19510,39740,PA
19511,39740,PA
19512,39740,PA
19516,39740,PA
19518,39740,PA
19519,39740,PA
19520,37980,PA
19522,39740,PA
19523,39740,PA
19525,37980,PA
19526,39740,PA
19529,39740,PA
19530,39740,PA
19533,39740,PA
19534,39740,PA
19535,39740,PA
19536,39740,PA
19538,39740,PA
19539,39740,PA
19540,39740,PA
19541,39740,PA
19543,39740,PA
19544,39740,PA
19545,39740,PA
19547,39740,PA
19548,39740,PA
19549,39060,PA
19550,39740,PA
19551,39740,PA
19554,39740,PA
19555,39740,PA
19559,39740,PA
19560,39740,PA
19562,39740,PA
19564,39740,PA
19565,39740,PA
19567,39740,PA
19601,39740,PA
19602,39740,PA
19603,39740,PA
19604,39740,PA
19605,39740,PA
19606,39740,PA
19607,39740,PA
19608,39740,PA
19609,39740,PA
19610,39740,PA
19611,39740,PA
19612,39740,PA
602,10380,PR
603,10380,PR
604,10380,PR
605,10380,PR
610,10380,PR
612,11640,PR
613,11640,PR
614,11640,PR
616,11640,PR
617,41980,PR
622,32420,PR
623,32420,PR
624,38660,PR
627,11640,PR
637,32420,PR
638,41980,PR
646,41980,PR
650,41980,PR
652,11640,PR
656,38660,PR
659,11640,PR
660,32420,PR
662,10380,PR
667,32420,PR
674,41980,PR
676,10380,PR
677,10380,PR
678,11640,PR
680,32420,PR
681,32420,PR
682,32420,PR
683,32420,PR
685,10380,PR
687,41980,PR
688,11640,PR
690,10380,PR
692,41980,PR
693,41980,PR
694,41980,PR
698,38660,PR
703,41980,PR
704,17640,PR
705,41980,PR
707,41980,PR
714,25020,PR
715,38660,PR
716,38660,PR
717,38660,PR
718,41980,PR
719,41980,PR
720,41980,PR
721,41980,PR
723,25020,PR
725,41980,PR
726,41980,PR
727,41980,PR
728,38660,PR
729,41980,PR
730,38660,PR
731,38660,PR
732,38660,PR
733,38660,PR
735,41980,PR
736,41980,PR
737,41980,PR
738,41980,PR
739,41980,PR
740,41980,PR
741,41980,PR
742,41980,PR
744,41980,PR
745,41980,PR
751,17640,PR
754,41980,PR
757,17620,PR
766,38660,PR
767,41980,PR
769,17620,PR
771,41980,PR
772,41980,PR
773,41980,PR
777,41980,PR
778,41980,PR
780,38660,PR
782,41980,PR
783,41980,PR
784,25020,PR
785,25020,PR
786,41980,PR
791,41980,PR
792,41980,PR
794,41980,PR
795,38660,PR
901,41980,PR
902,41980,PR
907,41980,PR
908,41980,PR
909,41980,PR
910,41980,PR
911,41980,PR
912,41980,PR
913,41980,PR
914,41980,PR
915,41980,PR
916,41980,PR
917,41980,PR
918,41980,PR
919,41980,PR
920,41980,PR
921,41980,PR
922,41980,PR
923,41980,PR
924,41980,PR
925,41980,PR
926,41980,PR
927,41980,PR
928,41980,PR
929,41980,PR
931,41980,PR
934,41980,PR
935,41980,PR
936,41980,PR
937,41980,PR
940,41980,PR
949,41980,PR
950,41980,PR
951,41980,PR
952,41980,PR
953,41980,PR
954,41980,PR
956,41980,PR
957,41980,PR
958,41980,PR
959,41980,PR
960,41980,PR
961,41980,PR
962,41980,PR
963,41980,PR
965,41980,PR
966,41980,PR
968,41980,PR
969,41980,PR
970,41980,PR
971,41980,PR
975,41980,PR
976,41980,PR
977,41980,PR
979,41980,PR
981,41980,PR
982,41980,PR
983,41980,PR
984,41980,PR
985,41980,PR
986,41980,PR
987,41980,PR
988,41980,PR
2801,39300,RI
2802,39300,RI
2804,39300,RI
2806,39300,RI
2807,39300,RI
2808,39300,RI
2809,39300,RI
2812,39300,RI
2813,39300,RI
2814,39300,RI
2815,39300,RI
2816,39300,RI
2817,39300,RI
2818,39300,RI
2822,39300,RI
2823,39300,RI
2824,39300,RI
2825,39300,RI
2826,39300,RI
2827,39300,RI
2828,39300,RI
2829,39300,RI
2830,39300,RI
2831,39300,RI
2832,39300,RI
2833,39300,RI
2835,39300,RI
2836,39300,RI
2837,39300,RI
2838,39300,RI
2839,39300,RI
2840,39300,RI
2841,39300,RI
2842,39300,RI
2852,39300,RI
2857,39300,RI
2858,39300,RI
2859,39300,RI
2860,39300,RI
2861,39300,RI
2862,39300,RI
2863,39300,RI
2864,39300,RI
2865,39300,RI
2871,39300,RI
2872,39300,RI
2873,39300,RI
2874,39300,RI
2875,39300,RI
2876,39300,RI
2877,39300,RI
2878,39300,RI
2879,39300,RI
2880,39300,RI
2881,39300,RI
2882,39300,RI
2883,39300,RI
2885,39300,RI
2886,39300,RI
2887,39300,RI
2888,39300,RI
2889,39300,RI
2891,39300,RI
2892,39300,RI
2893,39300,RI
2894,39300,RI
2895,39300,RI
2896,39300,RI
2898,39300,RI
2901,39300,RI
2902,39300,RI
2903,39300,RI
2904,39300,RI
2905,39300,RI
2906,39300,RI
2907,39300,RI
2908,39300,RI
2909,39300,RI
2910,39300,RI
2911,39300,RI
2912,39300,RI
2914,39300,RI
2915,39300,RI
2916,39300,RI
2917,39300,RI
2918,39300,RI
2919,39300,RI
2920,39300,RI
2921,39300,RI
2940,39300,RI
29002,17900,SC
29006,17900,SC
29009,17900,SC
29014,16740,SC
29015,17900,SC
29016,17900,SC
29018,36700,SC
29020,17900,SC
29021,17900,SC
29030,17900,SC
29031,43900,SC
29032,17900,SC
29033,17900,SC
29036,17900,SC
29037,35140,SC
29038,36700,SC
29039,36700,SC
29040,44940,SC
29044,17900,SC
29045,17900,SC
29047,36700,SC
29048,36700,SC
29052,17900,SC
29053,17900,SC
29054,17900,SC
29055,16740,SC
29058,16740,SC
29059,36700,SC
29061,17900,SC
29062,44940,SC
29063,17900,SC
29065,17900,SC
29067,16740,SC
29069,22500,SC
29070,17900,SC
29071,17900,SC
29072,17900,SC
29073,17900,SC
29074,17900,SC
29075,35140,SC
29078,17900,SC
29079,22500,SC
29104,44940,SC
29105,12260,SC
29107,36700,SC
29108,35140,SC
29112,36700,SC
29113,36700,SC
29114,22500,SC
29115,36700,SC
29116,36700,SC
29117,36700,SC
29118,36700,SC
29122,35140,SC
29123,17900,SC
29125,44940,SC
29126,35140,SC
29127,35140,SC
29128,44940,SC
29129,12260,SC
29130,17900,SC
29132,17900,SC
29133,36700,SC
29135,17900,SC
29137,12260,SC
29138,17900,SC
29142,36700,SC
29145,35140,SC
29146,36700,SC
29147,17900,SC
29150,44940,SC
29151,44940,SC
29152,44940,SC
29153,44940,SC
29154,44940,SC
29160,17900,SC
29161,22500,SC
29163,36700,SC
29164,12260,SC
29166,17900,SC
29168,44940,SC
29169,17900,SC
29170,17900,SC
29171,17900,SC
29172,17900,SC
29175,17900,SC
29177,17900,SC
29178,35140,SC
29180,17900,SC
29201,17900,SC
29202,17900,SC
29203,17900,SC
29204,17900,SC
29205,17900,SC
29206,17900,SC
29207,17900,SC
29208,17900,SC
29209,17900,SC
29210,17900,SC
29211,17900,SC
29212,17900,SC
29214,17900,SC
29215,17900,SC
29216,17900,SC
29217,17900,SC
29218,17900,SC
29219,17900,SC
29220,17900,SC
29221,17900,SC
29222,17900,SC
29223,17900,SC
29224,17900,SC
29225,17900,SC
29226,17900,SC
29227,17900,SC
29229,17900,SC
29230,17900,SC
29240,17900,SC
29250,17900,SC
29260,17900,SC
29290,17900,SC
29292,17900,SC
29301,43900,SC
29302,43900,SC
29303,43900,SC
29304,43900,SC
29305,43900,SC
29306,43900,SC
29307,43900,SC
29316,43900,SC
29319,43900,SC
29320,43900,SC
29321,43900,SC
29322,43900,SC
29323,43900,SC
29324,43900,SC
29325,24860,SC
29329,43900,SC
29330,43900,SC
29331,43900,SC
29332,24860,SC
29333,43900,SC
29334,43900,SC
29335,43900,SC
29336,43900,SC
29338,43900,SC
29340,23500,SC
29341,23500,SC
29346,43900,SC
29348,43900,SC
29349,43900,SC
29351,24860,SC
29353,43900,SC
29355,24860,SC
29356,24860,SC
29360,24860,SC
29364,43900,SC
29365,43900,SC
29368,43900,SC
29369,43900,SC
29370,24860,SC
29372,43900,SC
29373,43900,SC
29374,43900,SC
29375,43900,SC
29376,43900,SC
29377,43900,SC
29378,43900,SC
29379,43900,SC
29384,24860,SC
29385,43900,SC
29386,43900,SC
29388,43900,SC
29395,43900,SC
29401,16700,SC
29402,16700,SC
29403,16700,SC
29404,16700,SC
29405,16700,SC
29406,16700,SC
29407,16700,SC
29409,16700,SC
29410,16700,SC
29412,16700,SC
29413,16700,SC
29414,16700,SC
29415,16700,SC
29416,16700,SC
29417,16700,SC
29418,16700,SC
29419,16700,SC
29420,16700,SC
29422,16700,SC
29423,16700,SC
29424,16700,SC
29425,16700,SC
29426,16700,SC
29429,16700,SC
29431,16700,SC
29432,36700,SC
29434,16700,SC
29436,16700,SC
29437,16700,SC
29438,16700,SC
29439,16700,SC
29445,16700,SC
29447,16700,SC
29448,16700,SC
29449,16700,SC
29450,16700,SC
29451,16700,SC
29453,16700,SC
29455,16700,SC
29456,16700,SC
29457,16700,SC
29458,16700,SC
29461,16700,SC
29464,16700,SC
29465,16700,SC
29466,16700,SC
29468,16700,SC
29469,16700,SC
29470,16700,SC
29471,16700,SC
29472,16700,SC
29476,16700,SC
29477,16700,SC
29479,16700,SC
29482,16700,SC
29483,16700,SC
29484,16700,SC
29485,16700,SC
29486,16700,SC
29487,16700,SC
29492,16700,SC
29501,22500,SC
29502,22500,SC
29503,22500,SC
29505,22500,SC
29506,22500,SC
29511,34820,SC
29526,34820,SC
29527,34820,SC
29528,34820,SC
29530,22500,SC
29532,22500,SC
29540,22500,SC
29541,22500,SC
29544,34820,SC
29545,34820,SC
29550,22500,SC
29551,22500,SC
29555,22500,SC
29560,22500,SC
29566,34820,SC
29568,34820,SC
29569,34820,SC
29572,34820,SC
29575,34820,SC
29576,34820,SC
29577,34820,SC
29578,34820,SC
29579,34820,SC
29581,34820,SC
29582,34820,SC
29583,22500,SC
29587,34820,SC
29588,34820,SC
29591,22500,SC
29593,22500,SC
29597,34820,SC
29598,34820,SC
29601,24860,SC
29602,24860,SC
29603,24860,SC
29604,24860,SC
29605,24860,SC
29606,24860,SC
29607,24860,SC
29608,24860,SC
29609,24860,SC
29610,24860,SC
29611,24860,SC
29612,24860,SC
29613,24860,SC
29614,24860,SC
29615,24860,SC
29616,24860,SC
29617,24860,SC
29620,24940,SC
29621,24860,SC
29622,24860,SC
29623,24860,SC
29624,24860,SC
29625,24860,SC
29626,24860,SC
29627,24860,SC
29628,24940,SC
29630,24860,SC
29631,24860,SC
29632,24860,SC
29633,24860,SC
29634,24860,SC
29635,24860,SC
29636,24860,SC
29638,24940,SC
29639,24940,SC
29640,24860,SC
29641,24860,SC
29642,24860,SC
29643,42860,SC
29644,24860,SC
29645,24860,SC
29646,24940,SC
29647,24940,SC
29648,24940,SC
29649,24940,SC
29650,24860,SC
29651,24860,SC
29652,24860,SC
29653,24940,SC
29654,24860,SC
29655,24860,SC
29656,24860,SC
29657,24860,SC
29658,42860,SC
29659,24940,SC
29661,24860,SC
29662,24860,SC
29664,42860,SC
29665,42860,SC
29666,24940,SC
29667,24860,SC
29669,24860,SC
29670,24860,SC
29671,24860,SC
29672,42860,SC
29673,24860,SC
29675,42860,SC
29676,42860,SC
29677,24860,SC
29678,42860,SC
29679,42860,SC
29680,24860,SC
29681,24860,SC
29682,24860,SC
29683,24860,SC
29684,24860,SC
29685,24860,SC
29686,42860,SC
29687,24860,SC
29688,24860,SC
29689,24860,SC
29690,24860,SC
29691,42860,SC
29692,24940,SC
29693,42860,SC
29695,24940,SC
29696,42860,SC
29697,24860,SC
29702,23500,SC
29703,16740,SC
29704,16740,SC
29706,16740,SC
29707,16740,SC
29708,16740,SC
29710,16740,SC
29712,16740,SC
29714,16740,SC
29715,16740,SC
29716,16740,SC
29717,16740,SC
29720,16740,SC
29721,16740,SC
29726,16740,SC
29729,16740,SC
29730,16740,SC
29731,16740,SC
29732,16740,SC
29733,16740,SC
29734,16740,SC
29742,16740,SC
29743,16740,SC
29744,16740,SC
29745,16740,SC
29801,12260,SC
29802,12260,SC
29803,12260,SC
29804,12260,SC
29805,12260,SC
29809,12260,SC
29816,12260,SC
29819,24940,SC
29822,12260,SC
29824,12260,SC
29828,12260,SC
29829,12260,SC
29831,12260,SC
29832,12260,SC
29834,12260,SC
29839,12260,SC
29841,12260,SC
29842,12260,SC
29847,12260,SC
29848,24940,SC
29850,12260,SC
29851,12260,SC
29856,12260,SC
29860,12260,SC
29861,12260,SC
29901,25940,SC
29902,25940,SC
29903,25940,SC
29904,25940,SC
29905,25940,SC
29906,25940,SC
29907,25940,SC
29909,25940,SC
29910,25940,SC
29912,25940,SC
29915,25940,SC
29920,25940,SC
29925,25940,SC
29926,25940,SC
29927,25940,SC
29928,25940,SC
29931,25940,SC
29934,25940,SC
29935,25940,SC
29936,25940,SC
29938,25940,SC
29940,25940,SC
29941,25940,SC
29943,25940,SC
57001,43580,SD
57002,15100,SD
57003,43620,SD
57004,43580,SD
57005,43620,SD
57006,15100,SD
57007,15100,SD
57010,46820,SD
57012,43620,SD
57013,43620,SD
57014,43620,SD
57015,43620,SD
57018,43620,SD
57020,43620,SD
57021,43620,SD
57022,43620,SD
57025,43580,SD
57026,15100,SD
57027,43620,SD
57030,43620,SD
57031,49460,SD
57032,43620,SD
57033,43620,SD
57034,43620,SD
57035,43620,SD
57036,43620,SD
57037,49460,SD
57038,43580,SD
57039,43620,SD
57040,49460,SD
57041,43620,SD
57043,43620,SD
57046,49460,SD
57047,43620,SD
57048,43620,SD
57049,43580,SD
57053,43620,SD
57055,43620,SD
57058,43620,SD
57061,15100,SD
57064,43620,SD
57067,49460,SD
57068,43620,SD
57069,46820,SD
57070,43620,SD
57071,15100,SD
57072,49460,SD
57073,46820,SD
57077,43620,SD
57078,49460,SD
57101,43620,SD
57103,43620,SD
57104,43620,SD
57105,43620,SD
57106,43620,SD
57107,43620,SD
57108,43620,SD
57109,43620,SD
57110,43620,SD
57118,43620,SD
57186,43620,SD
57193,43620,SD
57197,43620,SD
57198,43620,SD
57201,47980,SD
57220,15100,SD
57235,47980,SD
57243,47980,SD
57245,47980,SD
57263,47980,SD
57272,47980,SD
57276,15100,SD
57301,33580,SD
57311,33580,SD
57314,33580,SD
57319,43620,SD
57324,26700,SD
57332,33580,SD
57334,33580,SD
57340,33580,SD
57348,26700,SD
57350,26700,SD
57358,33580,SD
57359,33580,SD
57363,33580,SD
57374,43620,SD
57379,26700,SD
57381,26700,SD
57384,26700,SD
57385,33580,SD
57386,26700,SD
57399,26700,SD
57401,10100,SD
57402,10100,SD
57426,10100,SD
57427,10100,SD
57428,10100,SD
57432,10100,SD
57433,10100,SD
57439,10100,SD
57441,10100,SD
57445,10100,SD
57446,10100,SD
57448,10100,SD
57449,10100,SD
57451,10100,SD
57460,10100,SD
57471,10100,SD
57474,10100,SD
57479,10100,SD
57481,10100,SD
57501,38180,SD
57522,38180,SD
57532,38180,SD
57536,38180,SD
57537,38180,SD
57626,39660,SD
57701,39660,SD
57702,39660,SD
57703,39660,SD
57706,39660,SD
57709,39660,SD
57718,39660,SD
57719,39660,SD
57722,39660,SD
57725,39660,SD
57730,39660,SD
57732,43940,SD
57737,39660,SD
57738,39660,SD
57741,39660,SD
57744,39660,SD
57745,39660,SD
57748,39660,SD
57751,39660,SD
57754,43940,SD
57758,39660,SD
57759,43940,SD
57761,39660,SD
57767,39660,SD
57769,39660,SD
57773,39660,SD
57775,39660,SD
57779,43940,SD
57780,39660,SD
57783,43940,SD
57785,39660,SD
57787,39660,SD
57790,39660,SD
57791,39660,SD
57792,39660,SD
57793,43940,SD
57799,43940,SD
37010,17300,TN
37011,34980,TN
37013,34980,TN
37014,34980,TN
37015,34980,TN
37016,34980,TN
37018,46100,TN
37019,30280,TN
37020,43180,TN
37022,34980,TN
37023,17300,TN
37024,34980,TN
37025,34980,TN
37026,34980,TN
37027,34980,TN
37028,17300,TN
37029,34980,TN
37030,34980,TN
37031,34980,TN
37032,34980,TN
37033,34980,TN
37034,30280,TN
37035,34980,TN
37036,34980,TN
37037,34980,TN
37040,17300,TN
37041,17300,TN
37042,17300,TN
37043,17300,TN
37044,17300,TN
37046,34980,TN
37047,30280,TN
37048,34980,TN
37049,34980,TN
37050,17300,TN
37051,34980,TN
37052,17300,TN
37055,34980,TN
37056,34980,TN
37057,34980,TN
37058,17300,TN
37060,34980,TN
37062,34980,TN
37063,34980,TN
37064,34980,TN
37065,34980,TN
37066,34980,TN
37067,34980,TN
37068,34980,TN
37069,34980,TN
37070,34980,TN
37071,34980,TN
37072,34980,TN
37073,34980,TN
37074,34980,TN
37075,34980,TN
37076,34980,TN
37077,34980,TN
37079,17300,TN
37080,34980,TN
37082,34980,TN
37083,34980,TN
37085,34980,TN
37086,34980,TN
37087,34980,TN
37088,34980,TN
37089,34980,TN
37090,34980,TN
37091,30280,TN
37098,34980,TN
37110,32660,TN
37115,34980,TN
37116,34980,TN
37118,34980,TN
37119,34980,TN
37121,34980,TN
37122,34980,TN
37127,34980,TN
37128,34980,TN
37129,34980,TN
37130,34980,TN
37131,34980,TN
37132,34980,TN
37133,34980,TN
37135,34980,TN
37137,34980,TN
37138,34980,TN
37140,34980,TN
37141,34980,TN
37142,17300,TN
37143,34980,TN
37145,34980,TN
37146,34980,TN
37148,34980,TN
37149,34980,TN
37150,34980,TN
37151,34980,TN
37152,34980,TN
37153,34980,TN
37160,43180,TN
37161,43180,TN
37165,34980,TN
37167,34980,TN
37171,17300,TN
37172,34980,TN
37174,34980,TN
37179,34980,TN
37180,43180,TN
37181,34980,TN
37183,43180,TN
37184,34980,TN
37186,34980,TN
37187,34980,TN
37188,34980,TN
37189,34980,TN
37190,34980,TN
37191,17300,TN
37201,34980,TN
37202,34980,TN
37203,34980,TN
37204,34980,TN
37205,34980,TN
37206,34980,TN
37207,34980,TN
37208,34980,TN
37209,34980,TN
37210,34980,TN
37211,34980,TN
37212,34980,TN
37213,34980,TN
37214,34980,TN
37215,34980,TN
37216,34980,TN
37217,34980,TN
37218,34980,TN
37219,34980,TN
37220,34980,TN
37221,34980,TN
37222,34980,TN
37224,34980,TN
37227,34980,TN
37228,34980,TN
37229,34980,TN
37232,34980,TN
37234,34980,TN
37235,34980,TN
37236,34980,TN
37238,34980,TN
37240,34980,TN
37242,34980,TN
37243,34980,TN
37246,34980,TN
37250,34980,TN
37302,16860,TN
37303,11940,TN
37304,16860,TN
37307,17420,TN
37308,16860,TN
37309,11940,TN
37310,17420,TN
37311,17420,TN
37312,17420,TN
37315,16860,TN
37317,17420,TN
37320,17420,TN
37322,11940,TN
37323,17420,TN
37325,17420,TN
37326,17420,TN
37327,16860,TN
37329,11940,TN
37331,11940,TN
37333,17420,TN
37336,17420,TN
37340,16860,TN
37341,16860,TN
37342,46100,TN
37343,16860,TN
37347,16860,TN
37350,16860,TN
37351,16860,TN
37352,46100,TN
37353,17420,TN
37355,46100,TN
37357,32660,TN
37360,46100,TN
37361,17420,TN
37362,17420,TN
37363,16860,TN
37364,17420,TN
37369,17420,TN
37370,11940,TN
37371,11940,TN
37373,16860,TN
37374,16860,TN
37377,16860,TN
37378,32660,TN
37379,16860,TN
37380,16860,TN
37382,46100,TN
37384,16860,TN
37388,46100,TN
37389,46100,TN
37391,17420,TN
37394,32660,TN
37396,16860,TN
37397,16860,TN
37401,16860,TN
37402,16860,TN
37403,16860,TN
37404,16860,TN
37405,16860,TN
37406,16860,TN
37407,16860,TN
37408,16860,TN
37409,16860,TN
37410,16860,TN
37411,16860,TN
37412,16860,TN
37414,16860,TN
37415,16860,TN
37416,16860,TN
37419,16860,TN
37421,16860,TN
37422,16860,TN
37424,16860,TN
37450,16860,TN
37501,32820,TN
37601,27740,TN
37602,27740,TN
37604,27740,TN
37605,27740,TN
37614,27740,TN
37615,27740,TN
37616,24620,TN
37617,28700,TN
37618,28700,TN
37620,28700,TN
37621,28700,TN
37625,28700,TN
37641,24620,TN
37642,28700,TN
37643,27740,TN
37644,27740,TN
37645,28700,TN
37650,27740,TN
37656,27740,TN
37657,27740,TN
37658,27740,TN
37659,27740,TN
37660,28700,TN
37662,28700,TN
37663,28700,TN
37664,28700,TN
37665,28700,TN
37669,28700,TN
37681,27740,TN
37682,27740,TN
37684,27740,TN
37686,28700,TN
37687,27740,TN
37690,27740,TN
37692,27740,TN
37694,27740,TN
37699,28700,TN
37701,28940,TN
37705,28940,TN
37708,28940,TN
37709,28940,TN
37710,28940,TN
37711,28700,TN
37713,35460,TN
37714,28940,TN
37716,28940,TN
37717,28940,TN
37719,28940,TN
37721,28940,TN
37722,35460,TN
37723,18900,TN
37725,34100,TN
37726,28940,TN
37727,35460,TN
37729,28940,TN
37731,28700,TN
37733,28940,TN
37737,28940,TN
37738,42940,TN
37742,28940,TN
37743,24620,TN
37744,24620,TN
37745,24620,TN
37748,28940,TN
37753,35460,TN
37754,28940,TN
37757,28940,TN
37760,34100,TN
37762,28940,TN
37763,28940,TN
37764,42940,TN
37766,28940,TN
37769,28940,TN
37770,28940,TN
37771,28940,TN
37772,28940,TN
37774,28940,TN
37777,28940,TN
37778,34100,TN
37779,28940,TN
37801,28940,TN
37802,28940,TN
37803,28940,TN
37804,28940,TN
37806,28940,TN
37807,28940,TN
37809,24620,TN
37810,24620,TN
37811,28700,TN
37813,34100,TN
37814,34100,TN
