ME,78,87,98,106,116,130,141,147,147,128,80,63,66,75,87,97,107,122,136,145,145,115,73,59,64,72,81,91,101,117,131,140,125,99,68,51,54,64,74,84,95,111,122,129,121,98,84,64,53,53,49,47,59,73,88,93,62,36,26,25,31,37,45,51,60,75,87,77,46,25,22,23,30,41,47,53,60,78,90,96,91,45,34,32,33,37,41,46,59,73,90,93,72,57,46,41,47,53,58,65,72,85,94
MI,58,64,71,75,80,88,95,95,75,59,49,46,50,53,58,65,68,78,87,88,66,52,44,40,46,48,53,59,63,73,81,84,67,48,41,40,45,49,54,57,63,74,83,81,60,68,71,45,45,44,44,44,49,58,64,53,39,31,25,25,29,30,36,38,44,52,60,45,33,29,24,25,30,37,43,44,48,59,67,63,51,41,33,33,36,38,42,44,46,56,61,55,45,40,35,37,39,39,43,46,51,59,67
MN,56,60,63,66,73,86,94,84,52,46,45,47,52,56,58,63,69,85,91,80,51,47,44,42,46,50,52,56,63,79,87,82,62,44,38,39,45,48,54,58,67,85,83,71,44,45,47,44,43,41,42,44,50,59,63,45,36,31,31,29,32,33,37,39,45,54,61,38,31,29,24,29,33,38,43,43,50,64,68,61,43,39,32,33,37,39,40,44,49,60,67,52,39,38,33,37,40,40,44,46,53,66,69
MO,68,72,73,74,78,85,92,86,63,58,58,59,61,62,66,71,71,80,87,84,61,57,54,54,57,59,62,65,69,79,87,88,73,56,52,54,57,58,61,63,70,83,89,87,62,61,66,64,55,52,52,51,55,63,66,64,48,37,37,36,35,38,41,44,47,56,60,50,38,33,32,34,36,43,47,48,51,64,73,71,56,46,44,44,44,44,45,46,50,59,70,63,47,44,43,47,50,51,53,56,62,69,77
MS,80,83,85,87,91,100,107,102,83,73,74,78,79,79,82,85,88,92,100,97,80,72,73,74,78,79,83,87,92,99,105,100,87,73,72,73,76,80,81,82,86,93,98,94,77,80,85,88,74,68,68,68,71,76,82,80,65,62,49,43,44,46,52,29,39,50,68,64,45,40,38,39,44,52,58,61,66,74,83,82,64,59,58,54,57,58,58,59,64,72,81,82,63,57,57,61,66,67,69,70,73,82,88
MT,72,80,87,92,85,96,107,114,117,75,61,60,66,72,82,91,98,111,119,118,107,79,63,57,63,70,80,88,100,114,123,124,110,88,61,53,59,65,74,84,95,111,121,121,91,79,73,64,61,58,62,68,78,87,89,79,53,45,41,39,40,50,56,65,82,83,89,70,57,41,33,35,41,51,62,72,77,88,98,102,91,68,51,46,51,57,61,71,78,90,99,100,74,57,49,50,56,64,74,80,88,95,107
NC,73,83,91,89,95,102,110,102,79,67,68,71,72,74,79,82,86,95,100,91,70,65,61,62,68,71,78,83,87,95,98,94,77,60,58,60,65,67,69,72,74,83,89,86,60,62,70,71,60,53,51,51,56,61,66,54,40,37,36,33,36,36,38,40,43,50,56,41,31,26,26,30,33,41,47,50,55,65,74,67,52,45,44,44,46,45,46,47,51,60,67,59,47,44,43,46,50,53,57,59,64,71,75
ND,63,67,68,73,79,94,93,90,65,59,54,53,59,65,69,73,81,95,96,84,66,66,55,52,62,66,68,78,84,98,97,98,83,67,52,54,61,66,71,74,84,97,101,99,70,70,67,58,59,59,60,64,73,84,88,84,66,49,45,42,48,53,59,63,69,81,87,86,34,45,43,40,44,49,53,57,61,78,92,96,72,64,52,46,50,54,58,61,65,74,86,77,60,55,45,51,51,52,54,58,61,75,87
NE,50,51,52,53,58,68,74,68,53,47,47,47,46,49,51,53,55,62,73,69,53,45,44,39,41,44,50,50,52,64,69,65,59,48,39,40,44,45,46,46,58,71,79,68,56,53,57,55,56,51,50,50,53,59,64,65,54,42,39,37,37,38,39,41,47,57,58,44,40,37,34,37,37,39,46,44,48,64,73,65,56,50,45,44,43,43,43,43,46,54,65,63,45,44,42,44,44,46,49,47,52,62,67
NH,68,78,85,88,95,106,114,109,83,66,51,50,58,65,73,78,84,93,104,103,68,52,44,44,53,59,65,71,77,89,96,96,78,54,44,45,51,57,63,68,75,92,100,93,57,58,61,45,46,39,37,40,48,58,60,42,22,17,19,19,26,30,36,38,45,50,49,29,20,13,13,17,25,35,44,43,46,62,73,63,46,29,23,24,31,33,33,37,42,54,64,51,38,31,25,31,37,39,43,44,56,68,72
NJ,71,76,79,79,80,87,88,77,58,55,55,58,64,68,68,68,70,78,82,71,53,51,49,51,59,62,65,65,66,75,80,70,56,49,48,54,61,63,63,64,66,79,82,64,47,62,74,55,41,39,38,38,48,59,65,47,33,29,28,29,33,38,44,45,47,56,60,36,28,26,26,30,33,41,47,46,51,60,66,49,40,36,33,33,36,38,39,39,43,52,56,39,36,33,31,34,37,38,40,40,46,55,58
NM,73,76,81,87,93,102,105,103,89,72,65,66,68,73,79,82,86,95,101,96,74,70,65,64,66,68,74,78,82,89,96,89,78,69,64,64,63,67,71,76,84,92,96,92,72,72,77,80,67,59,59,60,64,69,79,75,58,57,50,46,46,51,56,61,68,67,72,56,46,41,39,39,40,50,58,62,64,71,80,85,70,61,55,52,52,57,61,63,64,73,83,78,61,59,54,55,58,59,65,67,74,83,89
NV,57,58,59,61,63,71,73,63,51,48,47,47,48,49,50,50,53,59,64,47,39,37,36,37,37,37,39,43,47,58,64,52,43,42,42,43,47,48,50,51,58,65,69,51,41,46,57,53,50,43,40,44,47,53,53,38,31,27,25,26,26,29,31,33,37,43,41,29,26,24,24,27,31,42,50,56,64,75,80,69,56,50,46,45,45,45,45,48,51,59,65,48,43,40,40,40,43,45,47,52,58,66,66
NY,67,77,81,82,85,93,100,95,71,64,57,57,64,70,74,76,78,87,94,91,66,60,52,52,60,66,72,72,73,85,93,91,75,59,56,59,65,69,73,76,79,92,100,94,69,82,94,96,52,52,57,58,68,81,92,93,67,55,50,50,53,58,61,62,65,76,86,77,51,45,43,43,48,58,65,65,67,80,89,87,65,57,54,53,58,62,64,61,63,76,86,83,58,52,49,52,58,63,61,61,66,80,87
OH,60,64,67,71,73,80,87,83,63,56,53,52,53,56,59,62,66,74,83,80,58,51,48,47,49,50,54,58,60,70,79,77,61,47,45,46,49,51,53,54,61,70,79,73,54,55,64,53,45,44,43,42,48,58,64,59,40,32,26,25,28,30,37,38,42,50,56,49,34,26,25,25,30,36,40,40,43,53,61,52,40,36,33,33,35,35,36,37,41,50,58,49,39,37,31,33,36,37,38,40,45,55,64
OK,65,66,67,68,73,79,80,74,61,59,60,61,61,63,66,71,72,78,81,76,66,59,57,57,61,63,66,70,72,79,82,74,64,55,54,57,60,60,63,64,64,72,76,68,56,58,61,59,56,54,52,52,53,59,64,61,52,43,41,39,38,40,44,49,50,57,64,55,45,37,36,36,38,44,51,53,57,66,71,64,57,50,49,51,51,51,51,53,56,64,71,67,54,48,47,52,53,53,57,58,64,70,72
OR,47,52,57,64,73,85,90,82,55,45,39,40,44,48,54,63,67,77,80,69,50,43,40,41,46,49,54,61,66,78,82,70,57,44,39,40,46,51,57,61,69,80,82,70,49,48,61,61,49,48,52,57,62,65,57,43,36,32,30,29,33,37,41,44,55,59,66,35,32,30,28,30,35,42,50,52,59,72,81,74,53,45,40,39,44,48,52,59,63,72,80,74,52,45,44,46,51,58,65,70,74,86,92
PA,72,78,81,82,85,95,103,101,80,67,61,62,66,70,73,75,79,88,99,97,75,64,57,56,61,65,68,71,74,85,94,95,79,58,52,54,60,62,66,68,72,85,94,89,64,77,85,69,49,48,48,51,56,65,75,73,52,39,37,36,38,41,46,49,52,60,68,57,42,36,34,36,38,45,50,52,56,67,78,73,55,45,44,45,46,46,47,47,50,61,72,69,49,44,41,43,45,47,49,50,53,64,73
RI,53,58,58,62,65,74,78,78,58,50,43,44,50,52,56,57,62,73,83,80,51,45,39,39,46,48,50,53,56,66,75,71,57,44,45,45,51,51,51,50,57,70,73,62,49,51,59,47,49,40,31,31,37,48,53,50,41,35,31,24,30,24,29,25,32,50,46,40,33,29,23,24,30,34,40,37,38,45,53,45,41,36,34,33,36,32,37,34,36,44,53,38,37,30,23,30,34,33,35,37,43,47,49
