state_id,201607,201608,201609,201610,201611,201612,201701,201702,201703,201704,201705,201706,201707,201708,201709,201710,201711,201712,201801,201802,201803,201804,201805,201806,201807,201808,201809,201810,201811,201812,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012,202101,202102,202103,202104,202105,202106,202107,202108,202109,202110,202111,202112,202201,202202,202203,202204,202205,202206,202207,202208,202209,202210,202211,202212,202301,202302,202303,202304,202305,202306,202307,202308,202309,202310,202311,202312,202401,202402,202403,202404,202405,202406,202407,202408,202409,202410,202411,202412,202501
AK,32.87526427,33.7523402,31.16240725,27.14328991,21.63429337,13.78787879,16.79389313,19.64735516,19.40481044,24.33125687,29.45430638,32.4005891,33.20754717,34.89318413,31.451405,27.18553028,23.34698654,14.63252411,19.25212884,21.73427614,22.38341969,26.62295082,29.14906457,33.29764454,33.35822753,35.77869851,30.23493361,28.80978865,21.74578867,13.43739396,16.54482493,16.36225266,29.18330309,32.20512821,30.11558888,33.39110341,35.60122188,32.85674236,29.68115942,26.35845092,21.01740295,14.23248882,17.39502999,20.06213937,18.46019248,16.8216399,24.51253482,27.60456274,28.91472868,28.12872467,27.21492158,20.54154995,17.34104046,11.51769646,15.57317952,15.85835258,14.76826394,16.2283997,19.16666667,26.48514851,36.14589004,36.80241327,32.2410148,27.90138304,19.82116244,12.67857143,10.72625698,11.45703611,11.57024793,19.3867458,28.16,38.98305085,43.62873623,39.95703545,33.31364442,31.39757498,23.0125523,13.99511798,16.5735568,16.68321748,17.41741742,18.06451613,20.99827883,25.9202454,31.59874608,37.03271028,12.48669741,19.40894569,13.10043668,10.04016064,10.92530658,10.60859855,12.58666667,13.43214451,15.86912065,22.78033251,26.25863771,24.1627543,24.84790266,19.35033182,17.42605915,9.351145038,14.31646932
AL,18.95869404,18.4298196,18.51200563,17.25685459,13.43685089,10.85468276,15.24306202,15.58337287,17.59814909,18.57484861,19.06712015,20.63027261,21.23026293,20.97195734,19.97773868,17.93619911,16.65723662,12.1830649,15.72760097,15.59177306,17.82591256,20.36026844,20.94670434,22.12215679,23.12098727,23.06650675,21.49371069,20.44225262,18.60751189,14.812901,16.93740719,17.11139724,17.2765658,17.92995974,19.69944182,20.35610341,21.39749168,20.17066164,18.90918558,18.09252357,16.81315812,11.39205335,15.41599883,15.00427879,14.38282648,11.31390175,13.39277591,14.18302461,14.1393835,14.43319436,12.14512658,12.23358909,12.59304864,9.890707083,11.07001321,9.992790195,8.813827682,8.58546677,8.965426581,10.48023522,13.86301717,16.16986042,15.6099347,14.63537724,13.45320908,10.70166583,11.09863673,11.41787553,11.43159967,12.32612883,16.31021387,20.62527411,25.80194446,24.23307626,22.86419476,25.25554865,24.30365297,17.02541651,22.67936508,18.57381823,18.94968784,18.57533595,20.82026125,21.18394194,23.39887949,25.33527226,23.73806276,24.3657424,22.2905225,17.22367732,21.01954935,20.43359335,20.51037898,22.48153888,23.07995965,25.54357131,25.76645722,25.00723111,23.72234626,22.8097622,18.33933911,15.27554511,20.00687521
AR,15.65969152,15.25685017,14.13810742,13.7829912,11.40219025,9.014084507,12.32868585,11.4084026,12.57967125,14.38817648,14.88266219,15.92124973,15.895045,15.9753244,16.24474846,14.37244729,13.50936095,9.470852018,11.28490913,11.57803397,12.48490703,14.05646011,15.75944311,16.10918447,17.52841542,18.03838192,16.55203518,16.53098146,14.68503256,10.00607165,13.08434799,12.32151649,14.47360446,16.04760188,16.58049778,17.84700839,18.46641087,17.87612808,17.03230701,15.93237705,13.28657447,9.322974473,12.8175011,12.11947157,12.09563994,10.12292119,11.01025755,12.95449434,12.89970363,12.24489796,11.97666438,12.66115409,10.59477802,8.712667353,9.915110357,6.894117647,8.05433099,7.705820354,8.349762264,10.5371194,13.01621622,12.84002449,12.08993089,12.04516939,10.54128353,8.014154871,9.414492754,7.906497078,8.861898336,9.54464937,12.95021451,16.57426878,19.41815633,20.73149889,20.22940563,19.78614275,19.78712267,12.79026907,15.64978944,13.68792298,16.047994,15.19718437,16.9497461,18.03593232,18.68593514,19.18213171,19.74756351,20.94637224,20.41639768,13.18933072,14.40122564,16.54586353,16.9332079,17.9477584,20.44061862,21.58577878,23.25645439,21.32377348,21.11464125,21.52354752,17.33412244,14.60650577,17.56956779
AZ,30.84507408,29.95663533,30.30417737,31.37254902,29.13987244,21.52871505,30.03690037,30.43986198,31.06821999,31.0242311,30.39006714,30.76071923,32.26509201,33.40004709,33.61235174,33.52959761,33.28528598,22.94052457,30.77652713,29.91360691,32.44306665,32.07807051,33.39366784,33.53843328,35.89824717,37.39540252,38.58956276,38.5717741,34.69162996,26.1267432,33.70705645,32.29810581,29.13593131,26.98361112,26.20918913,25.78709145,24.21918684,24.20144043,24.19651312,24.57759875,25.19531809,16.43975385,21.10262371,19.68704848,19.28280651,20.3013194,19.89516321,15.00544333,13.51669941,13.59727515,14.09362714,15.89831534,14.76903739,11.13062919,10.21625313,7.484048974,7.576016399,8.170248279,8.942476765,11.14630033,16.62265914,17.10703434,17.19219219,15.63705104,15.89881181,12.1799652,9.960754999,8.058576689,9.351379856,14.03749037,25.54551122,40.76629426,52.99633102,49.18023289,51.32768685,53.55867236,43.4547584,28.64370763,36.05235938,29.70330872,29.37597283,25.82481752,23.92672301,24.3493326,23.88255556,26.62869063,31.06733147,35.60338201,32.44018084,22.73714128,29.09147119,30.13354719,27.76310383,27.72974171,28.39996799,32.84244755,33.42960055,31.50761908,31.70864403,32.83428916,29.50606329,22.35174215,32.09837814
CA,25.38203473,25.60002621,25.17471982,23.67906405,22.50260339,16.96742745,18.16533939,18.57993247,19.62183532,19.90584234,21.48165351,22.8639143,26.46015207,27.11012004,27.13674589,25.77329894,23.99889298,18.73863245,21.12991094,21.33373191,22.57847661,24.10654116,25.60464494,28.25243637,31.53217108,33.01469659,34.16175336,34.94531997,30.97143445,24.23570811,26.82591806,25.27607853,22.73982675,20.165921,20.81970787,22.53016576,22.65826184,21.94568139,21.50704237,21.0362317,17.79739057,10.70102642,14.31331766,13.20536046,12.95998628,11.60303181,15.44460419,13.94467376,12.90644442,12.45886132,12.16901519,12.46891194,10.94213376,8.178127691,7.951372732,7.024747837,7.257916174,7.122139453,7.940165359,9.261013738,12.08485905,13.29665397,13.23447637,13.04004618,10.82578832,7.407407407,7.221187271,6.82454288,7.875891344,11.2538049,19.15209013,27.38898714,32.8702203,29.45132118,29.6677926,31.73542755,26.31100104,16.02682015,18.60392861,15.78697411,14.80158139,13.90944746,14.17926734,15.91002107,17.60209717,18.02367862,20.10393637,21.47087023,19.96629553,11.87710451,14.80005743,14.74292931,15.41895031,16.81311586,19.46586325,21.53185121,22.56499536,21.81951898,21.28437076,21.08579738,18.61520999,12.56557344,17.29360039
CO,25.74481134,26.18135377,23.81295435,21.87066334,19.52885474,13.74706837,13.51513335,14.18865695,17.51743375,17.39879414,21.00843665,25.01481921,29.49840354,29.20717513,28.16542948,24.66560871,21.10173445,15.10143493,14.75463113,14.10438721,15.92322382,14.59923991,17.40639097,21.31838962,24.77327517,26.69411563,28.26086957,28.10830068,23.81404175,16.06049694,18.96510611,17.60029444,17.59582472,16.90378662,20.20172911,24.81113749,27.05614687,26.10819133,25.87812449,24.88769845,19.54339635,10.71309006,13.75428722,12.9179911,12.94862773,9.930510666,20.57411162,19.12837818,18.21399559,16.58661734,15.06634952,14.14072611,12.04228466,8.227878555,7.739903251,5.84605731,5.148373257,5.550069129,6.724583236,9.820276894,15.56901026,17.21774194,17.32193266,16.32306057,12.59183574,7.775736384,6.016119747,4.96074939,6.428484628,10.65333188,18.02108753,30.73992795,39.87445823,36.79113811,37.10360953,39.44833963,31.70133604,18.67836141,21.56225485,18.20728291,18.03114278,19.06592351,21.9988384,26.19904579,28.80868983,30.6897739,30.90602484,31.46234539,26.44166667,14.217283,18.4674409,18.37524178,20.33012499,24.92071043,29.0880162,34.70865119,36.08703558,32.16766609,30.82499638,30.0440966,23.0184582,19.78882703,20.33183003
CT,20.01160291,19.19145474,21.68648173,20.37907506,16.41008844,9.516315668,15.13417932,14.14900185,16.25954198,17.85363238,21.06109971,22.74699926,20.28329961,20.03445306,23.86777149,22.37562909,18.53307448,11.29472164,14.91260237,15.13704686,15.23381006,19.21933629,21.71413291,23.08812195,22.47191011,20.34828858,23.64634199,23.01736582,18.82112499,11.75732218,15.45089364,15.12728922,17.85771298,20.09636619,22.96916177,24.12329685,23.40627115,23.56846473,24.12510009,23.94481694,19.1786577,11.0006215,16.63617171,16.50492026,14.04943085,10.49069374,13.95221093,15.23454489,13.89299803,14.39805639,16.04460479,16.11760775,14.3930937,10.17546954,10.63553826,8.095401903,8.784741144,9.065269944,11.19479312,11.33159984,11.4853049,11.67521466,12.68463254,11.91693492,8.925230407,6.112671403,5.694668821,4.707365767,5.633524412,5.660871844,8.998943077,11.21709819,12.96362982,12.88815194,14.91497976,15.6996587,13.97729388,8.529741863,10.04998685,7.123429608,7.335761839,7.4321985,7.411136844,8.477805296,9.143968872,10.58714271,11.99450956,12.64855688,12.33694451,8.834418486,9.182464455,8.509389671,7.990347232,8.3163571,9.928330523,11.36496778,12.4272974,13.14741036,16.08201829,15.14385692,13.07732226,8.483916442,9.113626341
DC,19.09929463,17.09198813,18.87226697,22.71293375,20.56663169,11.95851129,15.11232131,18.64197531,18.40707965,21.48852826,22.19906201,24.40711462,23.6747298,21.22498484,25.73221757,26.26163645,23.80722892,17.55862898,16.90544413,17.09401709,19.81747066,22.36095346,24.24904424,26.36222107,22.75132275,23.19004525,27.48717949,32.8358209,27.3480663,19.93428258,21.65278668,19.34210526,19.24482339,21.36363636,26.19843924,30.23983316,27.13896458,26.98327037,29.62195753,31.04656985,27.99794133,11.64427383,18.97399859,22.26920366,17.84741144,15.73333333,19.35088794,20.0794101,22.1856123,25.72347267,24.54503033,19.79067555,16.18122977,12.16264843,13.90153082,11.80502666,12.56890849,14.05706333,15.21373275,17.12672522,18.69158879,16.27576404,20.5833054,21.97149644,17.81326781,11.46686523,12.77955272,11.76948052,15.15265737,17.11840228,19.43127962,23.90942391,22.91442893,17.0325511,23.98822664,25.2617359,22.43252716,10.95666394,17.0271514,18.16601478,15.98694943,18.81821603,20.76700434,20.13763129,19.45785369,18.43971631,23.83612663,25.02606882,22.52220249,13.09620049,13.72031662,17.46617466,19.44341373,23.37063858,24.21383648,24.52200303,19.86585755,17.36204576,21.45454545,22.29067488,17.95964763,12.72902604,13.88101983
DE,18.51512374,16.59338116,18.8337469,17.6374269,16.46887866,13.46960168,15.58622613,16.44844517,18.66353433,20.63551402,23.28197603,23.07598189,23.77674884,21.58533437,25.0731967,21.06394412,20.32324622,12.50941974,15.5801558,16.001637,16.80539041,19.69323992,22.04520193,21.68237854,22.60335801,23.58078603,23.90670554,23.46531057,19.87096774,16.66666667,15.21922428,17.16171617,18.57313671,19.32756964,20.99343955,21.03692652,21.68441433,21.26984127,22.83049473,22.29562345,20.01740644,10.98744968,14.5279676,15.85425899,15.4368932,8.717948718,12.99162649,15.6128025,13.59447005,13.58024691,13.4314039,8.582762351,7.375352775,5.808080808,5.698845493,5.183905209,4.961464355,4.824761038,6.055209261,6.609547124,9.671026556,10.234375,10.55533675,10.12145749,8.266953714,7.337630144,5.200809015,6.295671726,7.228915663,8.271787297,10.9962406,13.86593205,15.50317316,15.27715187,15.6330447,18.05719688,17.6628446,10.17783858,13.96614268,12.09862385,11.55356141,11.97278912,12.1716515,13.49019608,13.4595163,15.29535865,15.31694696,19.47177628,19.80663705,12.90684624,14.01468788,15.54851713,15.21511018,14.73530129,16.70522906,16.64405246,16.37209302,18.18599311,18.74724305,19.22661482,18.0622534,11.60475844,13.56901482
