StateCode,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022,8/31/2022,9/30/2022,10/31/2022,11/30/2022,12/31/2022,1/31/2023,2/28/2023,3/31/2023,4/30/2023,5/31/2023,6/30/2023,7/31/2023,8/31/2023,9/30/2023,10/31/2023,11/30/2023,12/31/2023,1/31/2024,2/29/2024,3/31/2024,4/30/2024,5/31/2024,6/30/2024,7/31/2024,8/31/2024,9/30/2024,10/31/2024,11/30/2024,12/31/2024,1/31/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18057,1466.712998,1462.819263,1469.0198,1473.630815,1485.09436,1492.614131,1499.166916,1496.94322,1494.280141,1485.093628,1497.41186,1495.939664,1500.603683,1494.288628,1499.461244,1509.684059,1520.081925,1528.247254,1528.427371,1525.179184,1515.011159,1505.93858,1491.240213,1483.691196,1487.479818,1499.726611,1517.150148,1529.747801,1539.766226,1553.518389,1554.038528,1557.971746,1557.420246,1553.0351,1538.856886,1530.83987,1544.17179,1565.00556,1578.189879,1580.503073,1584.841953,1596.584771,1599.868921,1605.837426,1593.654988,1590.84147,1577.042179,1581.515308,1585.04445,1597.705554,1608.534411,1631.746043,1642.252326,1655.637404,1653.777386,1656.905484,1658.025685,1652.155223,1650.366676,1636.080725,1634.81088,1645.448766,1667.590571,1678.804726,1690.596363,1697.916018,1704.744494,1715.282693,1724.225603,1734.526059,1733.57799,1736.778556,1745.949934,1751.22137,1757.015691,1786.732054,1824.017191,1870.673545,1905.704234,1944.309603,1956.446386,1967.660698,1969.713501,1970.638001,1967.479875,1975.391548,2011.390755,2050.143581,2081.879263,2117.127748,2147.064739,2158.930744,2143.75121,2118.355913,2093.031988,2086.733804,2101.053509,2118.050811,2139.923238,2153.075388,2174.356271,2182.941499,2187.088368,2185.222434,2183.370995,2174.53928,2161.988646,2157.925555,2181.298971,2199.816926,2226.144078,2227.044681,2244.278346,2250.722526,2255.321824,2257.034669,2246.971536,2222.897063,2220.401513,2230.471138,2248.541254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36087,2073.342389,2065.395081,2076.177666,2105.97832,2115.492915,2123.535175,2120.43525,2137.586003,2143.525905,2165.6188,2191.387433,2201.622029,2159.533018,2138.319258,2145.763634,2184.273198,2197.909139,2204.127113,2208.477155,2243.793151,2242.677046,2231.701396,2199.520075,2219.832039,2249.545266,2291.605539,2289.981429,2275.818913,2275.785854,2280.767854,2295.81058,2285.54157,2297.828209,2271.997748,2275.989849,2287.246604,2324.884721,2342.248981,2331.009296,2339.400815,2338.277633,2366.86058,2354.372256,2338.135568,2328.334835,2342.114225,2361.320736,2361.896609,2379.143159,2413.877288,2435.44576,2447.847434,2462.457964,2480.675564,2470.085824,2451.146454,2431.090275,2428.148145,2436.877819,2445.419581,2484.208028,2489.368723,2522.674335,2545.586104,2554.398513,2554.147321,2516.062886,2531.036341,2516.338303,2614.915308,2617.988035,2641.092373,2572.926885,2615.214774,2667.761548,2721.905474,2800.266988,2799.326914,2824.546425,2829.81477,2906.325134,2934.679323,2924.494856,2906.059699,2911.121366,2941.999576,2971.6909,2995.871693,3038.706483,3082.547156,3182.336968,3180.113646,3170.820638,3144.792216,3169.337488,3216.114751,3237.610959,3296.475435,3393.438943,3401.116473,3383.912141,3304.323511,3335.822011,3327.585663,3331.013741,3333.230299,3355.088034,3407.64841,3408.489411,3441.407976,3417.684565,3433.222259,3470.166336,3509.46723,3521.435681,3501.360175,3487.255569,3482.998419,3453.578231,3431.960666,3406.770203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47149,1316.16929,1317.878833,1332.61935,1334.789234,1353.068914,1363.249319,1375.939228,1381.991555,1382.047613,1382.278751,1378.440805,1378.867501,1386.002644,1393.660079,1402.943483,1403.352384,1415.230694,1428.114131,1435.65038,1441.388426,1441.588046,1438.119701,1435.587223,1438.274708,1455.232339,1459.627744,1466.121815,1479.110971,1493.159654,1504.559543,1504.03974,1505.744173,1500.864579,1498.168515,1489.50679,1488.650609,1486.170098,1499.659464,1517.075313,1542.383871,1562.94078,1574.414139,1573.780459,1575.03009,1569.394629,1575.461629,1566.659593,1569.494304,1565.50348,1573.936066,1589.807563,1604.90839,1617.356765,1627.39535,1633.59325,1641.465121,1636.973921,1628.416883,1623.44985,1615.483283,1627.330776,1647.339468,1670.313009,1674.046416,1671.785629,1678.887214,1698.414566,1710.414445,1713.594308,1718.68385,1708.568435,1711.291098,1714.106733,1734.612458,1750.682548,1768.683378,1795.197244,1824.387953,1866.230849,1910.408143,1933.83241,1936.306539,1942.907635,1964.861304,1992.078309,2001.904859,2037.694784,2066.914038,2104.997045,2119.192271,2152.521425,2170.837354,2187.243241,2169.319494,2172.854931,2143.90507,2139.068546,2120.93925,2148.402926,2156.356165,2176.801518,2188.628411,2209.920385,2219.12959,2211.470219,2198.182719,2184.221779,2177.838551,2173.929679,2174.599941,2192.895355,2207.639114,2223.246651,2223.618705,2239.992845,2255.437321,2258.817948,2264.487123,2267.679083,2249.40847,2229.171171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37051,959.7492021,962.2949594,962.9341961,965.0234199,965.417568,970.229893,972.6781389,977.1040441,975.208467,973.0446754,969.8027839,971.4525314,973.3205908,974.2018231,975.5333694,974.6783305,976.182059,977.8304139,982.5816175,987.456481,989.5378395,986.3874684,986.0447814,983.7155061,988.1045683,990.6698958,993.9482839,998.4772636,1001.24455,1005.776655,1008.395192,1008.763446,1012.695042,1012.486102,1015.111436,1014.105474,1015.013604,1017.149912,1024.094377,1031.366838,1036.622341,1037.157118,1039.661769,1040.981355,1041.845296,1040.182514,1049.213002,1053.323882,1064.056233,1065.681764,1069.539369,1076.696955,1083.680994,1090.075586,1091.363945,1093.224758,1098.953716,1099.545261,1101.528851,1102.865264,1108.891121,1121.396067,1132.322479,1137.319134,1145.941692,1158.262477,1173.760652,1179.877945,1197.451535,1213.598558,1230.864012,1239.162594,1250.036689,1261.514869,1279.787139,1308.927201,1347.196399,1371.076278,1398.759156,1415.482434,1442.176386,1440.832038,1447.452565,1456.829854,1484.82529,1501.143409,1520.694883,1543.722206,1564.82266,1578.820046,1582.229005,1596.769619,1601.923531,1606.094816,1597.930718,1597.940734,1608.061326,1618.125998,1639.048585,1645.042464,1665.202844,1667.644376,1672.979495,1668.072739,1667.403131,1665.239663,1667.346819,1664.83684,1665.097298,1662.811778,1677.550035,1697.426084,1715.524806,1726.242118,1735.92553,1741.110453,1744.44215,1741.155541,1743.043388,1743.80869,1748.192666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51087,1345.770166,1348.441304,1358.874344,1361.731901,1358.60697,1362.991108,1360.868329,1367.240029,1361.558674,1367.982,1353.98034,1349.248014,1343.065334,1349.52157,1364.847613,1384.100553,1400.058155,1407.454718,1406.895694,1400.813076,1402.569903,1404.229793,1409.654515,1401.198494,1398.936671,1400.9211,1420.77485,1435.5365,1453.692238,1460.585858,1467.732893,1466.266939,1458.257203,1457.476514,1459.168478,1463.579618,1475.658414,1485.853759,1494.341594,1494.755005,1506.351536,1523.738608,1532.655948,1531.425588,1530.843281,1521.496424,1522.067606,1518.972264,1529.418146,1536.478281,1546.935974,1563.99383,1583.480086,1595.99101,1593.818655,1586.458433,1589.472663,1585.904545,1579.273,1568.23653,1572.11058,1579.922006,1592.861641,1591.015226,1599.748949,1598.661833,1618.514034,1628.008973,1641.872424,1648.447589,1657.564943,1657.608795,1658.18071,1665.613329,1697.789995,1732.516759,1776.843236,1804.499945,1837.776681,1860.943323,1883.11876,1895.573141,1898.395066,1900.011595,1917.716776,1942.480991,1976.784241,1994.461539,2027.346451,2063.312765,2099.955563,2109.273155,2091.582026,2065.93588,2049.670384,2037.224423,2041.594129,2043.966405,2063.719489,2072.100036,2088.21731,2100.087038,2100.015708,2094.07873,2086.159893,2074.199265,2065.494549,2048.329629,2059.48341,2075.423386,2110.134998,2145.810896,2169.966696,2189.999324,2203.288424,2218.233588,2220.270894,2191.576775,2187.287773,2182.778634,2190.471955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24027,2061.844,2061.425938,2068.8626,2074.022858,2088.789578,2091.580719,2091.58607,2080.15629,2069.10245,2064.777105,2065.073341,2069.810854,2075.435829,2080.876345,2089.3682,2089.735424,2102.998511,2103.924948,2105.559016,2098.262621,2093.825419,2091.375469,2074.545505,2062.927476,2060.937645,2076.353831,2092.601694,2111.366774,2127.078198,2142.830368,2140.729716,2142.950569,2119.27271,2116.346863,2093.90494,2111.060869,2104.890121,2116.303544,2118.189039,2127.459351,2138.482319,2148.533016,2161.918498,2164.899525,2165.196996,2162.695028,2164.681441,2158.553665,2161.948188,2168.163159,2184.889725,2192.9637,2195.394385,2197.071585,2200.216484,2211.277476,2217.961066,2221.552415,2213.654924,2206.740836,2211.146103,2222.766663,2229.266541,2224.754476,2216.523429,2211.993518,2218.137525,2228.657235,2235.731863,2237.903839,2243.973834,2261.382021,2271.358383,2283.386518,2295.866291,2316.01123,2342.143443,2366.497726,2398.03332,2428.986434,2454.233355,2478.584669,2489.637004,2509.841735,2509.978525,2521.517209,2531.146201,2557.445595,2591.559014,2634.40823,2658.18361,2660.010491,2640.611698,2621.451188,2590.63179,2578.067443,2583.162601,2617.675326,2652.286696,2688.948863,2717.824209,2737.667111,2749.919558,2748.826293,2743.741748,2728.592346,2713.383246,2697.134278,2704.143875,2716.226994,2731.681413,2740.346029,2772.447288,2806.526511,2840.461739,2834.273358,2833.788171,2812.61342,2800.888435,2776.202163,2782.12578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8013,1823.966165,1841.479319,1850.148638,1869.680268,1880.562894,1909.475553,1931.484394,1962.631625,1963.104273,1958.099814,1943.073941,1940.432586,1954.311145,1963.439341,1996.424153,2007.522571,2017.367158,2010.028076,2006.562941,1998.410853,1997.066394,1976.320261,1975.512804,1965.943078,1998.910829,2025.512774,2055.558634,2063.48914,2070.987399,2084.627885,2090.43079,2093.569234,2085.661075,2079.862123,2077.326091,2096.155678,2105.049411,2120.637275,2123.305188,2142.593771,2156.906403,2172.90934,2185.871065,2192.180646,2186.209885,2181.952813,2174.800588,2179.045624,2191.029903,2209.119858,2221.86507,2233.117408,2246.647426,2249.570694,2255.272678,2249.906546,2250.699224,2245.018255,2253.295316,2267.882635,2273.08048,2281.947148,2290.033588,2287.709686,2276.862849,2273.490053,2288.306265,2296.789061,2300.237753,2299.085728,2301.684581,2295.900673,2312.100191,2329.109945,2357.831351,2381.844176,2416.272649,2449.654919,2486.856293,2520.860945,2540.489838,2543.111113,2532.994974,2545.314825,2566.009739,2608.36208,2645.765013,2676.126166,2690.624218,2703.587891,2711.952129,2719.933229,2726.570543,2731.481663,2716.303065,2699.455664,2698.336769,2720.241088,2750.9294,2772.647714,2802.414638,2818.573721,2838.295895,2838.39525,2838.55312,2837.63006,2849.390536,2848.73475,2841.171865,2830.165406,2841.014699,2866.036095,2889.731494,2916.802938,2934.512964,2946.404775,2919.371806,2934.374928,2940.775074,2951.684366,2926.954835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12111,1373.406213,1375.161164,1378.865818,1388.265194,1402.99494,1412.241093,1423.512501,1423.742895,1436.751153,1452.788601,1462.689165,1461.230716,1456.936316,1476.687948,1486.256896,1500.843106,1514.948128,1534.687285,1540.968743,1531.653713,1528.095044,1527.655675,1533.654495,1531.787368,1549.785901,1560.217145,1578.68052,1592.38403,1606.290935,1625.01358,1632.633061,1640.690831,1636.077775,1643.168483,1655.929299,1676.683998,1671.526903,1675.891386,1683.032855,1692.668321,1703.153013,1714.052141,1730.472071,1733.876884,1728.44886,1726.75358,1745.237278,1762.113435,1771.759768,1765.710328,1777.433191,1789.535858,1787.247053,1781.416298,1785.996163,1814.113896,1829.633839,1834.343169,1824.909471,1829.391701,1828.22627,1831.893666,1833.332948,1839.601353,1851.968863,1851.43248,1878.168788,1891.908094,1921.190295,1952.182045,1985.408481,2018.768929,2042.944036,2095.282659,2126.871184,2140.949049,2158.331986,2194.982605,2246.023504,2311.892678,2368.287029,2456.481765,2522.625304,2606.378476,2631.41359,2607.565064,2585.062708,2584.274643,2620.157031,2650.535351,2684.150304,2696.431639,2716.998913,2722.01473,2728.593494,2725.784075,2734.046745,2735.529265,2747.59191,2749.591206,2772.039851,2773.09433,2779.587868,2789.064785,2811.015586,2827.683013,2816.496401,2804.728439,2790.123898,2801.389276,2801.590031,2802.916701,2812.187581,2833.754314,2845.274236,2839.625701,2848.281736,2855.380159,2887.077561,2902.70743,2921.60113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,854.042524,845.3369869,837.461917,865.0078824,863.7175235,885.8124238,871.1926703,868.6388613,851.4658696,864.0942041,881.3419186,897.6423561,900.2203131,911.6625054,905.0126825,912.1769758,903.7091151,928.3321819,922.0055474,943.5707059,924.3319956,939.5779359,936.9647173,945.0327196,950.4604138,948.5361648,964.7621916,957.4367183,961.800631,957.7863965,964.5515223,971.762465,973.5510821,983.5887805,984.9073434,1007.571225,1013.128645,1022.866266,1017.712551,1018.30727,1016.100779,1006.341609,1014.592728,1023.096843,1030.190897,1035.767561,1038.999075,1055.312431,1069.191782,1083.254381,1087.613495,1092.044596,1096.471254,1104.712627,1099.315518,1126.887561,1146.840481,1161.140607,1163.290066,1175.673502,1194.767911,1227.925662,1246.188775,1273.751209,1265.541899,1273.341533,1267.798309,1277.914034,1292.556174,1317.840018,1326.342046,1335.590665,1344.492479,1354.790811,1366.529958,1387.060146,1410.762749,1410.694886,1385.07431,1387.5218,1404.060046,1416.658,1395.216301,1390.11553,1410.560805,1434.988475,1436.234573,1434.818554,1433.432058,1452.57486,1441.522288,1454.99514,1451.197498,1491.087893,1501.293844,1515.601951,1504.256905,1509.3105,1521.025494,1522.754778,1516.301948,1505.717136,1508.256143,1523.802874,1533.612423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45083,0,0,0,0,0,0,0,0,0,0,0,1103.789324,1106.020516,1094.959105,1098.487211,1104.440562,1127.377212,1135.803533,1146.295367,1141.390246,1147.708215,1149.536664,1153.327581,1158.600976,1158.197672,1170.581819,1170.178571,1170.816473,1170.626683,1181.825872,1199.177697,1209.239977,1206.735505,1203.038432,1194.873497,1196.809751,1201.413692,1213.211502,1224.677867,1239.525685,1244.954389,1255.577709,1257.788715,1268.153956,1264.856716,1270.382409,1271.56197,1271.854409,1266.701506,1268.85502,1282.712995,1292.105284,1307.118694,1311.926775,1321.459471,1327.921515,1334.526213,1334.567263,1327.885025,1332.470174,1347.48288,1349.235345,1358.872515,1358.206645,1363.698955,1367.0109,1384.155853,1408.360645,1412.739958,1411.557504,1402.357443,1398.674308,1402.583208,1409.039158,1429.773231,1435.53481,1456.344925,1467.587398,1492.38673,1504.362876,1523.831293,1536.42921,1550.145608,1552.460335,1563.385063,1571.757299,1586.215094,1590.854248,1603.692966,1624.45533,1649.891081,1662.89876,1662.364711,1657.478178,1658.017048,1661.964891,1668.276038,1675.523118,1688.652971,1702.778059,1714.966991,1716.855699,1712.600524,1726.870804,1736.009813,1754.906983,1754.910361,1760.616548,1757.858119,1767.625613,1778.831201,1791.404275,1790.887138,1789.40749,1799.496525,1809.019628,1807.550811,1818.335586,1816.962205,1827.049985,1809.133831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8123,0,0,1474.8478,1472.51992,1458.144788,1447.680094,1473.672536,1484.978911,1504.861411,1494.665265,1504.325909,1506.354061,1510.37844,1509.725569,1500.807221,1519.217419,1531.359256,1557.569121,1553.247813,1539.318308,1542.281521,1549.289111,1555.274911,1536.41702,1548.856255,1558.595829,1567.558165,1575.46863,1588.419415,1605.966205,1614.497421,1627.25104,1632.449731,1626.652363,1612.164465,1606.104468,1606.216354,1635.523015,1664.260773,1681.881656,1683.471164,1678.467879,1689.762151,1710.271539,1730.991815,1736.850128,1723.95749,1725.271139,1726.777194,1747.241024,1761.758596,1779.519233,1770.27255,1774.9381,1771.304081,1786.198129,1776.570734,1777.705988,1756.200209,1764.122126,1770.065699,1798.235064,1819.511536,1821.372045,1819.115035,1807.232995,1812.856683,1823.758966,1816.970184,1821.7429,1824.016668,1840.979531,1859.124274,1873.499834,1892.95469,1898.868556,1906.817033,1927.524283,1943.30057,1968.418005,1974.900039,1995.331035,2005.532384,2024.815245,2043.439143,2058.439316,2076.92517,2099.726294,2126.303625,2132.459865,2137.75903,2126.840599,2121.034491,2113.403715,2130.646251,2141.956621,2167.828705,2175.122454,2201.290885,2203.850548,2221.31808,2225.603505,2231.26671,2233.072121,2233.116301,2233.64721,2235.210805,2230.05968,2232.914061,2239.544513,2265.645043,2283.110665,2300.69738,2301.451934,2310.263883,2313.596784,2317.585975,2311.144795,2300.858199,2322.871288,2331.516321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21067,1042.056107,1039.531343,1039.661481,1044.117892,1053.555099,1058.60889,1064.101165,1060.121921,1062.132009,1065.398551,1074.759547,1074.989153,1078.117821,1070.479476,1077.645868,1089.670355,1101.541802,1107.537162,1108.626669,1115.493831,1123.46866,1121.423253,1120.931518,1119.268705,1126.156447,1131.207121,1135.315813,1132.554236,1131.419085,1137.315694,1146.501939,1149.471534,1148.980409,1154.370556,1159.1296,1153.403571,1150.888387,1153.107064,1162.147907,1165.6577,1174.776047,1181.248311,1186.014108,1180.263413,1176.645215,1178.788247,1183.955033,1188.679339,1190.977404,1192.098455,1196.798355,1198.547535,1206.616303,1215.435415,1221.833446,1227.016785,1229.170529,1233.262309,1230.842658,1222.298699,1223.38288,1222.505873,1232.31855,1231.076455,1235.223889,1243.481461,1259.423339,1269.885999,1274.202939,1271.577646,1277.333784,1281.473584,1284.274398,1289.387373,1294.5327,1313.150583,1335.704318,1362.28147,1391.614955,1417.085574,1429.805754,1435.220009,1439.844835,1447.529036,1446.52439,1449.480703,1461.581519,1481.913021,1505.231588,1537.043273,1565.207206,1576.897681,1572.09611,1567.755353,1564.775653,1578.419241,1590.653968,1600.05885,1602.773191,1611.657648,1629.57267,1642.757826,1650.430089,1668.415719,1676.397973,1676.356598,1675.224224,1675.935848,1681.649374,1677.967766,1688.348435,1701.433914,1716.48775,1729.849425,1749.017014,1770.767384,1785.584698,1790.598506,1789.936873,1781.050609,1777.55398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109,0,0,0,0,0,0,0,0,0,0,0,0,1055.686808,1065.870357,1065.362505,1073.965122,1076.649254,1081.654757,1082.220281,1088.931073,1090.136013,1095.259094,1079.398465,1079.817362,1072.165882,1087.880514,1096.920154,1108.438341,1110.75728,1118.345811,1122.220238,1121.805891,1114.523436,1115.056019,1122.242929,1128.48859,1126.331106,1128.643468,1135.664124,1150.788862,1159.750406,1162.394383,1163.068031,1164.102509,1158.36848,1153.068497,1149.991022,1154.343938,1158.604317,1165.636273,1172.751025,1182.717985,1188.518888,1197.962738,1194.728661,1192.4529,1180.083111,1172.451757,1172.396363,1173.21128,1178.942632,1186.801351,1202.675019,1218.389815,1223.201977,1227.719313,1233.209445,1241.626596,1240.274674,1232.114937,1214.855798,1218.096977,1224.263365,1243.63753,1256.110091,1270.014056,1284.803168,1295.559783,1309.315244,1319.297623,1327.488086,1331.418239,1331.997018,1335.385451,1339.787415,1346.442028,1356.286133,1375.262863,1395.386776,1420.675078,1429.820738,1435.487428,1429.837729,1434.047861,1440.138475,1443.620435,1445.912546,1453.646394,1466.822316,1482.827549,1492.988105,1504.306956,1511.961944,1521.382853,1525.256554,1522.809946,1523.822453,1525.903523,1531.410093,1540.303061,1551.7887,1566.03448,1577.597813,1581.170091,1585.706808,1588.039149,1591.357639,1587.680116,1586.228204,1579.670511,1592.610423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37063,1243.345575,1248.421823,1260.426825,1271.352353,1282.552671,1286.748381,1288.09735,1280.820471,1276.302636,1276.439781,1285.72163,1293.934629,1296.031468,1304.378015,1311.588631,1329.255444,1328.480726,1334.584764,1331.342423,1338.67233,1340.880243,1348.907596,1354.964706,1360.001073,1355.120201,1363.050289,1374.042389,1388.721496,1392.814153,1399.069728,1404.216246,1411.632884,1414.646043,1410.845456,1399.622606,1395.919836,1412.808334,1428.037364,1440.522613,1443.12725,1451.776656,1459.5473,1464.33206,1467.154136,1467.752165,1463.418805,1460.965771,1458.881655,1472.346289,1483.873626,1500.891669,1508.420035,1528.68281,1543.359225,1550.370113,1539.993578,1534.583583,1523.848809,1524.522308,1523.017023,1534.459279,1543.701204,1559.115376,1555.282841,1561.867699,1555.640601,1568.683481,1568.236088,1573.284084,1566.73201,1562.557858,1562.34887,1567.8071,1575.669983,1584.40499,1610.189709,1649.061078,1702.861736,1749.203546,1780.072449,1806.564981,1814.404853,1819.466894,1817.167891,1827.48472,1850.304075,1865.975489,1887.864881,1916.521189,1954.621318,1989.694731,1995.017204,1989.821521,1972.766233,1966.257824,1960.80864,1964.635464,1976.727159,1984.199048,1994.799879,2004.503576,2018.433678,2018.361304,2009.91833,1989.64802,1999.30273,1991.582608,1997.460583,1985.959986,2001.739548,2003.848493,2023.362835,2022.872861,2040.301043,2045.368819,2056.042159,2043.85511,2025.624976,2010.084176,1993.85611,1991.576904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12033,1047.979553,1048.182072,1055.474359,1062.852529,1074.687559,1076.258405,1081.7352,1082.873521,1085.340851,1089.938227,1091.042621,1093.561356,1092.524347,1097.58733,1102.213879,1109.308685,1117.612478,1126.442143,1136.554852,1137.017833,1138.488588,1130.028336,1135.402903,1136.288813,1144.610222,1146.695697,1152.071231,1158.513848,1164.186972,1169.866787,1178.132728,1189.053755,1197.994613,1201.119397,1203.470529,1212.41314,1221.168326,1223.65022,1223.963688,1225.758393,1236.820185,1244.223562,1258.031289,1266.913426,1271.304971,1265.17364,1273.13996,1276.631746,1289.102111,1287.632315,1302.043144,1310.091125,1317.180439,1320.578971,1331.43063,1343.267565,1355.582131,1359.304655,1359.865558,1353.511508,1356.681028,1364.596444,1373.62618,1382.271573,1394.644864,1412.420481,1432.723544,1448.317893,1468.319135,1478.453005,1482.307463,1499.955584,1507.75664,1538.207395,1552.78157,1610.553926,1654.006558,1694.60923,1736.346728,1785.693144,1835.302709,1847.88323,1837.684923,1834.381785,1834.361535,1851.279708,1864.85456,1875.401186,1893.757065,1912.870391,1926.364671,1939.63786,1953.781276,1954.234124,1936.89084,1912.963406,1917.866636,1922.974725,1932.772264,1939.823929,1948.231728,1951.755434,1955.788755,1961.921278,1962.038775,1957.045688,1951.75544,1963.797341,1968.26522,1983.356121,1987.60251,1997.426546,2005.613871,2011.975915,2027.931503,2044.186523,2047.729158,2047.93331,2038.374291,2035.471511,2018.561421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
