county_fips,201801,201802,201803,201804,201805,201806,201807,201808,201809,201810,201811,201812,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012,202101,202102,202103,202104,202105,202106,202107,202108,202109,202110,202111,202112,202201,202202,202203,202204,202205,202206,202207,202208,202209,202210,202211,202212,202301,202302,202303,202304,202305,202306,202307,202308,202309,202310,202311,202312,202401,202402,202403,202404,202405,202406,202407,202408,202409,202410,202411,202412,202501
1001,86.00645856,88.13559322,94.53883498,105.8323207,103.6363636,107.9041916,103.801385,83.5266822,86.24529719,73.71007369,68.00000006,80.18018018,67.92249731,68.6440678,64.80582526,65.85662207,59.14438503,63.47305387,63.37115069,55.91647337,55.06395784,53.07125305,57.13432841,67.56756757,48.97739505,36.44067797,28.27669904,25.88092342,19.78609626,2.27544909,-7.588035973,-14.73317862,-24.15349888,-25.18427519,-24.77611938,-25.22522523,-45.74811625,-56.77966102,-64.32038835,-64.27703525,-60.64171123,-68.98203593,-65.34551349,-50.46403711,-53.64936043,-58.72235873,-56.53731342,-61.26126126,-65.55435953,-69.49152542,-53.27669902,-65.97812881,-55.50802139,-42.99401198,-38.11698837,-35.03480276,-34.2663657,-19.16461917,-28.11940296,-38.73873874,-49.1926803,-46.61016949,-54.97572815,-48.11664643,-49.51871658,-44.67065869,-41.41741566,-33.41067283,-31.73814899,-25.18427519,-21.43283579,-25.22522523,-29.38643703,-20.33898305,-15.04854368,-19.19805591,-17.86096257,-17.00598803,-11.71357008,-5.800464004,1.971407061,1.474201462,2.805970186,2.702702703,-13.0247578
1003,28.89194425,40.06344892,40.53069719,39.05112123,37.03782862,34.43773692,32.31802913,29.97910626,29.60599616,27.38823529,29.16649101,29.97334453,29.64189738,41.17380469,42.76795005,41.8775687,38.18479734,34.68341992,32.46274444,30.45089975,27.71531788,24.70588235,21.80173494,23.14814812,19.79251297,25.99894254,27.62747138,27.49296995,23.42380852,12.62108663,0.625376877,-8.896677244,-17.56642695,-26.91764706,-27.06058896,-26.49410776,-37.30391851,-45.16957473,-57.33610822,-56.99762059,-58.55952126,-56.41583602,-47.99896631,-43.52631935,-39.54556197,-39.15294118,-42.30941081,-45.74214367,-53.10293107,-60.55593322,-63.3194589,-62.34768188,-48.73548478,-36.51551312,-26.7740546,-24.70175913,-23.90019919,-23.24705882,-22.19796156,-20.20903481,-23.50478095,-19.79001434,-22.00832466,-19.09294108,-15.07444609,-15.73073143,-14.90739942,-13.14281865,-5.277018124,2.211764706,6.505703112,6.404320965,5.893381664,18.27932625,31.73777315,30.01658377,29.40799318,26.91983716,28.70014646,29.83756822,32.77288228,35.01176471,34.02911841,32.91947247,29.69189426
1005,31.12947658,32.34859676,38.31070891,47.14064915,61.32555075,63.12684365,59.69782814,48.64457831,46.96734059,65.73208724,67.27549467,65.78947368,54.26997245,39.58641064,41.47812972,47.14064915,57.10788929,66.22418879,69.21624173,56.02409638,52.41057542,47.19626169,44.90106544,47.36842105,45.45454545,51.99409159,47.81297135,38.48531684,31.80192055,24.92625368,25.85457979,23.34337349,23.01710731,23.20872275,25.72298325,22.44582043,16.80440771,10.6351551,-9.200603314,-21.02009274,-40.95273959,-43.21533923,-54.52313503,-39.90963856,-31.41524106,-38.94080997,-47.79299848,-54.48916409,-57.02479339,-55.53914328,-53.54449472,-57.80525502,-56.76897006,-51.47492626,-48.17752597,-53.61445783,-51.01088647,-46.57320872,-45.66210046,-36.06811146,-42.69972452,-40.02954209,-35.59577677,-28.5935085,-30.40858595,-37.02064897,-33.37110482,-27.25903615,-37.94712286,-38.94080997,-31.81126332,-27.39938081,-29.47658402,-38.99556868,-29.26093514,-25.34775889,-24.08209376,-22.56637168,-16.44948064,-7.228915665,-7.465007779,-11.68224299,-13.69863014,-17.64705883,-18.45730028
1007,95.02487562,93.7853107,69.82248523,64,39.80028528,25.74850298,17.89473684,6.707317067,9.556057173,12.5,-2.350265358,-0.617283938,-4.47761194,-16.94915256,-4.733727799,0,3.851640496,13.17365268,13.68421053,6.707317067,5.342362666,12.5,18.87793782,8.024691371,-12.43781095,2.82485874,-4.733727799,-20,-8.1312411,-16.16766468,-32.63157895,-27.43902439,-15.72610987,-20.83333333,-10.84154663,-4.938271593,-32.33830846,-48.58757063,-46.15384615,-32,-28.10271043,-20.35928145,-11.57894737,6.707317067,-15.72610987,-50,-61.78923427,-52.4691358,-60.19900498,-68.36158193,-66.86390532,-56,-40.08559202,-32.93413174,-20,-23.17073171,-28.36719339,-20.83333333,-19.3328279,-13.5802469,-24.37810945,-20.90395482,-13.01775147,-16,7.845934361,-3.592814383,-7.368421053,-1.829268299,9.556057173,41.66666667,48.59742228,46.91358027,47.26368159,58.19209037,65.68047339,60,23.82310982,34.13173651,34.73684211,32.31707316,34.83822421,25,27.3692191,16.66666668,-8.457711443
1009,44.29028815,53.98230088,60.55045872,64.54545455,64.26193119,54.25149699,52.6652452,50.75669385,51.7636937,56.43340854,46.61401201,45.68965517,40.02134472,40.7079646,39.44954128,34.54545455,32.29744728,48.38323352,39.01918977,46.68218861,45.33983365,44.58239274,33.50884893,29.31034483,17.82283885,27.43362832,20.18348624,27.27272727,21.64261931,13.17365268,5.756929638,-9.545983691,-32.54946947,-36.79458241,-32.0169665,-34.48275862,-35.11205977,-41.59292035,-40.36697248,-44.54545455,-51.16537181,-49.70059881,-42.85714286,-38.06752037,-34.95841698,-39.16478557,-36.93140265,-38.79310345,-47.06510139,-49.55752212,-38.53211009,-40.90909091,-44.06215316,-40.47904192,-29.21108742,-27.47380674,-27.73157443,-25.73363433,-19.73087611,-12.93103448,-21.45144077,-23.89380531,-28.44036697,-31.81818182,-29.85571587,-35.4491018,-30.91684435,-28.28870779,-16.48981934,-18.62302485,-19.73087611,-13.79310345,-21.45144077,-7.079646018,-12.8440367,-9.090909091,6.548279689,9.820359268,11.72707889,5.937136217,18.84141094,19.30022571,27.77534008,25,22.94557097
1011,61.9047619,34.24657532,26.38888884,28.16901412,55.28596185,40.00000006,43.32723949,38.02816905,38.38550253,72.6027397,61.73285198,34.24657532,33.33333333,53.42465751,45.83333327,28.16901412,45.58058923,49.33333339,63.80255941,47.88732399,29.15980236,34.24657532,51.62454873,53.42465751,14.28571429,34.24657532,26.38888884,38.02816905,16.46447139,21.33333338,22.85191956,-11.26760561,10.70840202,-13.69863015,-19.13357401,-13.69863015,-4.761904762,-32.87671234,-51.38888891,-21.12676054,-32.06239169,-34.66666664,-38.57404022,18.30985919,19.93410219,-13.69863015,-19.13357401,-13.69863015,-23.80952381,-13.69863015,-22.22222225,-40.84507041,-70.88388215,-43.99999998,-38.57404022,-30.98591547,-53.87149916,-32.87671234,-29.24187726,-32.87671234,-33.33333333,-42.46575343,-31.94444447,-40.84507041,-32.06239169,-34.66666664,-48.81170018,-60.56338027,-44.64579899,-42.46575343,-29.24187726,-23.28767124,-23.80952381,-32.87671234,6.9444444,8.450704256,16.46447139,2.666666708,-7.86106033,-1.408450676,1.482701852,-4.109589054,-19.13357401,-4.109589054,-23.80952381
1013,99.24528302,96.34146343,102.4793389,112.9166666,117.5054705,115.3846154,97.46556471,97.35682819,88.36091832,93.8016529,92.89558664,100,84.1509434,79.2682927,79.33884298,72.08333331,56.23632386,58.37104073,72.78236912,69.60352422,67.4319274,59.0909091,68.78363831,84.375,66.03773585,50.81300814,53.30578513,60.41666665,43.98249454,29.8642534,11.07438015,-7.488986788,-19.27389215,-19.00826446,-15.60818084,-28.125,-45.66037736,-48.7804878,-50.82644628,-59.16666667,-44.85776805,-39.81900452,-44.46280992,-47.57709251,-52.16230646,-42.14876033,-51.77610334,-62.5,-78.86792453,-82.92682927,-85.53719008,-76.66666667,-78.55579869,-71.49321267,-62.97520662,-62.99559472,-64.12172984,-62.39669421,-54.79009688,-56.25,-63.77358491,-65.85365853,-50.82644628,-50.41666667,-50.98468271,-58.82352941,-56.80440772,-35.24229075,-25.25360384,-21.90082644,-30.67814855,-21.875,-27.54716981,-28.86178861,-47.9338843,-59.16666667,-50.98468271,-33.48416289,-22.86501378,-13.65638767,10.62466632,-7.438016525,-6.566200219,-15.625,-33.58490566
1015,65.57734205,74.55919394,80.65732762,79.0429043,72.43568099,75.18756697,71.62966282,74.82517483,71.48629876,64.80923693,61.93895871,62.24920801,48.49673203,39.29471031,40.30172416,38.9988999,39.53676817,36.5487674,31.14082795,33.21678322,39.31051899,40.9136546,37.52244165,38.22597675,30.37037037,35.06297228,32.00431037,35.14851486,27.81416705,15.16613075,12.15048948,-5.594405594,-19.38376058,-23.74497993,-29.62298025,-27.56071806,-36.5577342,-40.75566751,-45.31249999,-51.48514851,-52.35329867,-50.85744909,-46.61206731,-44.05594406,-42.72004041,-45.88353414,-42.54937163,-43.45300951,-48.40958606,-47.10327456,-46.44396551,-43.39933993,-37.60551017,-30.60021437,-23.32202956,-21.67832168,-20.09092058,-20.58232933,-14.18312388,-15.73389652,-28.19172113,-31.23425693,-39.27801723,-35.31353135,-34.20217436,-36.60235799,-32.99635293,-33.21678322,-26.45536053,-20.93373495,-21.72351885,-18.32101374,-27.1459695,-29.82367759,-21.9288793,-22.99229923,-22.85772166,-8.84244374,-5.048307628,-3.496503497,3.59893925,5.421686736,5.92459605,4.593452998,-4.139433551
1017,19.74522293,21.68224299,33.14500941,36.39705883,42.3019432,45.25691699,42.23043178,54.15162455,55.59098154,48.67256638,36.34782609,35.56338029,31.21019108,20.37383177,16.00753295,11.94852942,14.39960139,20.35573122,37.05841608,33.93501806,32.63493509,30.08849558,36.34782609,42.95774648,57.96178344,57.00934579,50.28248587,47.97794118,26.9556552,24.50592885,4.733317946,-15.34296029,-27.30585288,-31.85840708,-28.17391304,-30.98591549,-38.85350318,-38.5046729,-41.99623352,-44.66911764,-56.75137021,-50.19762846,-48.27984299,-49.45848375,-48.98656343,-56.63716814,-63.47826087,-60.56338028,-65.60509554,-65.98130841,-63.08851224,-58.82352941,-52.56601893,-39.13043479,-34.05679981,-35.55956678,-31.13186063,-24.42477876,-16,-18.66197183,-22.29299363,-7.10280374,-2.448210926,5.514705888,10.21425012,-0.395256923,-4.317709531,-14.07942238,-6.900478256,6.548672572,21.73913044,19.54225353,7.006369427,12.52336448,8.097928433,1.65441177,8.819133032,-0.395256923,2.147310096,26.35379062,33.910271,27.61061948,16.86956522,12.14788733,10.82802548
