StateCode,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
1003,5.492847076,1.541126258,1.554413194,3.117995402,1.844027619,1.922541554,2.181376093,2.489648304,2.33762913,1.798002109,2.382810774,1.949051366,2.536824877,2.390584436,-2.215164357,9.622564582,2.984195174,2.869722239
1015,2.861646107,0.177143211,0.279391351,0.583676456,3.882329222,-0.601636993,-0.425307945,-0.477424635,-0.702439693,-0.255357328,-0.872686386,0.102084442,-0.393103689,-0.588044838,0.632894679,1.441517092,-0.158658987,0.553597955
1043,1.646638272,0.457680173,0.955880527,0.558260784,-1.612903226,0.095700916,-0.119201351,0.461213327,0.591503632,0.880807981,0.568258033,0.344363473,0.83016132,0.39069054,-0.504966097,7.380166777,1.306203629,1.490100921
1049,2.41992561,0.002940571,0.733650906,1.262497263,2.552608821,0.314823404,-0.413309982,-0.094259989,0.073226029,0.09146556,-0.32335161,1.011283498,-0.323945432,0.179309379,-0.116062814,0.536189276,0.257613524,0.793077585
1051,11.21265998,2.42706902,0.749435666,1.442910916,0.398823722,0.770594225,0.582570295,0.338587853,0.092704754,0.606345012,0.406294496,-0.149146078,0.257110325,-0.827970252,0.390350823,9.540514682,0.290020604,0.980315532
1055,2.18584097,-0.140283663,0.083319608,0.331064926,0.788267644,-0.152208459,0.085328322,-0.441604721,-0.384870732,-0.457833886,-0.478376044,0.186225186,-0.247189918,-0.227314855,0.442953808,0.42931825,-0.071731839,0.148416887
1069,2.748627834,1.579552582,1.355342643,1.621517342,1.801468752,0.472086997,1.00909455,0.257248409,0.506424355,-0.019195147,-0.112313171,0.278696087,0.360339639,1.107694658,-0.531723995,2.030972569,0.577900203,0.354370414
1073,2.33913572,0.316582915,0.109900285,0.837600435,-0.97319357,0.0570947,0.163598313,-0.080301935,0.199248194,-0.064467995,-0.128110581,-0.049126563,0.015625071,-0.110268467,0.006377425,1.397629875,-0.361025426,-0.377812744
1077,2.320193718,0.762307859,0.640236673,0.52845346,3.437538365,0.110057295,-0.257595844,0.275550561,0.322208692,-0.537080003,-0.300228952,0.238306722,-0.163176209,0.370181952,0.152055991,1.263055885,1.951235073,0.976240639
1081,5.997606688,3.764479532,1.910876827,2.159987971,3.603835653,1.909362125,2.641007054,2.496315965,2.200976592,1.774982983,1.272668208,1.643489254,1.446127571,0.3665953,-0.656975119,8.416074782,2.006003905,1.35086545
1083,6.898230807,2.004251442,3.027145525,3.20089315,5.881229955,2.615604678,2.676615633,1.358751455,2.185829253,0.964895855,1.189138475,1.77784007,1.877078875,2.850042631,-2.015872214,10.93261522,3.146479161,3.38503156
1089,4.617791147,2.769242903,2.166697577,2.57707114,2.515377856,1.227127159,0.872950302,1.111111111,0.982150064,0.796462451,1.098306659,1.142682657,1.515873324,1.743429399,-1.4006098,7.486007082,2.113807561,2.238796724
1095,2.980085517,0.526466709,0.95842271,2.164233082,3.137202845,0.998552046,0.647792197,-0.016881911,-0.130856902,0.09404455,0.456057007,0.410899881,0.587139448,0.691922713,-0.65823465,2.175021064,1.216557397,1.340736047
1097,2.686077976,0.061609721,0.470566708,1.331991169,0.377925828,-0.169377923,0.329393059,0.034546403,0.252125802,0.065522749,-0.13457071,-0.212373082,-0.047831286,-0.132203201,0.185619903,-0.21836962,-0.40235019,0.055662099
1101,6.780689102,0.992973149,-0.434472587,-0.307370669,2.554446522,0.951950018,-0.811525996,-1.516408935,-0.207359955,0.145895689,-0.075048892,0.131213303,-0.389594345,0.320247339,-0.015453494,0.434089494,-0.471785221,-0.610087427
1103,2.885585465,-0.16227427,0.790091265,1.150406609,1.989036004,0.273351947,0.368477654,-0.505004361,-0.150266723,-0.035115002,-0.462509932,-0.163008772,0.228079921,0.495427789,-0.273230893,3.616194115,0.439078824,0.742285305
1115,-9.714285714,17.68618656,3.874218434,2.912901969,2.278527383,0.760497129,0.994099386,1.256496592,0.450711406,0.434847803,1.085283782,0.204501301,0.556695654,0.926823768,-0.651309322,4.294437135,1.276577393,1.724651876
1117,4.922801522,2.206171218,3.114000648,2.512993652,1.727245809,1.076454848,1.518167488,1.611915936,1.212165736,0.99586267,0.914653136,1.4162813,0.984059362,0.924865674,-0.62103242,4.877282182,1.416029828,1.253720966
1121,4.299524441,-0.019932479,0.029904679,-0.046089264,2.327957927,-0.543173791,0.120003918,-0.814559331,0.278682056,-0.565652591,-0.938636195,-0.047438922,-0.296009492,0.187903994,0.332591463,1.595134839,-1.005838771,0.530333069
1125,6.344945852,3.941948714,0.866749857,2.556172262,5.977667292,1.115178736,0.702293483,1.120364962,0.692656644,0.872351789,1.042279484,0.829201075,0.529327129,0.212530695,-0.239306441,8.691717659,4.305153586,0.25044345
1127,1.35753155,-1.739155267,0.223785166,-0.330578512,-2.611212941,-0.427203609,-0.660056105,-0.336751182,-0.798509046,-0.270348704,-0.500811713,-1.399171887,-0.541696587,-0.298221657,0.442373388,2.181749788,-0.331318833,-0.141586383
2020,4.663870122,0.348403301,-0.153036961,2.48206759,2.464584484,0.799039652,1.028521162,0.783630823,0.019936867,-0.769077439,-0.168399203,-1.286419488,-0.957344168,-1.213563926,1.420138889,-1.358827759,-0.338746568,-0.372634035
2090,3.703260974,12.36830578,0.498543351,0.704297234,-0.350699372,0.89305694,1.088797484,0.16355513,-1.074315982,0.275773222,0.977607371,-0.896575717,-0.734180516,-2.144062402,1.658251505,-2.906911787,-0.247926103,-0.541130081
2170,7.30523593,2.719930417,3.373695097,3.418053313,1.536564116,2.461637897,2.152350293,1.348948629,2.82586772,3.282523855,3.234581334,2.076366598,1.011902527,0.657002137,-0.883517823,3.097988077,2.384222034,1.688947717
4001,4.477743499,-1.600157485,0.324378394,0.546954007,1.537023133,1.011496177,1.096669935,-1.722795273,-0.1473573,-0.492844016,2.291742452,-2.059853376,0.296064576,0.096076193,-0.240655473,-8.493460133,-0.291056489,-0.605208461
4003,6.076104916,0.085318221,0.89155835,0.396880765,1.753424234,1.138183005,-0.901049599,-1.979740779,-1.564032655,-0.801111041,-0.519667476,-0.806233601,1.614351214,-0.66892798,0.412954051,-0.310023568,-0.307021023,-0.814082108
4005,3.45846857,1.99835138,0.869360534,1.004215996,3.698141688,-0.103972492,1.115150434,0.388203895,0.837123459,1.027730568,1.301969129,-0.093678145,1.476103881,0.435409579,-0.851710391,1.96690427,-0.683892673,0.285991948
4013,4.938141987,2.973841353,1.91787445,1.733020651,-4.865885584,1.381444339,1.595904794,1.705736106,1.939910391,1.975831323,1.800646697,1.509216245,2.409802757,1.691067247,-1.619359997,1.89923402,1.22172634,0.754626363
4015,3.799557991,0.98893983,0.685837984,-0.741793653,2.749133838,1.084018963,0.485789544,-0.149507707,0.163030094,0.676629246,0.250076928,0.950552743,1.134169884,1.255547602,-0.557542853,3.17254192,1.435055032,1.297913195
4017,4.903382552,-0.11310694,1.333656862,0.193336112,-4.801062182,-0.142258092,-0.283059275,0.212897081,0.72585304,0.162810705,1.615301495,-0.97249741,1.366606704,0.433700032,-0.588691356,-1.926163724,0.465107678,0.483202945
4019,4.834500177,2.190176698,4.645797853,0.808483644,-3.729268771,0.754973253,0.285477819,0.419188347,0.798953193,0.54842332,0.61196505,0.64583362,1.594103849,0.789742395,-0.840559202,1.305181824,0.529167419,0.526192869
4021,26.47455429,10.39884306,9.375229744,4.173833872,12.57618151,-0.221445282,1.141799307,0.512436591,3.227944009,1.160933325,2.940597761,2.794714962,3.928299983,3.500261664,-3.290916595,0.446421589,3.246974244,4.327227601
4025,6.713247968,2.221485092,1.34879018,0.084917611,-2.144320911,0.39182985,0.353488636,1.173831459,1.724979431,1.558644514,1.48793053,1.155336449,1.67639634,1.338833499,-1.149728412,4.241467151,1.625573264,1.173885317
4027,6.690823867,1.600597158,1.975786772,1.363715894,-0.23505879,2.219236778,-0.422163588,0.589435162,1.016893554,0.505788523,0.663811039,0.925444121,2.213613191,0.782074974,-0.868153817,-2.331419188,0.411614088,2.588023595
