CountyCode,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012
6037,554411.6948,554312.4898,553075.1597,552217.2414,550041.6323,547406.3046,543115.8414,538478.043,533466.9965,527619.1487,522041.943,516283.2823,511854.0843,506486.2687,498348.3055,486791.9556,473232.5275,460148.3448,447190.5201,435382.8537,425947.1167,418213.629,410894.9475,401737.1431,394101.0691,388621.9855,385249.3588,381931.6926,378742.464,374826.4769,371535.2014,369395.7452,368434.3325,368023.9524,368891.5242,372081.4502,374310.2539,374605.9356,375198.6452,376886.9695,380104.6789,380092.9271,378691.2271,374966.1521,371138.61,367367.3954,363962.1874,362349.6017,361402.0523,361505.6657,360420.2357,359301.8205,355915.5155,354366.2913,352882.3967,350951.2244,347411.7334,343482.0041,341871.0807,341147.3766,340714.0104
17031,258926.7471,260035.103,260908.7726,261226.7653,261121.6324,260760.3343,260186.0042,259565.1093,258522.4831,257502.9122,256384.676,255083.2058,254090.7164,251437.7841,251008.508,248423.9879,247946.5303,244886.1679,243791.5636,240854.3673,238619.3512,234863.9019,231595.2485,227450.7958,222983.5679,219371.167,215625.1528,213796.6472,211480.8983,210400.8868,208920.033,207740.3223,205233.2832,202794.7703,200063.0273,199077.2708,197814.6996,197573.2114,195979.9743,196351.1396,195704.1536,196366.6444,194179.593,192467.6762,189810.2231,187782.9585,185211.7801,182599.5693,180413.5338,178335.9346,177038.6878,175476.4169,174791.3916,173605.8414,173205.7223,172196.2555,171206.7008,168914.9605,167194.7313,164635.7864,163008.1846
48201,136415.5094,136350.8163,136036.8237,136061.9985,136431.7608,137047.8994,137440.5352,137869.8199,138222.1451,138563.7918,138809.8729,139022.898,138708.6371,138140.7603,137516.817,137273.3367,136996.5453,136650.9979,136346.918,135919.8946,135287.3273,134602.6624,133748.1142,132816.7851,131879.1765,131542.562,131476.2996,131632.5508,131857.7714,132284.1736,132809.0929,133059.4898,133015.082,132635.0483,132505.307,132569.4209,132526.164,132443.3757,132536.8566,132932.4581,133280.3202,133219.0785,132566.7064,131352.2355,130217.2115,129340.3825,128859.9527,128440.9827,127958.8888,127396.7783,126587.9895,125866.4853,125295.4521,124955.2708,124851.9718,124883.1709,124824.6306,124649.5163,123902.3974,123236.1277,122881.9297
4013,292648.4092,290854.9507,289773.5379,289472.9743,289348.244,288493.2042,286754.7532,284250.8847,281383.1894,278440.7305,274451.5115,270101.1886,265455.2622,259921.1321,254109.0197,247212.4643,241912.2422,236926.2002,231816.1128,225296.5223,218608.588,213020.2899,206244.5853,199026.4272,192066.8619,187786.9371,184286.0552,180933.2976,176992.6636,173630.9262,170952.9587,168825.0821,166958.3498,164362.884,163344.8552,163082.3458,163435.0088,162625.955,161352.6661,160788.53,160184.1207,159623.3215,157431.5923,155266.1392,152398.6254,150436.9558,148506.8511,146734.5909,144528.2842,142561.325,141312.9676,139898.4931,138452.0524,136762.9607,136007.4908,135773.4446,135837.09,135990.0946,136036.305,136936.0896,137764.0678
6073,515844.0417,513795.9085,509148.5331,503885.8427,498088.8035,493694.2268,489001.235,485557.1397,481468.8901,477258.9046,471891.1325,467574.6,461997.5397,455096.4283,447033.0661,440180.8106,432633.0349,424804.7986,415878.0534,407175.3863,397238.0232,388177.7074,379856.532,373842.3378,368696.4041,365353.193,363355.2816,359479.0065,356417.1617,351328.9963,349443.3117,346893.1344,347212.2534,347617.3837,350490.8128,353694.2316,356937.1742,358963.5101,360954.2877,364168.1454,365495.91,365683.1093,363912.3639,362101.2839,359428.8998,355654.0895,352230.8151,350513.5844,349501.3249,348620.3169,346475.2471,344921.9607,343346.9119,342466.0611,341046.8831,338181.4476,334939.3331,332173.1019,330905.8685,329855.2958,330148.9464
6059,649840.8964,649569.5075,649407.1324,645760.1486,640657.5509,635934.2554,628984.4708,620635.5409,609475.357,600292.4424,594422.2412,586980.1341,577021.1147,562365.5315,550527.798,537897.4156,526610.3679,515574.4346,507850.5837,501928.0063,498483.8094,493286.216,486124.3896,477704.5759,470082.9334,466534.8064,462415.632,460025.8912,457413.6083,455215.5464,453444.1265,451509.9598,451747.9624,453519.5365,458159.4562,462913.3225,465074.3032,465277.4605,464235.8517,467039.3548,468941.3812,470029.6814,467313.6316,464228.5596,460791.7042,457187.8556,453250.4032,450382.8666,448709.5959,447953.3133,446188.6281,443366.1993,438500.4061,435120.4064,433550.8851,432243.5386,429206.1416,426331.2958,425552.2892,426619.3001,425789.5448
36047,468197.4478,467253.7573,469762.1409,469707.2953,470702.6895,469371.1406,468948.8527,470692.894,469489.6481,468083.5315,466644.5799,466454.0672,468136.2012,469412.0706,471978.1001,471616.6623,469316.41,466647.2567,463291.8701,460711.7189,458657.3516,456629.8908,454702.0934,452502.8854,450126.6629,446295.0517,441860.2126,437073.2594,432874.9555,428411.8355,424041.9748,420172.7818,417495.4385,415205.167,414285.3299,413916.5196,415343.5506,418488.7719,418664.8181,417601.1837,415969.2524,417377.111,420924.7147,423052.2774,424987.6122,425149.2127,425035.813,423648.7916,421967.5872,419726.0273,421447.2837,424102.4965,426721.1956,425603.0908,423381.3796,422026.2967,422631.0675,424213.2257,425836.8009,427505.767,428642.1264
12086,330235.3165,330832.6253,330223.9319,329968.075,329021.9707,328142.1519,326994.6651,325477.0339,322702.8926,320048.7791,316555.9833,314155.8057,308613.6321,301978.227,293955.0155,286957.3298,280535.6373,274132.6523,267743.9291,260486.8583,252734.8814,244850.4435,237639.5377,230418.3459,222925.3297,215726.304,208960.3536,203144.8068,197801.0686,193527.8108,189222.6523,185430.171,181841.0809,179184.0785,176836.5082,174528.5732,172901.0235,171735.2975,171221.6251,170829.0988,170376.3633,169292.5667,167912.511,166328.1749,164958.5713,163128.6318,161490.3568,160236.761,158990.1791,157689.3269,156589.9417,156111.3402,155632.2715,154910.1846,154147.2434,153657.6818,153436.2828,153756.6756,154244.8038,154515.9795,154947.3909
48113,117739.6687,117272.1008,116727.4956,116750.615,117185.4622,117614.9753,117999.478,118372.4663,118807.7137,118930.2481,118996.4181,119167.926,118806.1159,117842.6107,116533.0851,115672.572,115238.0155,114860.8673,114735.1688,114351.178,113682.3423,112628.1504,111152.614,110050.3836,109131.244,109181.1137,109271.5918,109594.5888,109770.6265,109839.1308,109869.03,109757.5225,109860.0114,109959.2534,110415.5095,110681.1791,110544.9335,110149.0678,109661.5198,109610.2279,109519.2102,109596.6544,109305.8456,108800.9558,107818.9539,106963.4599,106075.5008,105764.9381,105487.6949,105254.4672,104694.8618,104014.086,103350.2687,102780.3943,102486.6948,102224.324,102131.4794,101900.3217,101683.4626,101104.7752,100483.3653
6065,411728.7062,411664.5734,409847.9587,406710.7434,401841.6361,396217.4977,391637.0434,385783.2356,379083.7672,371853.5404,365357.4399,359328.4493,352990.7887,345422.6158,335844.006,325007.7968,313660.0647,302396.4184,289906.0666,277306.2776,265670.2774,257124.7482,249581.4019,241658.5562,233208.9077,227707.8249,223813.2481,220352.2932,215714.9488,212464.1547,209616.8538,206380.9056,203173.6475,201111.8402,200965.258,202338.5669,204684.6197,206398.7679,207281.4166,207935.2058,209092.6641,209242.4889,208544.4121,206266.2201,205038.4045,203151.4593,203444.3036,203796.5083,204533.1283,203892.5009,203202.9435,202451.1543,202121.5596,200656.5691,199303.6046,198463.9416,197761.455,196952.6032,195785.9582,195277.6502,195330.436
36081,490796.9493,490952.3465,496012.4689,499888.6121,503791.5438,501580.0416,499795.3179,497886.5817,496994.1645,498546.5208,499211.708,500554.1369,500775.0363,499966.2556,497245.8992,494246.102,490484.3168,486676.0903,482519.5409,478348.5473,473860.0558,470006.4744,466272.8884,461449.3231,455890.066,450269.5551,445986.1944,442077.6235,437936.1126,433957.9539,429765.5867,426259.8284,423321.5111,420561.7954,419565.8028,418795.4832,418566.8564,417352.4244,415606.7168,414608.2146,414377.3175,415967.668,417240.6024,418325.6266,419571.3175,421169.6986,421617.4968,420511.6635,419884.7422,419738.8927,420490.2414,420335.8553,420335.5675,419844.6054,419557.6278,419431.0823,418893.2622,417420.2818,415935.9411,415124.8709,415037.4664
53033,439926.8476,441034.2123,444201.9947,448537.3779,452286.447,454220.6884,454849.2333,456666.1671,458153.1644,457678.6335,455022.4943,452675.9308,451573.2545,450135.4225,447562.4796,442935.0137,437466.8719,432141.2354,427646.783,422151.3236,416647.9973,411383.767,407594.6154,401554.9953,396552.1026,391668.7858,388675.7221,383258.9749,377624.2282,372160.7537,368627.0794,366044.6799,364337.996,363337.0351,363228.6627,364169.3972,362963.6895,361175.7093,358071.2863,357684.6597,358089.5646,358006.9505,356354.0363,353040.3502,349978.4571,345968.007,342352.8921,338925.8937,336354.4331,334765.7362,332672.9702,330783.1584,326759.2882,323513.1722,320174.7314,318057.6886,315607.0985,313239.3863,311398.7315,309537.0696,308112.7019
32003,325123.9059,324443.2296,323661.7848,322145.8339,320157.6582,317294.5856,313743.3977,310186.603,306221.6801,302594.0111,296899.6349,290520.7344,282438.8924,273696.0019,264847.7083,257459.2706,251529.4293,244864.1817,237744.4635,230303.947,222756.5329,215571.1678,207687.9044,200792.9925,193869.6487,188691.8589,183744.4541,178660.5784,172418.1762,165825.5497,159240.8201,153986.8924,150003.6185,147530.3515,145822.8224,144226.947,143438.5315,142704.2041,141981.379,140756.9728,139531.3851,138945.6859,138381.4288,137750.5517,136754.3804,135898.3007,135547.3351,135064.8861,133880.4984,132084.9198,130181.0474,128373.619,127220.7285,125753.7485,124705.6789,123101.7517,122189.0036,121459.7425,120952.1662,120479.5937,120313.0652
6071,365604.8658,365937.1431,366322.619,366351.4113,364985.0736,363272.9724,359385.4254,354627.7055,349151.9009,343578.5059,338036.6392,332768.7794,327958.9868,321441.8905,312023.8221,300196.7053,288527.5691,277814.3521,267107.384,256449.6284,245813.3178,236488.9974,226984.942,217931.2998,209367.0432,203297.0697,198756.2779,194588.324,189946.088,186142.6846,183851.9099,182357.8862,179182.9793,175997.6587,174444.8335,174681.0645,175580.1952,175542.8783,176256.7598,177100.7139,178332.9946,179345.8832,180160.8367,180204.5945,179740.1943,178693.3638,177382.6359,176587.466,176210.2972,176382.894,175891.097,174689.385,173603.2588,172643.0526,171942.0646,170250.7169,168795.5192,167402.6776,167489.6434,167288.5959,166995.0479
48439,136796.6055,136485.3427,135996.5705,135836.7191,135931.0134,136183.0021,136470.4681,136779.6682,137323.37,137952.9679,138306.5975,138495.8301,137542.5514,136376.1079,134783.7177,133896.8952,133100.1775,132737.5846,132543.9405,132255.0862,131531.3236,130585.8386,130034.9268,129574.3282,129229.6832,128947.11,128988.9278,129289.7936,129716.1961,130018.0131,130207.1842,130124.0139,129939.3408,129871.1135,129982.9873,130248.762,130321.7824,130338.9054,130243.1116,130360.7995,130506.8575,130615.9366,130326.1165,129748.8944,129098.5462,128338.3238,127710.4983,127057.442,126704.4849,125882.2365,125431.897,124766.2938,124396.2425,123635.6719,123118.2702,122872.234,122913.6499,123039.7109,123009.2853,122906.3646,122678.2213
48029,127406.2338,127751.6949,127740.8046,127797.766,128478.2779,129440.7925,130554.9444,131418.7668,132089.8496,132686.9843,133200.5674,133733.4502,133692.5222,133381.7069,132963.972,132899.095,132984.2951,132939.7194,132756.4721,132156.1991,131426.0992,130715.8987,130307.325,129948.2645,129480.4081,128850.1014,128370.6023,128012.0208,127767.0029,127375.99,126944.3577,126299.6788,125778.7062,125443.2899,125489.3815,125566.6081,125651.2229,125688.3699,125865.1876,126062.6361,126313.2392,126333.1672,126293.7071,126301.8622,126219.2656,125840.9871,125054.9391,124281.7402,123677.6005,123130.3808,122859.0802,122493.1202,122151.7019,121472.1743,120965.6531,120573.3531,120385.5913,120200.755,120162.5135,119947.8865,119752.5001
6085,696377.8932,697901.3794,698786.4007,699733.4364,699638.8777,696721.8425,694614.6403,693280.78,691868.6461,688245.1205,683825.3891,678067.5078,671032.4671,660547.9545,648887.3171,639748.3048,632262.537,623678.9085,613137.9971,602724.8195,590979.5411,580620.3393,565967.8485,557047.7788,543579.9175,536662.3269,525047.8806,518683.9427,512610.6226,510815.7917,509586.9201,506789.1898,504254.2353,504501.1527,510436.6464,514616.0508,519607.4732,521641.3677,530135.2476,533996.4325,535912.1537,530745.9412,524353.3219,520333.3986,518743.4692,517713.8764,514282.9463,509202.0368,506526.5537,502826.2107,500815.2458,498097.7604,493940.504,493463.8578,492513.6197,493870.7426,489175.9825,483517.7285,482474.805,482138.4587,483167.2607
12011,271413.5363,270945.6813,269995.6633,267894.0715,265351.234,262052.0592,258365.4177,254067.0379,249960.0316,246225.1344,242019.6556,237329.6325,232529.5248,228427.6751,223546.2241,218822.4234,213312.0581,208851.7201,203312.1251,197634.3134,191615.526,185425.3029,179888.0064,174788.2356,170821.2816,167260.1739,163932.01,160872.7966,157311.3972,153889.2387,151038.3542,148896.6144,147061.2797,145725.1975,144916.3355,144381.5856,144036.2131,144303.4072,144699.0035,144646.5708,144124.913,143308.6418,142692.2309,141729.7862,140611.7719,139093.5442,137540.3651,136134.7494,134973.997,134149.4124,133520.1263,132774.2169,131869.0269,131016.3047,130402.04,130123.5797,130003.8849,129798.1563,129693.6671,129673.7811,129777.7547
26163,139723.9461,139099.6495,138465.3898,137953.548,137374.7614,136642.6161,135670.8034,134683.2664,133389.7444,131746.9125,130209.6785,129050.8299,128296.8852,127058.0155,124736.8129,,117039.6342,113001.3765,108300.3846,103254.6467,98431.06573,95052.29662,92395.15577,89267.55709,84854.49801,80017.91731,74985.18696,71084.9141,67784.90936,65716.72227,64956.03683,64700.33336,64348.59606,62947.50064,61318.23366,59587.50008,58173.31777,56761.12329,55672.17932,54728.24678,54125.0051,53933.28921,53601.40062,53177.26457,52530.68529,51973.58602,51272.91466,50406.94495,49523.89603,48768.25074,48073.84929,47201.80438,46368.63419,45599.4531,44955.74581,44626.67706,44517.02124,44536.63803,44543.51998,44497.35051,44585.78304
6001,604609.6999,603862.5909,603559.9131,600906.2405,597094.4756,592450.5813,588931.4802,585850.7794,582135.7905,573356.8606,565737.7151,556896.2139,554705.4423,553303.5956,550795.4039,543503.109,534526.9793,526476.6567,518214.3162,508671.9955,497678.1727,487269.872,477394.131,470784.6014,459267.5079,450859.8999,442399.2062,438742.5417,433344.179,431660.3207,429481.4372,426033.9017,420733.5348,419728.7342,423545.5301,428281.7613,433436.0378,436679.7114,439143.5677,439432.8037,440915.8645,440767.5786,438945.6185,434511.0036,430292.26,426984.7952,424867.9624,422029.8494,419536.2639,416288.6046,413406.6151,409243.0224,404105.6762,398275.7188,395632.8387,393754.9709,393619.2263,391377.1009,389092.6721,387029.4281,384697.1467
36061,909995.4124,916199.245,913990.5936,917911.709,921769.1723,917732.6414,912795.9087,906110.1558,905411.0321,905765.5405,907557.278,909270.4839,911147.9949,915323.1513,919263.4461,927713.8776,926315.1723,921778.0959,907691.1409,902180.5132,908647.7506,915088.2729,922065.6216,908033.9706,908982.4806,910013.1744,927940.2036,923635.6121,925154.5653,921235.5878,922290.4854,909925.8625,894181.4845,878320.7837,865437.0913,850849.51,838322.5554,828155.1622,822898.0103,824188.1583,824498.6111,827634.5851,835294.9599,846953.8446,858918.3326,867976.4845,869092.9635,867812.8745,865018.6251,868457.0787,873384.5178,879342.2103,884086.2829,889452.3403,891938.9098,898209.7181,904429.132,910134.493,910933.6333,910235.6037,906567.9612
25017,402612.5857,401524.4289,400819.8714,399653.3832,399111.047,397628.1918,395425.0264,393952.4928,393250.7126,392517.8615,391235.1562,389507.5382,387832.3481,386329.7188,384574.2105,382449.2761,380820.3125,379490.2295,378381.4943,376987.4536,375372.2409,373318.4691,371010.2003,368732.2316,367046.9477,366188.7574,364813.8481,363798.8748,362032.8095,361645.7466,361582.8477,362114.3633,361897.3071,361511.1201,361696.396,363038.8593,364943.0662,365843.1839,367010.2696,368014.1654,370497.5653,372018.4725,372870.4125,372047.2938,369930.1255,367759.5215,366194.3379,365804.13,365622.8649,364865.3156,363185.9711,361625.2519,360087.9372,359842.4594,359121.1271,358671.0489,357875.4639,356640.6928,354856.2925,353517.339,352125.0194
42101,124932.4614,125598.2585,126188.3548,126406.9496,126813.9151,127275.7607,127826.5485,127963.8574,127627.5256,127396.4075,127418.6389,127648.7669,127592.477,127707.1665,127661.6611,127730.3544,127389.2485,126901.1218,126069.1446,125131.2012,124320.8419,123846.6316,123376.5987,122651.8503,121548.4743,120585.7567,120087.0385,120129.3772,120330.1952,120384.1281,120282.3094,120098.1591,120057.6287,120005.3922,120042.9234,119836.9264,119876.1614,120081.0312,120582.4677,121137.3642,121583.0485,121861.451,121697.4472,121074.4294,119825.9684,118521.1389,117401.9534,116566.5612,115804.232,115230.5201,115188.9934,115073.5696,114701.5004,113745.7303,112647.0803,111589.3354,110926.1998,110601.1015,110429.9445,110234.2598,109859.1048
6067,356552.5014,353207.9784,350820.5941,348806.5807,345203.9028,340356.4112,335011.086,329936.7154,325278.193,318895.566,311699.6295,306466.7897,301192.9142,295337.3546,286383.0416,277901.5977,270084.4315,262338.8673,255211.6338,247924.2507,240474.3116,234869.6815,230113.8037,226947.6634,223030.637,219145.3817,216287.0679,214435.3714,212715.1413,211077.0481,208053.9398,205263.0488,202869.2238,201857.2405,201710.5447,200823.9851,200256.3887,199642.5512,199859.7305,199450.9388,199306.4046,198738.2433,198295.948,197179.06,194940.9398,192530.2099,190739.2061,190319.8667,189615.3661,188065.8599,185904.5223,183886.2919,181526.3262,178821.73,176556.3544,175242.4267,174668.3719,173473.6137,171965.5277,170349.4392,169644.8391
36103,458617.3326,458300.4129,457919.4959,457000.776,455566.1095,453889.2886,452300.3501,450415.3634,448364.6609,446940.6304,445243.597,443779.0441,441210.5041,438973.7229,436386.8403,434964.3327,433216.639,431469.3143,428542.6592,425150.0584,421354.7497,417267.0173,413181.6273,409582.9088,406115.0778,403179.9047,400623.504,399178.3173,397705.8957,396244.5857,394117.8092,392174.5107,390175.0622,388719.6962,387738.2941,387032.9209,384998.8913,384548.4928,384922.2867,387693.3944,389761.9949,390763.6186,390760.0026,389345.8983,387872.567,385992.9392,383718.2055,381655.6573,380040.0971,379277.2406,378151.4881,376774.1127,375567.4044,374983.314,373770.7967,372167.6949,370179.1745,368713.7127,367683.1615,366649.6734,366000.4975
12099,303744.9809,301127.9447,298042.1397,294174.873,289898.143,285554.1229,280543.659,275542.1967,270772.0651,266590.9982,262223.5149,257224.0419,252064.0233,247718.2273,243497.8695,239711.464,235570.9846,231760.807,227680.7067,223211.8545,218386.7367,213769.9434,208733.1626,204857.8874,201144.9055,198611.0976,195377.3006,191941.5257,188246.9261,185226.4367,182894.2102,180660.5551,178736.1713,177212.9263,176425.8908,175591.6998,174794.5783,173893.0507,173630.0045,173538.0137,173107.9803,171932.8289,170419.6479,169085.7172,167964.3882,166674.3085,165435.1934,164016.9066,162483.9725,161070.6236,159552.0153,158537.1178,157495.3558,156285.0124,154656.2528,153134.0826,152058.4099,151275.086,150817.2347,150659.0616,150734.2586
36005,459070.953,461241.2776,463224.4748,466473.8128,471428.2234,475918.6653,478399.4808,479917.0674,479931.2959,480204.7627,479826.7234,479145.8982,478489.9112,477949.2595,475693.0414,472002.2348,468092.8383,466660.3605,465724.0156,464094.7414,460311.2713,455815.5832,451732.9239,447646.2376,444224.4092,439592.2587,436111.2715,431343.8823,426879.4269,421037.6554,415326.12,410253.9048,405406.6943,404902.6943,405373.1295,406576.2964,404236.1289,403142.246,399489.922,393493.2071,383512.7359,373838.0879,366997.6655,361883.5309,359019.4981,354628.6704,350002.3241,343729.9384,340025.7583,339155.8654,343518.6227,343841.6535,341165.5914,337099.8783,337878.6964,340342.1841,341041.4694,340838.3558,336795.2528,333726.5971,328933.8501
12057,232801.5529,231903.8013,232513.3315,233317.5915,234027.8322,232881.3047,230628.2162,227592.1496,224154.2064,220384.8964,217157.5439,214581.5243,211302.5851,206635.6688,201678.3818,197745.7521,194367.219,191574.4593,188496.3401,185638.8828,182514.0998,179099.557,174634.7182,170181.8663,166321.1384,163287.1418,160479.7058,157449.4778,154548.2366,151507.7719,149011.0122,146643.9773,144761.4509,143188.1214,142155.6719,141179.4055,140571.5021,140079.5287,139777.5251,139269.4667,139207.9326,139214.1362,138744.3234,137858.2811,136371.9514,134988.7793,133281.7636,131877.7344,130415.177,128864.6892,127365.2476,125663.6566,124052.473,122575.7592,121443.7766,120527.9337,119927.6479,119817.528,119914.8747,119854.5271,119231.563
12095,273035.4976,272142.3424,271132.2327,270997.4037,270264.9471,268819.4737,266604.4542,263667.1149,260749.3642,257219.6163,253657.4743,249482.5653,246109.5708,241220.7309,236288.3615,230554.9305,225144.566,219848.6683,214682.2103,209861.6609,205680.5664,201366.2186,196057.3069,189599.763,182394.7714,176067.3914,171591.4639,168020.5245,165533.7474,162274.3457,159727.4977,157044.4086,154524.0768,151965.6824,150479.9599,149769.9502,148415.7241,147002.1335,145735.3255,145056.352,144200.758,143104.9237,142133.6996,140727.7191,138999.3575,137642.238,136175.7084,134646.2626,132979.0493,131553.7678,129970.9594,128278.9031,126795.0252,125749.9099,125008.9405,124821.4582,124967.0045,125023.3666,124784.4195,124633.5699,125111.2783
36059,518362.3489,515373.9166,514262.9637,512106.1478,510458.7047,508405.903,506742.7693,505371.687,503068.2177,501317.8535,500059.1175,498676.2573,497494.3125,495218.3475,493213.2656,492060.1718,490261.1982,488535.7259,485956.1954,483580.7998,480920.3597,477474.9644,473545.9587,469563.8638,464568.8053,459814.9679,455101.2526,451161.0988,448906.5108,447043.0353,445885.9103,443374.8915,441449.4512,439814.3825,438799.7635,437820.4981,437573.6014,437731.2733,438064.7544,438028.0579,437264.6887,437755.0878,438915.4145,440720.5911,440786.9427,439485.3144,437639.3332,435233.1404,433009.2212,430961.7663,429779.9379,429017.7863,428321.3727,427037.7704,425923.6922,424364.9813,423111.5869,421559.4116,419717.968,418013.7202,415931.7533
39049,136088.7471,135695.1786,135415.0926,135169.1485,134944.4789,134815.27,134598.9987,134415.2099,134240.5307,134144.46,134021.836,133837.751,133242.0497,132565.7074,132084.264,131892.2471,131911.6892,131981.8041,132004.6688,131854.0814,131472.1096,131029.4693,130446.8581,129832.0607,129268.6094,128645.2532,127946.1017,127234.8836,126699.9718,126203.701,125692.2271,125179.0893,124826.1641,124698.1121,124615.5927,124473.7085,124484.8784,124658.1402,125058.406,125131.0682,125118.5833,124858.9896,124423.0131,123752.6069,122829.2595,121969.6495,121090.6237,120414.4436,119898.8563,119355.535,118735.9934,118030.9846,117428.1715,116758.9157,116070.6934,115347.5249,114742.3832,114022.9628,113415.6885,112707.3227,111936.324
26125,207947.1708,206563.967,205114.6442,203473.7815,201692.6559,200118.0489,198817.356,197599.8571,196257.5407,194717.1176,192870.3336,190860.7858,188623.3589,186214.3946,183653.205,181281.523,179474.0259,177749.5324,175764.9612,172815.6805,169471.9791,166196.4159,163520.3864,161177.6981,159197.3017,157229.0558,155574.6152,153388.0394,151662.3542,149312.9164,147467.9947,145463.7427,143964.3256,142322.5244,140650.5471,139002.1305,137743.4218,136546.5076,135726.1183,135645.017,136181.3234,136918.0485,136847.0795,136477.4739,135798.4223,135103.2959,133924.2525,132918.0435,131843.876,131374.2345,130711.5234,130400.5026,130135.2168,130127.4925,130462.4886,130794.8587,131298.4232,131561.7416,131820.1502,132117.5519,131971.3166
27053,249850.6426,250292.2416,250429.7319,250295.8398,249448.2305,248914.074,248011.8325,246940.5624,245502.4445,244542.8909,243640.6285,242152.688,240275.7004,237325.0498,234784.1914,232583.9603,231423.8242,230699.6867,229340.6147,227474.6914,225243.6516,222637.7118,220197.2592,217389.3209,215270.5624,212947.9937,211318.036,209535.7896,209101.6899,208881.1126,209356.6378,209806.0794,210167.0789,209944.5677,209316.4361,208670.1022,208524.9889,208729.0447,209283.4451,209372.4882,209140.4812,208516.6557,208053.0926,206753.5308,204836.3589,202434.1274,200516.5909,198735.2495,196924.2106,194825.3459,192965.6658,191525.4598,190923.8511,190238.273,189230.8209,187586.4495,185331.2019,182799.1844,180280.9837,178124.6215,177062.1353
48453,209878.5713,210469.0549,210954.7353,211605.0604,212537.4179,213552.1439,214580.28,215582.3658,216606.6087,217612.105,218616.7923,219490.2057,219876.1504,219820.0055,219920.7744,220236.9821,220682.9552,220500.3705,220137.2092,219491.9728,218836.7106,217846.6789,216088.9756,214399.9602,213064.4058,212393.8863,211675.3249,210921.3177,210480.757,210266.0253,210014.638,209517.934,208836.9187,208254.0536,208356.0324,208619.434,208398.3602,207995.0165,207812.5134,208115.3352,208615.6305,208757.0666,208378.7844,207439.4794,206368.6216,205363.2686,204273.6901,203323.9128,202696.704,202191.4677,201868.9937,201892.0307,201903.7549,201841.6153,201421.6379,201493.8338,201576.0184,201453.7329,201073.2423,200722.2027,200904.7186
39035,125750.5541,125148.6648,124445.4195,123798.2342,123374.5379,123099.7064,122551.8167,121882.4803,121476.0055,121100.1974,120273.6164,119352.4962,118508.3071,117813.4727,117402.6596,117050.9178,116630.9535,115889.8801,115160.6792,114562.2505,113759.3067,112765.3225,111766.2212,110860.7908,109825.7208,108744.8749,107751.0822,107231.2099,107161.2982,107305.1897,107308.9585,106955.48,106510.7763,106153.3511,105811.9493,105424.7966,104980.2528,104767.0389,104635.7892,104822.67,104790.2868,104726.9942,104256.3854,103906.945,103388.8501,102706.4063,101916.6763,101056.4238,100253.5088,99333.40751,98617.08312,97929.50752,97329.00093,96593.80353,95997.98046,95341.48097,94714.12006,94032.46332,93390.07705,92831.61006,92290.12503
42003,108746.5979,108968.1264,109164.5058,109236.3533,109340.6504,109452.3454,109879.1008,110326.3482,110918.8308,111423.5839,111882.9088,112144.696,112294.8464,112222.6678,112130.6737,112367.5128,112705.04,112833.5281,112615.9919,112231.7761,111962.405,111574.1916,111161.6042,110272.6402,109514.7386,109405.1547,109832.0788,110251.0525,110483.1885,110804.5352,111269.7406,111342.0909,111311.8388,111461.9661,112103.1407,113011.8955,113947.9355,114863.5451,115913.5532,116974.1497,117577.8436,117654.7974,117393.2542,117052.4861,116854.0086,116426.187,116021.9387,115493.3036,115319.5859,115160.4236,115062.09,114788.4579,114585.2671,114323.3296,114182.1352,114160.1034,114319.273,114273.4263,114196.6591,114138.9591,114276.258
49035,232591.8438,236038.0045,239521.7364,242541.22,245464.8541,249003.0059,252770.0765,256537.2673,259085.9439,260572.1931,261756.2411,262998.6207,264089.2736,264087.7231,262785.3556,260661.8879,258334.8479,255801.8459,253192.2396,250371.6069,248430.2829,246752.0838,245373.3465,243652.4571,241112.6306,238069.2279,234651.3331,232336.6003,230193.9622,228452.9661,226570.8993,224636.0224,222606.2027,220730.0335,219378.522,218382.5356,217840.402,217659.4629,217586.4855,217467.6301,217443.8933,216681.0624,215233.7921,212729.2711,210829.7114,209381.9584,207997.2846,206058.4741,203465.434,201102.8449,199400.2354,198200.1969,197189.3578,195978.7458,194896.3273,194307.2811,193371.289,192240.878,191093.9101,190642.1215,190671.5736
