GEOID
12660
38920
22840
32100
26540
14010
45020
28660
16580
47080
42780
27540
33060
17860
18020
14780
44860
24340
46780
11620
31900
38840
37660
27920
39740
30060
31620
23300
14020
16060
43060
21140
35820
20700
18980
11060
11540
32620
32500
22420
22060
43020
19420
10760
38260
41460
43700
43660
36220
33420
47620
23900
30280
14420
48100
36830
37940
45660
34740
14820
29060
11420
47920
14300
19660
49180
47340
47660
32860
20420
25700
22700
32300
37300
18740
16380
10300
10460
16340
17660
12900
46220
24700
15900
19500
49380
36860
17540
10660
33140
49740
29620
24900
17640
40460
28260
14500
24940
18460
29980
49780
19860
20900
12120
35660
24020
43100
44020
23820
44620
39060
18380
43420
37800
28100
27500
37020
36820
29940
38940
16100
11780
18660
25460
19980
44260
22580
47980
20660
48140
47420
41060
10180
21120
18900
32260
15220
13180
41780
34660
13780
37780
30380
21180
22340
23380
12860
21300
27460
44580
30660
25100
34140
44900
39980
31860
25720
36940
34540
20300
26740
43580
17140
10420
28940
23060
16740
29100
16500
21380
48820
13340
18820
11580
12180
27620
12780
44220
33260
32140
43140
32460
39700
11460
12820
10940
34220
12980
48940
35500
21900
19460
43980
33700
35700
22100
23660
42100
32740
29540
39460
27060
45700
11380
49620
31380
14620
27340
21860
49260
34380
21740
30340
16140
32700
33340
33580
31060
26700
24420
48900
46620
32980
26090
23460
30700
43620
38380
11100
12260
29860
20500
17460
13980
16860
48660
29340
22900
15260
13140
10980
28540
36420
21980
14260
11660
32580
31740
21780
43300
36540
32780
31260
16820
11700
39300
43760
34420
16180
15780
37080
48620
47460
15420
16620
16660
19340
24220
17200
37100
15660
42700
38060
45780
26140
32380
18060
41900
44180
22220
45580
42300
37060
44780
43940
26860
32220
43320
31420
22180
36260
27220
34100
33940
11260
48540
34060
14700
18140
33980
38100
17380
29180
30300
46500
35380
40080
22500
27940
27300
44100
10740
23580
13420
38660
15700
20580
46060
24380
28780
14380
48060
38460
19380
40540
45180
38740
24580
22820
10140
23500
13060
31020
26260
21060
38540
41400
40100
20460
44540
36780
34500
24500
47020
29260
42540
31500
20140
42660
22380
38700
40380
34860
14140
41760
28580
48780
21220
43340
15380
44340
41100
19220
31540
22260
46180
42820
14660
48980
21340
37140
16220
31980
45740
11180
12380
25020
43900
12300
43740
44920
18860
20380
33180
18620
21640
40760
20020
14220
22780
28860
39780
26960
46460
27380
14860
47700
45520
17260
11900
19140
23700
40980
21580
29420
39140
17020
35060
40740
20940
39220
13300
45380
17740
38580
16260
17820
20100
42680
42740
21540
20540
41980
30620
38300
40220
47260
31940
44140
25780
23860
13260
12680
42020
21420
18500
47900
16980
12060
14540
14460
28500
45300
18880
11640
40660
15540
25540
45900
10500
40180
26580
29200
41540
38500
40340
30860
29820
10580
11820
39580
12580
32940
28900
40060
31300
25860
39940
22520
34980
25740
32420
44660
19760
36500
12100
10860
49820
24640
32660
45820
36380
30900
25200
38180
20780
41860
27260
45220
25420
38900
30460
13900
41180
17780
19060
30780
45060
41700
45500
36740
38860
31180
21840
19820
36300
12700
46520
31080
31140
25620
12220
42180
19780
33100
19100
24740
17900
39020
44420
40900
42200
32820
43180
16420
23540
37580
24060
17980
31340
19740
42220
25980
10780
46740
18780
47820
18700
46140
15020
18260
33500
41740
39380
36840
15140
44500
15340
35980
15740
30980
41420
27100
18580
45000
15860
45340
37900
48180
21700
43780
22860
34260
44940
36700
30940
10900
15620
30020
20220
39500
46540
39820
12940
41500
35220
16300
26500
35260
28300
27180
10380
30820
13620
46380
35140
27860
32180
45540
22540
38340
36620
31680
29740
46700
49020
11140
15580
12020
27140
16020
17220
35300
33620
49460
23140
21660
28060
44980
35100
27780
10220
40780
19300
19260
30880
13220
11980
27160
29500
47580
44060
38820
30420
40700
13100
41620
35420
26980
21820
25880
18180
23940
49700
17580
26340
35020
17340
12740
35940
27600
14740
43220
20980
28380
30260
36340
22280
38780
48220
32020
27700
19000
11220
40300
48300
37260
31580
40940
16940
45140
22660
28620
36900
34620
35460
39540
37120
28420
19180
10620
20060
20260
42860
24780
29460
33020
39900
44700
42340
28180
31700
19700
25820
15100
15460
29380
46020
40580
11500
24140
47540
34460
47300
33780
35860
24980
23340
36100
26020
43260
49220
12140
23780
17700
42940
48460
33220
31660
42140
42980
19620
46340
34180
48700
30580
45620
23180
34020
23980
25900
35580
29700
30220
34340
11680
25260
36580
16700
49660
27660
22020
13500
35840
10700
15180
33740
41140
35620
37980
42420
43500
35900
48260
13820
25300
46980
47240
33860
10260
24860
27740
