GEOID
37620
24460
40140
25940
36980
21260
11940
28820
14180
20740
26660
41220
37860
13940
39660
25760
17300
37420
24620
23620
15980
44460
21500
37740
29900
41660
46660
23420
25060
13740
48020
27980
42620
47220
34940
34820
26380
25180
32000
29660
46860
26460
16540
31930
24100
12460
37340
15060
39420
24300
34580
21460
43380
34780
11860
29300
32340
19540
17500
26900
25580
49300
18100
40620
16460
26940
47940
15820
26420
33660
49340
43460
45460
40860
39860
24330
42460
36660
15940
26220
12620
11020
13380
15680
45860
42900
32900
39340
34700
10820
31820
26820
22800
25840
40260
28020
27900
18420
28140
21020
34300
33300
26620
18300
12420
24820
31220
10100
49420
36020
47180
35440
12540
27020
24540
31460
37500
19580
17420
32280
20340
44300
46900
33540
25220
27580
49100
14100
22620
17060
28740
39260
34900
11740
41820
28340
18220
27420
46820
46300
15500
22300
47380
29780
46100
37540
23240
49080
20820
19940
38240
24260
14340
29020
24660
45980
28700
22140
48500
35740
40420
26780
40820
38620
48580
26300
36140
47780
13700
37460
13720
13020
38420
33460
45940
38220
20180
41940
14580
10540
44740
25500
32540
13460
30140
14720
17620
41260
13540
42380
36460
37220
13660
