StateCode,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012
36740,262623.1067,261550.6964,260515.3539,260154.2987,259721.8246,258719.7936,256787.1502,254152.792,251374.0923,248186.9219,245035.456,241253.5687,237788.8432,233337.7502,228842.6034,223883.9826,218638.0368,213583.8957,208905.7002,204646.6584,200632.5975,196358.3067,191340.7805,185802.6679,179696.902,174592.3663,170642.9,167121.9331,164037.1363,160575.5009,157831.4467,155007.8521,152265.7351,149632.8795,147911.6113,146953.58,145844.9743,144694.7723,143548.5636,142811.2584,142041.5365,141181.9815,140199.523,139030.3051,137648.306,136439.7979,135038.9392,133455.53,131835.2904,130349.4013,128849.6054,127294.0632,125906.1848,124892.5246,123969.0081,123308.2036,122731.3621,122413.745,122161.4798,122149.2312,122436.9907
16740,169880.0473,170355.3506,170981.8814,171832.569,172861.5195,173847.9465,174804.6974,175712.9283,176454.9329,176854.5874,177107.1361,177178.9283,177374.1387,177429.6378,177511.9913,177343.646,177150.2912,176670.631,175966.2904,175142.5801,174390.2706,173778.6153,172871.4369,171532.7946,169753.0574,168432.3481,167693.6938,167177.5025,166350.3651,165320.5109,164425.0875,163535.6348,162745.364,162088.6212,161820.5824,161681.7225,161594.2311,161242.7983,160640.951,160136.3081,159817.2002,159417.7809,158683.0557,157745.9914,156681.6245,155618.8517,154376.7031,153308.6894,152250.3329,151376.3455,150492.6182,149594.5016,148641.9312,147796.4445,147066.0876,146365.5823,145629.2725,144874.9558,144121.2978,143713.0749,143437.4471
41700,141462.7269,141862.947,141910.0564,142023.8065,142724.5466,143675.0091,144764.9484,145638.8797,146336.1448,146979.5506,147544.7134,148134.5847,148172.6548,147920.0952,147544.5711,147495.5795,147610.4643,147600.138,147447.913,146910.4443,146255.6144,145621.83,145242.3607,144896.8288,144455.6123,143853.1783,143419.834,143075.9091,142834.3485,142417.5714,141967.6863,141298.1362,140750.8948,140375.7123,140385.2152,140433.8009,140504.5582,140538.7356,140733.1595,140964.1035,141277.5869,141334.211,141315.1856,141300.6951,141186.9393,140781.7204,139977.048,139190.7876,138600.8022,138063.0455,137815.8169,137451.0125,137130.3412,136475.3088,135994.4522,135619.8756,135432.1129,135254.3528,135231.0696,135069.0886,134922.9769
38900,299812.2837,300659.8899,301715.5489,303320.0573,305316.614,306629.221,307377.058,307438.565,307489.9053,307153.5089,306333.0729,305049.2712,303158.046,301840.0986,300424.0762,298958.9304,296653.5246,294062.3759,291531.3073,288654.2632,285697.0706,282679.524,279920.9983,276797.8487,274158.8476,271398.76,268956.4076,266099.9977,263418.5026,260508.8472,257663.7129,255418.4415,254050.2288,253337.6062,252827.2672,252524.6713,251957.3657,251403.4995,251465.8751,251934.1847,251754.7775,250511.3786,248507.4382,246192.782,243570.0551,241087.6984,238949.7669,237115.0883,235386.3979,233592.2466,231384.4697,228957.2762,226681.0167,225206.6144,224350.4473,223668.7175,222659.9269,221470.0309,220058.1498,218778.17,217692.3498
40900,401864.566,398348.7374,395990.3312,393942.6487,390550.1007,386086.7086,381050.0696,376141.6867,371531.8188,365928.8531,359108.4659,353198.5389,346708.6577,340160.2868,331149.5975,322435.3017,313880.8374,305890.7249,298900.0767,292649.9229,285943.8819,280536.3943,275555.8611,272375.4659,268732.2545,264793.1121,261158.5196,258383.6467,255802.2356,253489.6065,250085.5621,247016.7772,244443.6986,242704.0864,241873.8875,240496.5062,239807.5885,239187.4869,239349.8746,238889.8858,238649.4698,238118.4365,237606.3073,236212.4367,233494.9869,230823.6133,228877.6951,228285.7381,227409.1321,225701.6625,223474.8803,221052.9938,218336.8011,215301.5552,212788.1763,211051.7698,210210.9587,208900.2269,207693.8936,206238.569,205568.4358
38300,112671.0517,112887.1728,113100.1454,113194.4274,113290.1237,113341.9289,113615.9881,113889.9783,114282.4455,114595.7959,114901.9575,115088.9971,115227.4495,115242.5308,115201.9256,115274.9016,115310.705,115328.8702,115254.2404,115181.6982,115182.2257,115151.326,115122.3969,114787.1765,114405.9138,114385.7255,114604.2127,114881.1815,115034.8925,115243.1793,115474.2152,115395.4832,115247.3012,115261.4719,115681.0273,116354.6388,117107.3339,117882.3549,118799.144,119771.7575,120454.4643,120747.8433,120735.1425,120592.7367,120480.205,120169.0826,119839.8605,119377.6563,119171.4031,119012.9582,118906.5342,118644.1176,118398.2438,118098.9099,117885.6805,117784.4218,117885.6081,117868.5394,117806.4907,117699.94,117742.1111
17140,155193.0794,155164.3929,155168.6548,155065.9699,154887.0845,154688.0188,154509.0589,154333.3136,154122.0338,153886.2292,153545.8557,153227.0843,152833.6769,152555.7513,152337.6301,152086.982,151836.0475,151503.0157,151321.2217,150848.8457,150185.3893,149138.7051,148207.2377,147134.1125,145690.1445,143820.6172,142481.1075,141900.7998,141782.6718,141553.0467,141502.4278,141461.3977,141428.443,141364.2304,141498.9767,141680.9726,141890.1155,142328.5824,142662.9471,143053.5256,143276.8603,143435.7646,143056.1534,142374.1449,141591.6413,140887.0029,139916.2596,138792.6461,137735.0944,136859.5436,136074.2888,135250.1721,134373.1464,133633.5528,133091.4389,132680.9394,132193.7767,131706.442,131303.8904,131118.1744,130905.5907
12420,196516.7027,197122.0632,197577.573,198141.9763,198745.8441,199387.6784,200017.3858,200729.4028,201381.6547,201983.7684,202616.1834,203293.4181,203773.036,203869.1986,203966.8815,204099.2349,204345.7482,204170.9325,203870.7319,203299.3056,202753.5664,201980.9123,200712.9959,199475.3728,198394.109,197789.1856,197117.7691,196466.8037,195969.3238,195835.3499,195786.7991,195721.3204,195499.8005,195167.0395,195179.7505,195178.7018,194986.1567,194767.6884,194625.1612,194848.0022,195228.8745,195515.9641,195171.7866,194296.7763,193141.973,192048.2147,190994.0269,189937.7394,189115.4438,188148.6093,187569.23,187463.3846,187578.9682,187422.2129,187120.6067,187116.6682,187331.3241,187340.618,187105.5267,186912.4346,187121.9423
29820,325082.8696,324402.3278,323621.0219,322105.2997,320117.5034,317254.924,313704.1702,310147.7045,306183.0322,302555.6838,296861.9869,290483.9889,282403.3335,273661.6669,264814.5723,257427.0837,251498.018,244833.6402,237714.776,230275.0828,222728.3584,215543.6836,207661.2769,200767.256,193844.8918,188667.8574,183721.1706,178637.9898,172396.4301,165804.6879,159220.7948,153967.4896,149984.5711,147511.4869,145804.0786,144208.4131,143420.1638,142685.9999,141963.3353,140739.1245,139513.736,138928.1547,138363.9693,137733.1319,136736.9512,135880.8593,135529.848,135047.4651,133863.2876,132068.0023,130164.4353,128357.2734,127204.5693,125737.8154,124689.8807,123086.1227,122173.3697,121444.0934,120936.5021,120463.9946,120297.5415
28140,147041.3307,147263.1788,147503.3638,147739.621,148024.8799,148101.4726,148144.0307,148198.9713,148336.4897,148422.315,148331.8923,148089.4397,147768.758,147461.7902,147322.3242,147306.669,147275.8739,147131.6387,146774.9152,146435.2126,146068.7227,145783.9808,145190.1618,144555.8764,143909.5954,143482.6898,143111.6478,142826.0912,142603.1983,142408.9969,142144.8413,141952.8074,141776.2372,141646.949,141743.239,141851.3832,141697.7385,141344.4333,141378.9409,141790.6129,142181.0147,142183.5483,141763.4788,140982.1291,139922.6365,138915.0861,137886.6984,137051.5443,136414.4405,136000.1887,135318.8887,134405.004,133427.8199,132616.7612,132106.0398,131588.6836,131166.1362,130420.8898,129801.0744,129151.8723,128822.121
18140,152623.756,152325.1354,152124.3699,151937.9193,151741.537,151575.8173,151322.3774,151115.2983,150914.5463,150798.7997,150603.7051,150312.6996,149696.5889,149051.1229,148500.0347,148095.3423,147842.0289,147702.5932,147560.3178,147286.1911,146879.1117,146408.3808,145860.9533,145291.708,144684.7701,144028.981,143188.9188,142422.1882,141819.062,141360.8911,140923.5418,140414.0783,140051.5078,139891.9447,139697.9101,139484.4163,139411.072,139683.4742,140051.1822,140194.7192,140179.4802,140106.2833,139880.8477,139449.8257,138683.8697,137886.3144,137175.6707,136675.1523,136288.1224,135750.3085,135213.2167,134657.9686,134207.1116,133601.4875,133017.9061,132433.773,131941.4455,131303.3675,130716.3578,130167.7046,129533.179
26900,127613.6925,127715.8969,127658.8093,127786.5686,127728.8477,127640.9314,127453.0211,127325.4382,127038.4868,126875.0086,127089.2206,127598.9608,127888.2083,127838.2262,127575.5227,127391.5817,127278.8247,127315.9667,127211.0537,126939.171,126427.9117,126000.11,125495.4312,124870.2682,124276.1334,123767.9758,123541.9295,123441.2461,123528.8694,123696.4695,123795.8967,123818.6048,123835.8528,123762.3471,123807.9971,123957.853,124093.9629,124372.9625,124628.2338,125003.6793,125134.5043,125184.0787,124880.1558,124342.8426,123341.0227,122469.3902,121587.0787,121030.3542,120529.9598,120096.206,119710.5465,119368.1542,118853.4117,118279.3161,117899.5636,117947.6643,118171.9455,118235.7077,117998.6718,117634.8952,117141.1708
17410,140444.5771,140040.055,139545.2239,139194.2866,138994.803,138894.2402,138559.624,138018.6754,137660.1854,137296.592,136668.5507,135888.5002,135165.6564,134545.8998,134203.9214,133925.0769,133527.4302,132872.6757,132163.9473,131656.0799,130969.7688,130113.2873,129165.3309,128212.6774,127147.3304,126100.629,125184.1546,124696.2238,124566.4285,124551.6147,124368.6289,123953.0057,123558.0157,123268.4745,122916.4617,122473.041,121915.9978,121596.1356,121402.2983,121559.2364,121567.5438,121388.485,120841.5537,120372.9596,119900.7822,119288.8908,118549.091,117696.3483,116896.5101,116028.3527,115356.9118,114740.8053,114141.5841,113438.3446,112846.2231,112379.5799,111886.317,111403.2312,110862.0865,110493.8172,110126.2629
41940,680136.0084,681576.0555,682378.3362,683230.9121,683059.3941,680138.0923,677972.5097,676546.6989,675045.8561,671411.6597,667009.7787,661308.9146,654371.1015,644107.77,632729.5087,623823.9383,616532.2791,608164.2382,597878.8791,587707.6735,576241.4015,566120.3231,551821.2879,543114.6709,529984.9786,523238.9347,511915.9819,505712.9599,499798.9247,498048.868,496847.4191,494107.9957,491626.7032,491850.2225,497624.5494,501697.8755,506565.1741,508551.1005,516822.3665,520589.2308,522466.0875,517444.6494,511224.8901,507303.6272,505750.6974,504737.6027,501393.7023,496447.2441,493846.2217,490242.6798,488278.3228,485627.3704,481576.2952,481110.6239,480183.9815,481496.5396,476914.7096,471388.4112,470368.1621,470045.0214,471056.3475
